fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.864247,0.668031,0.0,0.626306,0.515383,0.01421,0.065582,48.0
1,,0.902957,0.733477,0.0,0.755654,0.638151,0.012953,0.065243,45.0
2,,0.910497,0.738026,0.0,0.714194,0.579284,0.011556,0.065262,50.0
3,,0.930662,0.793846,0.0,0.759067,0.63803,0.009853,0.057456,48.0
4,,0.915791,0.760607,0.0,0.670322,0.537314,0.0101,0.059141,45.0
Mean,,0.9048307999999998,0.7387974000000002,0.0,0.7051086000000001,0.5816323999999999,0.0117344,0.0625368,47.2
