fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.558971,0.196943,0.0,0.317107,0.229253,0.000574,0.020608,112.0
1,,0.541916,0.210733,0.0,0.341376,0.248695,0.000553,0.020047,113.0
2,,0.576677,0.283101,0.0,0.358928,0.266719,0.000497,0.019162,110.0
3,,0.552398,0.201117,0.0,0.270736,0.196433,0.00054,0.019937,117.0
4,,0.471022,0.11894,0.0,0.318135,0.236012,0.000603,0.021141,116.0
Mean,,0.5401967999999999,0.2021668,0.0,0.3212564,0.23542239999999998,0.0005534000000000001,0.020178999999999996,113.6
