epoch,step,train_loss_epoch,train_loss_step,val/mse,val_loss
0,1,,,0.2800258696079254,0.2800258696079254
0,1,0.278216689825058,,,
1,3,,,0.1014176607131958,0.1014176681637764
1,3,0.19613994657993317,,,
2,5,,,0.0718880295753479,0.0718880295753479
2,5,0.12415291368961334,,,
3,7,,,0.08514636754989624,0.08514636754989624
3,7,0.058591824024915695,,,
4,9,,,0.09788288921117783,0.09788288921117783
4,9,0.06277154386043549,,,
5,11,,,0.07434125244617462,0.07434125989675522
5,11,0.06613609194755554,,,
6,13,,,0.057927291840314865,0.057927295565605164
6,13,0.049020521342754364,,,
7,15,,,0.06159501150250435,0.06159501150250435
7,15,0.043158598244190216,,,
8,17,,,0.057342082262039185,0.057342082262039185
8,17,0.05164263769984245,,,
9,19,,,0.05998845025897026,0.05998845025897026
9,19,0.04644816368818283,,,
10,21,,,0.06362055242061615,0.06362055242061615
10,21,0.04485482722520828,,,
11,23,,,0.061197854578495026,0.061197854578495026
11,23,0.04652039334177971,,,
12,25,,,0.05694013461470604,0.05694013461470604
12,25,0.04473016783595085,,,
13,27,,,0.05621229112148285,0.05621229112148285
13,27,0.04212202504277229,,,
14,29,,,0.05630578100681305,0.056305788457393646
14,29,0.0450185164809227,,,
15,31,,,0.055944111198186874,0.055944111198186874
15,31,0.04321303218603134,,,
16,33,,,0.057692911475896835,0.05769291892647743
16,33,0.04480458050966263,,,
17,35,,,0.05862683430314064,0.05862683057785034
17,35,0.04386516660451889,,,
18,37,,,0.05841550603508949,0.058415498584508896
18,37,0.04385936260223389,,,
19,39,,,0.05649130046367645,0.05649130046367645
19,39,0.04234559088945389,,,
20,41,,,0.05549899861216545,0.05549900233745575
20,41,0.04415373131632805,,,
21,43,,,0.05521445348858833,0.05521445348858833
21,43,0.042596038430929184,,,
22,45,,,0.05519501864910126,0.05519501864910126
22,45,0.043158166110515594,,,
23,47,,,0.0551406666636467,0.0551406666636467
23,47,0.040959954261779785,,,
24,49,,0.045877281576395035,,
24,49,,,0.05513456463813782,0.05513456463813782
24,49,0.04181130975484848,,,
25,51,,,0.05458708852529526,0.054587095975875854
25,51,0.0412583127617836,,,
26,53,,,0.05400331690907478,0.05400331690907478
26,53,0.042247746139764786,,,
27,55,,,0.053625576198101044,0.053625576198101044
27,55,0.04211392253637314,,,
28,57,,,0.053947895765304565,0.053947895765304565
28,57,0.041928213089704514,,,
29,59,,,0.05415629595518112,0.05415629595518112
29,59,0.04318146035075188,,,
30,61,,,0.05376544967293739,0.053765442222356796
30,61,0.04054844751954079,,,
31,63,,,0.05344432592391968,0.05344431847333908
31,63,0.04127448797225952,,,
32,65,,,0.052936896681785583,0.052936896681785583
32,65,0.04149745777249336,,,
33,67,,,0.05277758464217186,0.05277758836746216
