Experiment_ID,random_intercept
AGILE,-2.054636449277648e-12
COMET_LANCE,-2.2096053835148143e-12
Lee_unsat,-1.2059494933397787e-14
Li_pulmonary,-2.2202870116266814e-12
Liu_iphos,-1.5585822718115446e-12
Whitehead_siRNA,-0.11850852787453675
Zhou_dendrimer,0.11850852787501862
