Experiment_ID,random_intercept
AGILE,-0.46416233701620474
COMET_LANCE,-1.5089650000692318
Lee_unsat,1.4419499593304246
Li_pulmonary,1.9903717933928962
Liu_iphos,1.7225547932674863
Whitehead_siRNA,-1.7106986775682702
Zhou_dendrimer,-1.4710505305846024
