IL_SMILES,Experiment_value,rel,IL_molratio,HL_molratio,CHL_molratio,PEG_molratio,IL_to_nucleicacid_massratio,molwtlog1p,Nitrogen.Count,Rotatable.Bonds,LogP,Fraction.sp3.Carbons,Topological.Polar.Surface.Area,Hydrogen.Bond.Donors,Hydrogen.Bond.Acceptors,Heavy.Atoms,van.der.Waals.Molecular.Volume,Molar.Refractivity,has_ester,has_carbonate,has_disulfide,Cargo_type_FLuc,Cargo_type_GFP,Model_type_A549,Model_type_BeWo_b30,Model_type_DC2.4,Model_type_HEK293T,Model_type_HeLa,Model_type_HepG2,Model_type_IGROV1,Model_type_RAW264.7,HL_name_14PA,HL_name_18PG,HL_name_DDAB,HL_name_DOPE,HL_name_DOTAP,HL_name_DSPC,HL_name_MDOA,num_protonatable_nitrogens,num_unsaturated_cc_bonds,Num_carbon_in_tail,Dose_ug_nucleicacid,Sample_weight
CCCCCCCCCCCCCCCOC(=O)CCN(CCCN(CCO)CCO)CCC(=O)OCCCCCCCCCCCCCCC,5.468071128,3,42.0,0.0,48.0,10.0,5.0,6.590533164112844,2,42,10.0141,0.9534883720930232,99.54,2,8,51,726.6485884719999,214.2105999999991,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,15,0.9,1.0
CCCCCCCCCCCCNC(=O)CCN(C)CCCN(CCC(=O)NCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCC,5.468071128,3,42.0,0.0,48.0,10.0,5.0,6.693773381260295,5,46,11.891899999999987,0.9387755102040816,93.78,3,5,57,805.774792028,246.9660999999988,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,12,0.9,1.0
CCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCC)CCN(CCC(=O)NCCCCCCCCCCCC)CCN(CCC(=O)NCCCCCCCCCCCC)CCN(CCC(=O)NCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCC,5.468071128,3,42.0,0.0,48.0,10.0,5.0,7.367491377072007,10,93,22.757600000000025,0.9375,187.56,6,10,112,1581.5026338639998,482.5842000000023,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,12,0.9,1.0
CCCCCCCCCCCCCCCNC(=O)CCN(CC)CCCN(CC)CCC(=O)NCCCCCCCCCCCCCCC,5.468071128,3,42.0,0.0,48.0,10.0,5.0,6.542764424939523,4,40,11.21529999999999,0.9534883720930232,64.68,2,4,49,692.690728056,215.48839999999907,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,15,0.9,1.0
CCCCCCCCCCCCCCCCNC(=O)CCN(CC)CCCN(CC)CCC(=O)NCCCCCCCCCCCCCCCC,5.468071128,3,42.0,0.0,48.0,10.0,5.0,6.582381031234303,4,42,11.995499999999987,0.9555555555555556,64.68,2,4,51,720.722028184,224.72239999999897,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,16,0.9,1.0
CCCCCCCCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCCCCCCCC)C(C)(CO)CO,4.009331809,2,42.0,0.0,48.0,10.0,5.0,6.4661742727901705,1,35,9.3005,0.9473684210526316,96.3,2,7,45,641.5594391200001,187.45759999999945,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,14,0.9,1.0
CCCCCCCCCCCCNC(=O)CCN(CCCCCO)CCC(=O)NCCCCCCCCCCCC,4.009331809,2,42.0,0.0,48.0,10.0,5.0,6.368137442403163,3,33,8.305400000000008,0.9428571428571428,81.67000000000002,3,4,41,581.5495431319999,176.31819999999956,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,12,0.9,1.0
CCCCCCCCCCCCNC(=O)CCN(C)CCN(CCC(=O)NCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCC,4.009331809,2,42.0,0.0,48.0,10.0,5.0,6.676246839336298,5,45,11.501799999999989,0.9375,93.78,3,5,56,791.7591419639999,242.34909999999888,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,12,0.9,1.0
CCCCCCCCCCCCNC(=O)CCN(CCC(=O)NCCCCCCCCCCCC)CCN(CCC(=O)NCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCC,4.009331809,2,42.0,0.0,48.0,10.0,5.0,6.926294363245889,6,59,15.29919999999997,0.935483870967742,122.88,4,6,72,1016.968406448,310.7627999999998,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,12,0.9,1.0
CCCCCCCCCCCCNC(=O)CCN(CCCN(CCC(=O)NCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCC)CCC(=O)NCCCCCCCCCCCC,4.009331809,2,42.0,0.0,48.0,10.0,5.0,6.939969775046098,6,60,15.689299999999967,0.9365079365079364,122.88,4,6,73,1030.9840565119998,315.3797999999998,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,12,0.9,1.0
CCCCCCCCCCCCCCNC(=O)CCN(CCOCC)CCC(=O)NCCCCCCCCCCCCCC,4.009331809,2,42.0,0.0,48.0,10.0,5.0,6.437834846275473,3,36,9.7397,0.9473684210526316,70.67,2,4,44,623.5964933239999,190.34239999999937,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,14,0.9,1.0
