Lipid_name,Num_tails,Num_carbon_in_tail,MolWt,num_unsaturated_cc_bonds,num_protonatable_nitrogens
A46-T2,2,18,1408.2679999999998,4,2
A72-T3,2,18,764.1890000000001,3,1
A48-T1,2,18,2740.438,4,4
A65-T3,2,18,1367.1269999999993,6,1
A68-T8,2,9,1123.6959999999992,4,2
A65-T5,2,6,1030.4789999999991,4,1
A67-T5,2,6,1028.462999999999,4,1
A69-T7,2,8,1109.6689999999992,4,2
A11-T8,2,9,759.1699999999998,2,2
A8-T9,2,8,706.1099999999999,2,3
A67-T7,2,8,1084.570999999999,4,1
A36-T9,2,8,647.9860000000001,2,3
A69-T1,2,18,1398.273,2,2
A61-T5,2,6,1013.495999999999,4,2
A67-T9,2,8,1084.570999999999,4,1
A14-T8,2,9,1702.5749999999996,6,4
A69-T8,2,9,1137.7229999999993,4,2
A40-T3,2,18,1405.224,6,3
A66-T5,2,6,1042.489999999999,4,1
A43-T3,2,18,1390.2089999999998,6,2
A11-T10,2,10,773.1969999999998,2,2
A61-T4,2,5,985.4419999999992,4,2
A66-T2,2,18,1383.1699999999998,4,1
A72-T2,2,18,766.2049999999999,2,1
A69-T5,2,6,1053.560999999999,4,2
A61-T7,2,8,1069.603999999999,4,2
A67-T3,2,18,1365.111,6,1
A66-T3,2,18,1379.138,6,1
A59-T8,2,9,2093.135,8,2
A61-T6,2,7,1041.5499999999986,4,2
A68-T4,2,5,1011.4799999999988,4,2
A56-T6,2,7,1014.4799999999992,4,1
A68-T6,2,7,1067.587999999999,4,2
A39-T1,2,18,832.3529999999993,1,3
A11-T9,2,8,745.1429999999999,2,2
A65-T2,2,18,1371.1589999999992,4,1
A61-T3,2,18,1350.143999999999,6,2
A70-T2,2,18,1410.24,4,2
A72-T1,2,18,768.2209999999998,1,1
A71-T1,2,18,1395.2289999999998,2,1
A67-T2,2,18,1369.1429999999998,4,1
A70-T3,2,18,1406.208,6,2
A64-T1,2,18,1403.2449999999992,2,1
A68-T7,2,8,1095.6419999999991,4,2
A66-T1,2,18,1387.2019999999998,2,1
A68-T2,2,18,1380.214,4,2
A56-T7,2,8,1042.533999999999,4,1
A61-T2,2,18,1354.1759999999992,4,2
A71-T3,2,18,1387.165,6,1
A71-T2,2,18,1391.197,4,1
A69-T3,2,18,1390.209,6,2
A68-T5,2,6,1039.533999999999,4,2
A56-T8,2,9,1070.587999999999,4,1
A65-T1,2,18,1375.1909999999991,2,1
A68-T3,2,18,1376.182,6,2
A69-T2,2,18,1394.241,4,2
A67-T1,2,18,1373.1749999999995,2,1
A61-T1,2,18,1358.2079999999992,2,2
A68-T1,2,18,1384.246,2,2
