src_A,src_B,mean_tanimoto,max_tanimoto,n_pairs
YX_2023,YX_2024,0.31388855856105646,0.5238095238095238,2306
BL_2023,YX_2024,0.31388391148025635,0.5285714285714286,8768
SX_2025,SY_2025,0.31247810084710903,0.4186046511627907,10
JL_2024,YR_2024,0.31158717261491337,0.7380952380952381,668
JW_2024,ZC_2023,0.31151553430316115,0.6071428571428571,1144
YX_2024,ZH_2023,0.31134568177017036,0.5394736842105263,3818
AP_2025,KW_2014,0.3112787426822762,0.4576271186440678,658
RG_2023,SS_2018,0.31107704320930485,0.463768115942029,15
KS_2024,XH_2024,0.3108074997363897,0.41304347826086957,67
BroadPharm_2024,RG_2023,0.3103239735289592,0.5507246376811594,359
JC_2023,SY_2025,0.31031734854785736,0.41975308641975306,20
AA_2008,SB_2024,0.3100051221790813,0.4716981132075472,24
JC_2023,SX_2025,0.30936138070787833,0.4576271186440678,170
BL_2024,RG_2023,0.3092496473624333,0.4880952380952381,980
BL_2024,BroadPharm_2024,0.3087605835070951,0.6101694915254238,766
SX_2025,YR_2024,0.3083449148163367,0.48148148148148145,164
SP_2020,YX_2024,0.30834281131389757,0.532258064516129,604
AP_2025,LZ_2025,0.30784842612859215,0.38095238095238093,62
JW_2024,SX_2025,0.3078337146411274,0.5507246376811594,1040
BroadPharm_2024,XH_2024,0.30764113014134925,0.8,91
LX_2024_2,ZL_2022,0.30758142015675755,0.4888888888888889,106
BL_2023,RG_2023,0.3074211619512029,0.49333333333333335,1112
LZ_2025,YX_2024,0.30706627327955077,0.45454545454545453,1398
YX_2024,YZ_2022,0.3068473558882795,0.532258064516129,12814
YX_2024,YZ_2024,0.3067733792234905,0.532258064516129,12210
AP_2025,LR_2023,0.30633020375289266,0.4878048780487805,236
SS_2018,YX_2024,0.30630065818027186,0.484375,114
RG_2023,YZ_2024,0.3060147929942116,0.42857142857142855,1551
RG_2023,YZ_2022,0.3060105271346405,0.42857142857142855,1627
RG_2023,SP_2020,0.30592346992155106,0.42857142857142855,76
LZ_2025,SX_2025,0.3058280773193351,0.5283018867924528,74
KZ_2016,RG_2023,0.3056787673952706,0.4714285714285714,2400
AP_2025,SX_2025,0.3050966740542333,0.42168674698795183,68
JC_2023,JW_2024,0.30504643160927647,0.5538461538461539,2210
JM_2016,KS_2024,0.30467308064023296,0.49056603773584906,98
YZ_2024,ZL_2022,0.30447783662814243,0.43103448275862066,435
YZ_2022,ZL_2022,0.3043833255011628,0.43103448275862066,458
BL_2024,XH_2024,0.30437711244616206,0.5166666666666667,244
BL_2024,LZ_2025,0.30410832238062246,0.423728813559322,378
BroadPharm_2024,SX_2025,0.3039697768136809,0.6621621621621622,150
BroadPharm_2024,YX_2024,0.3038960486600059,0.5373134328358209,2834
