src_A,src_B,mean_tanimoto,max_tanimoto,n_pairs
AA_2008,YZ_2024,0.2693637718634204,0.36,2440
LX_2024_2,SP_2020,0.26935378227133133,0.34545454545454546,62
YZ_2022,ZC_2023,0.2689854800332819,1.0,746
LR_2023,XH_2025,0.2689018986186295,0.4626865671641791,1001
LR_2023,ZH_2023,0.2687967040370267,0.4418604651162791,702
YZ_2024,ZC_2023,0.2686490091267691,1.0,710
BroadPharm_2024,JL_2024,0.26862255562010134,0.5892857142857143,612
KL_2010,LZ_2025,0.2685469776816508,0.38636363636363635,195
BL_2023,LL_2025,0.2685189253802964,0.2962962962962963,12
KW_2014,SX_2025,0.26840456990957534,0.47058823529411764,772
JW_2024,ZH_2023,0.2683931566214824,0.45714285714285713,2626
JM_2016,ZC_2023,0.2677732054096001,0.41975308641975306,80
LX_2024_2,YZ_2022,0.2677681130896688,0.34545454545454546,1322
LX_2024_2,YZ_2024,0.2676900880981902,0.34545454545454546,1260
BL_2023,JL_2024,0.2673402099517541,0.4864864864864865,1892
XH_2024,ZL_2022,0.26729456529274004,0.3877551020408163,31
XH_2024,ZH_2023,0.26722356401457015,0.3584905660377358,121
AP_2025,LX_2024_2,0.26686354444450605,0.3670886075949367,132
BL_2024,ZC_2023,0.2668408363025216,0.5454545454545454,448
KS_2024,RG_2023,0.2667875262635256,0.3793103448275862,263
XH_2025,YY_2023,0.2666908366086549,0.5849056603773585,274
JL_2024,ZL_2022,0.26612739013179193,0.46938775510204084,219
JC_2023,NC_2024,0.2661190230515512,0.44642857142857145,437
AP_2025,SS_2018,0.26564239206547585,0.3880597014925373,6
JM_2016,JW_2024,0.2656331981090581,0.3968253968253968,936
AP_2025,XH_2025,0.2654279190657999,0.41935483870967744,246
JL_2024,LL_2025,0.26539092002931497,0.3770491803278688,8
JC_2023,KS_2024,0.2645784149229308,0.4716981132075472,235
LL_2012,ZH_2023,0.2642264444852262,0.375,187
SL_2020,ZL_2022,0.2639456154645437,0.3793103448275862,33
JM_2016,SS_2018,0.2636297749165171,0.37142857142857144,6
JC_2023,XH_2024,0.26336187090584096,0.4,101
LZ_2025,SW_2024,0.2632019763571377,0.3333333333333333,103
BroadPharm_2024,SY_2025,0.2631095488948595,0.3382352941176471,20
LZ_2025,SY_2025,0.26307741278329516,0.3235294117647059,10
KZ_2016,SS_2018,0.2629517269728402,0.45,75
JL_2024,KW_2014,0.2627744182412039,0.5333333333333333,3145
BL_2024,JM_2016,0.2622112285710411,0.3918918918918919,368
KZ_2016,YX_2023,0.26211211353733493,0.453125,1525
BL_2024,LX_2024_2,0.26197445650034745,0.3787878787878788,796
JM_2016,ZL_2022,0.26182093576564347,0.38333333333333336,50
SW_2024,YY_2023,0.2616861258090288,0.45161290322580644,106
JC_2023,LL_2012,0.2616481707860667,0.43636363636363634,158
JM_2016,LL_2012,0.26114193889958254,0.32,66
KW_2014,XH_2025,0.2610943797003869,0.6122448979591837,2778
JM_2016,YX_2024,0.2609587000284942,0.38666666666666666,1360
LX_2024_2,SX_2025,0.26077792554723317,0.4,156
SY_2025,ZC_2023,0.26008361571170074,0.31521739130434784,10
AP_2025,XH_2024,0.25984894841461664,0.3484848484848485,42
NC_2024,XH_2025,0.2595219486347035,0.5531914893617021,741
JW_2024,XH_2025,0.25915544246275013,0.4666666666666667,3744
YX_2024,ZC_2023,0.25840943988584725,0.391304347826087,1664
KS_2024,SX_2025,0.25837318908835877,0.4423076923076923,110
JM_2016,SW_2024,0.258177017080456,0.3950617283950617,100
AA_2008,ZH_2023,0.2572880617814708,0.46808510638297873,763
LX_2024_2,SL_2020,0.25723922899402735,0.4626865671641791,102
BL_2023,KZ_2016,0.2570629873245549,0.5205479452054794,5800
BroadPharm_2024,LL_2012,0.25690296907277327,0.44642857142857145,138
AA_2008,SX_2025,0.2567917578162835,0.40350877192982454,302
KL_2010,SS_2018,0.2562086445452546,0.41025641025641024,15
KL_2010,SB_2024,0.25617899047953335,0.3877551020408163,15
BL_2023,XH_2024,0.2560088414778893,0.44776119402985076,280
BL_2024,XH_2025,0.25596846890288827,0.45569620253164556,1468
JL_2024,SP_2020,0.25586887265474734,0.3939393939393939,131
AA_2008,SW_2024,0.25578712995158587,0.39705882352941174,421
SL_2021,ZL_2022,0.255599791567737,0.40816326530612246,244
KS_2024,LM_2019,0.2555447286882288,0.38461538461538464,804
JL_2024,YZ_2022,0.2554485671221523,0.3939393939393939,2763
JL_2024,YZ_2024,0.2554276476598537,0.3939393939393939,2632
KW_2014,SL_2021,0.2554054761585741,0.5531914893617021,3493
LX_2024_2,XH_2024,0.25538657403346776,0.3582089552238806,94
XH_2025,YR_2024,0.2552437992542296,0.5681818181818182,590
JC_2023,JM_2016,0.25338161456470415,0.36363636363636365,154
LZ_2025,SL_2020,0.25320953712973376,0.3387096774193548,49
LL_2012,SB_2024,0.252726833976834,0.3125,6
LX_2024_2,YX_2024,0.25198311007112617,0.42424242424242425,2948
BL_2023,XH_2025,0.2518409834450135,0.4457831325301205,1672
XH_2025,ZL_2022,0.25111366155569603,0.45652173913043476,193
XH_2024,ZC_2023,0.25096451236675166,0.36,52
SL_2020,YZ_2024,0.2507990391244397,0.30158730158730157,419
SL_2020,YZ_2022,0.25069706331637004,0.30158730158730157,441
AA_2008,SY_2025,0.25062294647741695,0.3698630136986301,40
SX_2025,XH_2024,0.25059040195017784,0.31666666666666665,48
AA_2008,SL_2021,0.25049370126104,0.46153846153846156,1367
AA_2008,JL_2024,0.2503355941612914,0.5283018867924528,1232
BL_2024,LL_2025,0.24998340523157525,0.3170731707317073,10
AA_2008,LM_2019,0.2499712287983049,0.5227272727272727,2209
LL_2025,SW_2024,0.2498618402873722,0.35064935064935066,3
KS_2024,XH_2025,0.24944841191227848,0.5238095238095238,397
BL_2023,SY_2025,0.24938020427044702,0.34444444444444444,60
KW_2014,SY_2025,0.24906773973690888,0.40540540540540543,95
BroadPharm_2024,XH_2025,0.24883104044722462,0.5205479452054794,541
SL_2020,SP_2020,0.2487548876990435,0.30158730158730157,22
SY_2025,ZL_2022,0.2486866606088574,0.2923076923076923,5
AA_2008,RG_2023,0.24858412937235128,0.42857142857142855,723
JC_2023,RG_2023,0.2480430592768438,0.3974358974358974,409
LL_2012,LZ_2025,0.2480280583268185,0.3,68
JC_2023,ZC_2023,0.24789398858523293,0.352112676056338,186
KW_2014,SW_2024,0.24759413337277283,0.4576271186440678,1082
JL_2024,JW_2024,0.24708382728294814,0.5344827586206896,4238
NC_2024,SY_2025,0.24703825000488908,0.47540983606557374,25
SY_2025,YY_2023,0.24595856815816952,0.3076923076923077,10
JL_2024,NC_2024,0.2459205717919035,0.5370370370370371,839
SL_2021,YR_2024,0.2458140700554349,0.5,742
JL_2024,LR_2023,0.245812999754954,0.4925373134328358,1133
JM_2016,RG_2023,0.24536715467181192,0.38372093023255816,172
JM_2016,YZ_2024,0.24536627198205935,0.25333333333333335,582
JM_2016,YZ_2022,0.2453249413379126,0.25333333333333335,610
LX_2024,LX_2024_2,0.2445067122023684,0.4666666666666667,1108
KS_2024,SW_2024,0.2444748856831876,0.4576271186440678,153
JM_2016,SP_2020,0.24446585437743523,0.25333333333333335,28
SL_2021,SS_2018,0.24433653721826423,0.3220338983050847,27
JC_2023,LX_2024_2,0.24411252392585714,0.4117647058823529,332
RG_2023,XH_2025,0.24410929410406582,0.38823529411764707,692
XH_2025,ZC_2023,0.2439926083770109,0.45454545454545453,316
LM_2019,YZ_2024,0.24359226629751332,0.3968253968253968,4733
LM_2019,YZ_2022,0.2435760473169766,0.3968253968253968,4966
LM_2019,SP_2020,0.24324658622306924,0.3968253968253968,233
LL_2012,YX_2023,0.24308852956873392,0.3939393939393939,113
BL_2023,JM_2016,0.2422701955253372,0.43373493975903615,416
KS_2024,SL_2021,0.24217568064021275,0.46153846153846156,498
AP_2025,LX_2024,0.24214301159225712,0.36231884057971014,484
JM_2016,LX_2024_2,0.24133687641363827,0.4153846153846154,140
JM_2016,SX_2025,0.24125982510019753,0.3076923076923077,72
BroadPharm_2024,KL_2010,0.24102641303001765,0.8214285714285714,395
AA_2008,SL_2020,0.2402152140824552,0.5263157894736842,199
JC_2023,SW_2024,0.2400777245683761,0.35,239
RG_2023,SW_2024,0.24000461119109917,0.32926829268292684,268
LX_2024,SP_2020,0.23966196707847687,0.36666666666666664,228
XH_2024,XH_2025,0.2396210777303772,0.39705882352941174,172
LX_2024,YZ_2022,0.23930865449566105,0.36666666666666664,4814
LX_2024,YZ_2024,0.239291089020545,0.36666666666666664,4586
BroadPharm_2024,KZ_2016,0.23876880949372742,0.5166666666666667,1875
JL_2024,RG_2023,0.23864026483214507,0.4177215189873418,783
LX_2024,ZC_2023,0.2385952981380242,0.3835616438356164,624
BL_2024,KZ_2016,0.23807284326242936,0.38461538461538464,5100
BL_2023,ZH_2023,0.23781034745124438,0.40625,1172
AP_2025,SL_2020,0.2378052709697766,0.37662337662337664,46
LL_2025,YR_2024,0.23754457490758862,0.25396825396825395,4
AA_2008,LX_2024_3,0.23754235769931742,0.6923076923076923,596
JM_2016,LX_2024_3,0.23749240423609613,0.4444444444444444,142
LM_2019,ZL_2022,0.23672302541515194,0.36,398
SW_2024,YX_2024,0.23665797515712317,0.3684210526315789,2116
KL_2010,YZ_2024,0.23643373155687053,0.28846153846153844,1695
LM_2019,YY_2023,0.2363690666257873,0.4339622641509434,556
KL_2010,YZ_2022,0.23635219724254922,0.28846153846153844,1780
AP_2025,LX_2024_3,0.23576353531959462,0.39705882352941174,134
JL_2024,SX_2025,0.2357531067331399,0.5079365079365079,326
JL_2024,KL_2010,0.23566020884820726,0.4339622641509434,855
XH_2024,YX_2024,0.2354903120641231,0.43103448275862066,908
LM_2019,SB_2024,0.23544307567956438,0.3548387096774194,45
JC_2023,LX_2024,0.23541479927158682,0.45454545454545453,1206
LX_2024,YX_2023,0.23535687790462181,0.38596491228070173,866
LX_2024,NC_2024,0.23529831420214603,0.3684210526315789,1462
KL_2010,SP_2020,0.23472630709225953,0.28846153846153844,85
LL_2012,YX_2024,0.23465729019878442,0.390625,1398
NC_2024,SW_2024,0.23439694010567588,0.46875,289
LM_2019,ZH_2023,0.2342939307301047,0.43548387096774194,1480
KW_2014,LM_2019,0.23427586101174414,0.4423076923076923,5657
JM_2016,KZ_2016,0.2342488838641156,0.3875,900
SY_2025,YR_2024,0.2339448767103034,0.34375,20
LX_2024,SW_2024,0.23378512223701567,0.32432432432432434,796
JM_2016,ZH_2023,0.23374600113807056,0.30666666666666664,182
SW_2024,XH_2024,0.23372801513070385,0.3709677419354839,68
LL_2012,RG_2023,0.23350551944236336,0.3466666666666667,177
LL_2012,YY_2023,0.2324929765747679,0.3235294117647059,70
LL_2025,NC_2024,0.23207698281101496,0.296875,5
JC_2023,LM_2019,0.23207219806422463,0.48936170212765956,1247
LX_2024,ZL_2022,0.23203157958932427,0.43478260869565216,382
BroadPharm_2024,LX_2024_3,0.2320207635281289,0.5897435897435898,296
KS_2024,LX_2024,0.2319268290197004,0.37037037037037035,782
SY_2025,ZH_2023,0.23179338686663556,0.3246753246753247,25
LX_2024,SB_2024,0.23179080445382236,0.32786885245901637,42
KZ_2016,SX_2025,0.2314147552202752,0.36470588235294116,1000
SS_2018,XH_2025,0.23135128901865853,0.3815789473684211,21
KS_2024,LX_2024_3,0.23114544523792607,0.7297297297297297,217
SW_2024,YR_2024,0.23094577679155998,0.40625,230
KS_2024,LL_2012,0.23064456754991267,0.2857142857142857,101
LX_2024,SY_2025,0.2305907127242227,0.2987012987012987,70
KZ_2016,YX_2024,0.2305865062697734,0.4027777777777778,18900
AA_2008,XH_2025,0.2304687555901678,0.6122448979591837,1089
KW_2014,LX_2024,0.2300097112181088,0.4032258064516129,5480
BL_2024,JL_2024,0.22996526241119192,0.43283582089552236,1662
SB_2024,SL_2021,0.22992282327573949,0.3220338983050847,27
LX_2024,XH_2025,0.22982080404939573,0.3939393939393939,2044
LX_2024,YX_2024,0.22916142232535647,0.43661971830985913,10736
LX_2024_2,XH_2025,0.22879126606805078,0.4406779661016949,562
AP_2025,SW_2024,0.22850912860008257,0.3253012048192771,94
LX_2024_3,NC_2024,0.2284371355103606,0.5416666666666666,407
JM_2016,YX_2023,0.22818292311866853,0.3,110
LX_2024,YR_2024,0.2281015634317044,0.4406779661016949,1164
JL_2024,ZC_2023,0.227945023353112,0.391304347826087,358
LL_2012,LX_2024,0.2279232813771038,0.34375,526
LM_2019,SY_2025,0.22757456343422172,0.39705882352941174,75
JC_2023,SL_2021,0.22752219796400303,0.3548387096774194,769
YR_2024,ZH_2023,0.22748640805845183,0.3888888888888889,414
LX_2024_3,YY_2023,0.22747939213125482,0.6190476190476191,150
JL_2024,ZH_2023,0.22737714629871256,0.38095238095238093,823
LM_2019,LZ_2025,0.227336764664545,0.3275862068965517,541
BL_2024,SL_2020,0.22730508945895564,0.3488372093023256,264
BroadPharm_2024,SW_2024,0.22727631283762767,0.5,209
LX_2024,LZ_2025,0.22723147647747285,0.3333333333333333,526
ZH_2023,ZL_2022,0.22722558855450986,0.38235294117647056,136
KZ_2016,YZ_2024,0.22706178428712312,0.3548387096774194,8075
KZ_2016,YZ_2022,0.22705514714923766,0.3548387096774194,8475
KZ_2016,SP_2020,0.22692115992817535,0.3548387096774194,400
LX_2024_3,YR_2024,0.2266899785499409,0.5813953488372093,324
JM_2016,SY_2025,0.22666397968801788,0.27058823529411763,10
KS_2024,ZH_2023,0.2265897436379404,0.3076923076923077,278
RG_2023,ZH_2023,0.22649639582529554,0.3793103448275862,485
LL_2012,YR_2024,0.2262889619051736,0.3384615384615385,152
LL_2012,SY_2025,0.22626229012256155,0.29333333333333333,10
BroadPharm_2024,LX_2024,0.226104369267574,0.36363636363636365,1066
BL_2024,LM_2019,0.2258387571914951,0.4307692307692308,2990
LX_2024,YY_2023,0.22573176607164516,0.4032258064516129,540
LM_2019,XH_2024,0.22564370452701593,0.3559322033898305,353
LM_2019,SS_2018,0.22556833693683867,0.4166666666666667,45
LM_2019,YR_2024,0.22527792927967644,0.4339622641509434,1202
JM_2016,SL_2021,0.22443603970365214,0.38571428571428573,326
LL_2025,YY_2023,0.2238541666666667,0.234375,2
LZ_2025,ZH_2023,0.22382161059511735,0.32142857142857145,187
KL_2010,NC_2024,0.22307975361319587,0.45454545454545453,540
BL_2024,LL_2012,0.22287978517078946,0.35294117647058826,378
LL_2012,SL_2020,0.2228373713452655,0.42028985507246375,49
LX_2024_3,ZC_2023,0.22280804951599328,0.4,174
AA_2008,LX_2024,0.22234189148540887,0.3709677419354839,2146
KS_2024,LL_2025,0.22145366710584102,0.25,3
JM_2016,KL_2010,0.2210083149855504,0.4528301886792453,190
SW_2024,ZC_2023,0.22083012407801683,0.32941176470588235,124
KW_2014,LL_2012,0.22064227442861473,0.36923076923076925,715
SL_2021,YX_2024,0.2203049332471103,0.3787878787878788,6842
LL_2012,LM_2019,0.2202468029541184,0.3684210526315789,541
YX_2023,ZH_2023,0.21995009030857388,0.3787878787878788,308
KW_2014,LX_2024_3,0.21988558460953822,0.7297297297297297,1525
LL_2012,NC_2024,0.21968051146637296,0.35294117647058826,191
KW_2014,LL_2025,0.21933175490058585,0.25,19
LL_2025,YX_2024,0.21900211787699073,0.2894736842105263,38
LL_2025,SX_2025,0.2190002287805994,0.26595744680851063,2
BroadPharm_2024,SL_2020,0.2189200347808312,0.34375,99
LL_2025,ZL_2022,0.21875,0.21875,1
SL_2020,SX_2025,0.21824754132051646,0.3522727272727273,52
LX_2024_3,SP_2020,0.2180636644680465,0.288135593220339,63
LM_2019,NC_2024,0.21804096246108554,0.4262295081967213,1510
JC_2023,LL_2025,0.217915605923736,0.24242424242424243,4
LX_2024,SX_2025,0.21745299968668008,0.3142857142857143,568
AP_2025,LM_2019,0.21741225914085888,0.35714285714285715,496
YY_2023,ZH_2023,0.21729805425578128,0.2982456140350877,192
BroadPharm_2024,LM_2019,0.21729060553177146,0.42105263157894735,1097
JW_2024,SW_2024,0.21703569829564823,0.37681159420289856,1456
LL_2012,LR_2023,0.21698498343172454,0.30864197530864196,257
LM_2019,YX_2024,0.2168132139681146,0.4189189189189189,11074
LL_2012,ZL_2022,0.21649226818471518,0.3220338983050847,51
JL_2024,YX_2024,0.21645181676464548,0.5072463768115942,6162
KZ_2016,XH_2024,0.2162992928336258,0.3728813559322034,600
LX_2024,RG_2023,0.2161109589316337,0.3026315789473684,1364
KZ_2016,SY_2025,0.2158635544244807,0.3176470588235294,125
LL_2012,SX_2025,0.21568709899882815,0.26666666666666666,74
LR_2023,SW_2024,0.21543770190466757,0.3333333333333333,389
JL_2024,LX_2024_2,0.2150561390059492,0.4262295081967213,636
LL_2012,LX_2024_2,0.21503291733935873,0.3188405797101449,144
NC_2024,ZH_2023,0.21501551482519732,0.3870967741935484,520
JC_2023,KZ_2016,0.2149697289702088,0.3835616438356164,2125
KZ_2016,XH_2025,0.21472161258438083,0.4838709677419355,3600
JL_2024,YX_2023,0.21426977887506096,0.43103448275862066,497
JM_2016,LL_2025,0.21425567703952902,0.25609756097560976,2
LX_2024_3,YZ_2022,0.21408925090758468,0.288135593220339,1339
LX_2024_3,YZ_2024,0.2138930220248973,0.288135593220339,1276
LL_2012,LX_2024_3,0.213501481372037,0.35,146
JW_2024,LX_2024,0.21339819956931225,0.38461538461538464,7384
AP_2025,SL_2021,0.21337498213545572,0.3194444444444444,308
SW_2024,SX_2025,0.21330628876773663,0.2857142857142857,112
JW_2024,LL_2012,0.21327862114168988,0.3442622950819672,962
NC_2024,SL_2021,0.21325572100946097,0.45098039215686275,932
BroadPharm_2024,SL_2021,0.2131618789676559,0.4,679
BL_2024,SW_2024,0.2129111868721565,0.36585365853658536,572
KW_2014,ZH_2023,0.21285932690760634,0.3466666666666667,1949
KL_2010,LR_2023,0.2127985285993886,0.3382352941176471,730
SW_2024,ZH_2023,0.21233640907188395,0.2911392405063291,283
LR_2023,LX_2024,0.21225004105832923,0.35,1974
LM_2019,LX_2024_2,0.2122347640501865,0.375,1142
JC_2023,JL_2024,0.21214146774031525,0.4,692
LX_2024,ZH_2023,0.2120641031014382,0.3375,1434
KZ_2016,LX_2024,0.2119248408271527,0.39344262295081966,7100
LX_2024_3,SB_2024,0.2115650193519046,0.2833333333333333,12
BL_2024,LX_2024,0.21139083920300797,0.3372093023255814,2896
SB_2024,SW_2024,0.21093495766801798,0.25925925925925924,9
JM_2016,LM_2019,0.20978738047918616,0.32432432432432434,526
JM_2016,SL_2020,0.209779110733693,0.3246753246753247,48
LX_2024,XH_2024,0.2091935670297973,0.3275862068965517,340
SL_2020,YX_2024,0.2090588107404746,0.33783783783783783,984
SL_2021,XH_2024,0.20836332446603953,0.38636363636363635,217
JL_2024,KZ_2016,0.20810378163213136,0.4153846153846154,4075
XH_2025,ZH_2023,0.20765186591730347,0.40963855421686746,727
JL_2024,LX_2024_3,0.2076465829103883,0.4,644
JM_2016,XH_2025,0.2072366604102113,0.45588235294117646,260
LX_2024_3,SX_2025,0.20715397189844065,0.30120481927710846,158
LM_2019,YX_2023,0.2067304013161169,0.3793103448275862,894
LX_2024_3,SW_2024,0.20668374655635638,0.35294117647058826,221
KZ_2016,SW_2024,0.20656886465803204,0.3783783783783784,1400
ZC_2023,ZH_2023,0.20634553171756312,0.40625,222
SW_2024,ZL_2022,0.20616833251994748,0.3283582089552239,77
JW_2024,KL_2010,0.20581490198783606,0.8108108108108109,2730
JL_2024,SW_2024,0.2056930292590458,0.32098765432098764,457
JL_2024,JM_2016,0.20561197049885072,0.3333333333333333,294
LR_2023,LX_2024_3,0.20555328305784332,0.42424242424242425,549
SS_2018,SW_2024,0.2053473099591039,0.25925925925925924,9
LL_2012,SS_2018,0.20522985391406445,0.25,6
JW_2024,LM_2019,0.20510251663979928,0.5454545454545454,7618
JW_2024,LX_2024_3,0.20506911127879873,0.46808510638297873,2054
JC_2023,LX_2024_3,0.20478169533295607,0.3709677419354839,336
SY_2025,XH_2024,0.20345992822966505,0.2727272727272727,5
LM_2019,SX_2025,0.20311346525270038,0.34375,586
LR_2023,SL_2021,0.20309086373929186,0.37681159420289856,1258
LL_2012,XH_2025,0.20250427811136246,0.3235294117647059,267
SL_2020,YX_2023,0.20196333742602848,0.3582089552238806,79
LL_2025,XH_2025,0.20151743085646134,0.3150684931506849,7
BL_2024,SL_2021,0.2014437332223341,0.3076923076923077,1846
JM_2016,LX_2024,0.20113350666338384,0.29333333333333333,512
JL_2024,SL_2021,0.2008029751010512,0.3148148148148148,1475
LX_2024,SS_2018,0.20030895283880418,0.35,42
KL_2010,SW_2024,0.20002349939391897,0.39655172413793105,295
AA_2008,LL_2025,0.19943514221999903,0.23529411764705882,8
LX_2024_2,ZH_2023,0.1993819648996146,0.3611111111111111,394
KZ_2016,LX_2024_3,0.19887471685796396,0.4909090909090909,1975
KL_2010,YR_2024,0.19883397651969267,0.40350877192982454,430
LM_2019,LR_2023,0.19879918542574807,0.3717948717948718,2036
LX_2024_3,ZL_2022,0.19860810429109707,0.4888888888888889,107
JW_2024,SL_2021,0.19776032643392077,0.37681159420289856,4706
LX_2024_3,YX_2023,0.19724833999338062,0.35185185185185186,241
KL_2010,YY_2023,0.1972469891669545,0.37209302325581395,200
SL_2021,ZC_2023,0.1969078366358287,0.390625,398
LX_2024_2,SW_2024,0.19678767547911907,0.2911392405063291,218
BL_2024,LX_2024_3,0.1966119812088363,0.42857142857142855,806
SL_2021,SW_2024,0.19625702632705164,0.3472222222222222,507
LM_2019,LX_2024,0.19602232682376527,0.3492063492063492,4162
AP_2025,JL_2024,0.19500979485828082,0.36363636363636365,278
JL_2024,LL_2012,0.1948379273277201,0.26153846153846155,302
SP_2020,SW_2024,0.19467548382989566,0.225,44
BL_2024,KL_2010,0.19456180891195776,0.32142857142857145,1070
AA_2008,KL_2010,0.19408218388031045,0.4418604651162791,795
LX_2024_3,YX_2024,0.19388039898007445,0.41379310344827586,2986
JL_2024,XH_2025,0.19346584502157937,0.38461538461538464,1173
KL_2010,KS_2024,0.19313496649473336,0.3333333333333333,290
LM_2019,XH_2025,0.1931149831496631,0.3620689655172414,2111
JC_2023,KL_2010,0.19306652208407363,0.37209302325581395,445
JL_2024,SL_2020,0.19263703285689623,0.4057971014492754,211
BL_2023,SW_2024,0.19244893411448497,0.32954545454545453,648
LX_2024_2,LX_2024_3,0.19244505450325175,0.3793103448275862,308
LX_2024_3,SS_2018,0.19223974532314314,0.2833333333333333,12
SW_2024,YZ_2022,0.19219436515971566,0.225,949
SW_2024,YZ_2024,0.1920737361856959,0.225,905
LL_2025,YX_2023,0.191725972685725,0.23529411764705882,3
BL_2023,LL_2012,0.19130565911799893,0.325,428
LM_2019,ZC_2023,0.1911505268514544,0.3548387096774194,646
KL_2010,ZH_2023,0.19100496573653875,0.34,530
BL_2023,LX_2024,0.1909896871264193,0.30864197530864196,3296
LL_2025,ZC_2023,0.19072440523924084,0.19540229885057472,2
KL_2010,YX_2023,0.19018034768886688,0.3333333333333333,320
SW_2024,SY_2025,0.18961885927601171,0.25274725274725274,15
JC_2023,SL_2020,0.18913475420622752,0.2894736842105263,109
BL_2023,KL_2010,0.18886212719164536,0.3424657534246575,1220
LL_2012,SW_2024,0.18789488679610042,0.2625,103
JL_2024,LM_2019,0.1876123054255943,0.3787878787878788,2389
LM_2019,SW_2024,0.18735191289412279,0.28205128205128205,819
LX_2024_3,ZH_2023,0.18694737737485873,0.30303030303030304,399
LL_2025,SL_2020,0.18666666666666668,0.18666666666666668,1
BL_2023,SL_2021,0.1866191457023387,0.37142857142857144,2100
SL_2021,ZH_2023,0.18638771380233807,0.288135593220339,914
KL_2010,LX_2024_2,0.1863004125398081,0.36923076923076925,410
KL_2010,SX_2025,0.18556052840405984,0.2982456140350877,210
JL_2024,XH_2024_2,0.1844969759548221,0.4230769230769231,310
BL_2023,LX_2024_3,0.18324454809619026,0.417910447761194,916
SL_2021,SP_2020,0.1831425190354564,0.2807017543859649,145
SL_2021,YZ_2022,0.18233941322269234,0.2807017543859649,3068
SW_2024,XH_2025,0.18232446071185576,0.3150684931506849,404
SL_2021,YZ_2024,0.18229957389910334,0.2807017543859649,2923
SL_2021,SX_2025,0.18190702946523754,0.3287671232876712,362
KZ_2016,ZH_2023,0.18181247705308562,0.3698630136986301,2525
KL_2010,KW_2014,0.18139753605303505,0.4146341463414634,2025
SL_2020,XH_2025,0.18078124757926362,0.4,186
KL_2010,LL_2012,0.18077261149345278,0.3333333333333333,195
AP_2025,LL_2025,0.18065520509002303,0.1927710843373494,2
LX_2024_2,SL_2021,0.18038204391464388,0.41379310344827586,706
LX_2024_3,XH_2025,0.1802370888591843,0.3448275862068966,569
BL_2023,LM_2019,0.18022602270873136,0.3670886075949367,3396
LX_2024,SL_2021,0.1798253293721709,0.36065573770491804,2570
LL_2025,LX_2024_2,0.1798009123590519,0.22972972972972974,4
SL_2020,ZH_2023,0.179699966040641,0.28205128205128205,131
LM_2019,SL_2021,0.17955469842701668,0.2923076923076923,2652
SW_2024,YX_2023,0.17845798507745209,0.25,171
KZ_2016,LM_2019,0.17842082956407182,0.359375,7325
KL_2010,ZC_2023,0.17660477288664,0.3,230
SL_2021,XH_2025,0.1763819180466578,0.37037037037037035,1303
SL_2021,SY_2025,0.17636042839691105,0.22666666666666666,45
LL_2012,LL_2025,0.1762749445676275,0.18181818181818182,2
LL_2012,SL_2021,0.17601310956783908,0.27941176470588236,335
SL_2021,YX_2023,0.17591915536773683,0.2962962962962963,552
JL_2024,SY_2025,0.17585527449479738,0.3116883116883117,40
SL_2020,SW_2024,0.17432707260896946,0.2716049382716049,74
KL_2010,YX_2024,0.17416160135509567,0.3076923076923077,3970
LX_2024,SL_2020,0.17276588776249954,0.3333333333333333,368
KL_2010,ZL_2022,0.17197949084926678,0.35135135135135137,140
LX_2024_3,SL_2020,0.17161811894277693,0.3548387096774194,103
KZ_2016,SL_2021,0.17113974751399008,0.4098360655737705,4525
LL_2025,LX_2024,0.17078438667442547,0.20833333333333334,14
LX_2024_3,SL_2021,0.17073091897944004,0.3050847457627119,715
SL_2020,XH_2024,0.17053533989693903,0.2222222222222222,30
AP_2025,KL_2010,0.17014189172016425,0.2777777777777778,180
RG_2023,SL_2021,0.16950027655837296,0.3283582089552239,869
LX_2024_3,SY_2025,0.16869629672285996,0.22666666666666666,20
LL_2025,SL_2021,0.168366323398836,0.2,9
SP_2020,XH_2024_2,0.16769111535350506,0.3835616438356164,30
LM_2019,RG_2023,0.16568187249835936,0.32098765432098764,1405
LM_2019,LX_2024_3,0.1650189207198587,0.3584905660377358,1157
LX_2024,LX_2024_3,0.16396098024594763,0.3389830508474576,1122
KW_2014,XH_2024_2,0.16353403442759293,0.375,734
JL_2024,LX_2024,0.1625349337013469,0.3064516129032258,2314
KL_2010,XH_2025,0.16222195728116043,0.3275862068965517,755
SL_2020,SY_2025,0.16219872079997977,0.1875,5
XH_2024_2,YY_2023,0.16168802997019766,0.36764705882352944,72
KL_2010,SY_2025,0.16139087014370923,0.23376623376623376,25
LL_2025,LM_2019,0.16012768321255547,0.2465753424657534,15
KZ_2016,LL_2025,0.15920526104577923,0.2236842105263158,25
SW_2024,XH_2024_2,0.15568379699494575,0.23232323232323232,106
LZ_2025,XH_2024_2,0.15535596655464073,0.3013698630136986,70
KL_2010,SL_2020,0.15491512297032145,0.296875,135
XH_2024_2,YZ_2022,0.15415411702567416,0.3835616438356164,644
XH_2024_2,YZ_2024,0.15349270016926547,0.3835616438356164,614
KL_2010,KZ_2016,0.1533952459290963,0.3125,2625
KS_2024,XH_2024_2,0.15319667970298412,0.3484848484848485,104
KL_2010,SL_2021,0.1525504047751919,0.3584905660377358,950
NC_2024,XH_2024_2,0.1517155844606538,0.37142857142857144,196
