fold,accuracy,kappa,log_loss,macro_f1,weighted_f1,macro_precision,macro_recall,n_vals,note
0,1.0,1.0,0.032749258004023334,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,53,
1,1.0,1.0,0.0355078244138812,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,55,
2,1.0,1.0,0.158767740439566,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,56,
3,1.0,1.0,0.03651175464816383,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,56,
4,1.0,1.0,0.0320949194758196,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,56,
