fold,accuracy,kappa,macro_f1,weighted_f1,macro_precision,macro_recall,roc_auc_macro,roc_auc_weighted,pr_auc_macro,pr_auc_weighted,log_loss,total_samples
0,0.9118303571428571,0.6827892177731968,0.8124906718864101,0.9223454660439205,0.7402107116465094,0.9393172228615266,0.9791888207862586,0.9761320073034409,0.8769474195797047,0.9684938259755258,0.2558864501894891,896
1,0.904550499445061,0.6598029573952443,0.7801723029445803,0.9162836277285569,0.7021790587580061,0.9248441286177135,0.9793967072685884,0.9760964830610835,0.8895424050074169,0.969937466074762,0.2753091795120045,901
2,0.9078801331853497,0.6632670521064101,0.8092715001729825,0.9191816590345072,0.7444597490052036,0.9259162129010449,0.9799235260700471,0.9760739402844752,0.8843157344371887,0.971023240530934,0.25774438114583176,901
3,0.9101995565410199,0.6695044058841624,0.8276840094932233,0.921728442534858,0.7683742727860375,0.9344193817878028,0.9736660121833977,0.9702192742342035,0.859344571099078,0.9647478476689293,0.28073989043427816,902
4,0.9101995565410199,0.6751760563380282,0.8120432861782532,0.9213817678794393,0.741206261510129,0.938348852054855,0.9807020526537923,0.9782461627146959,0.8767653817792275,0.9684739743598276,0.25066871778609773,902
