fold,metric,mean,sqrt_n_mean,n_weighted_mean,n_exp
4,ndcg@3_rand,0.15914,0.12387,0.10877,2.0
4,ndcg@5,0.41405,0.32746,0.29041,2.0
4,ndcg@5_rand,0.15914,0.12351,0.10826,2.0
4,ndcg@10,0.33031,0.25314,0.22012,2.0
4,ndcg@10_rand,0.16833,0.12741,0.10991,2.0
4,hit_rate@3,0.16667,0.06118,0.01603,2.0
4,hit_rate@3_rand,0.04433,0.02028,0.00999,2.0
4,hit_rate@5,0.1,0.03671,0.00962,2.0
4,hit_rate@5_rand,0.0444,0.02035,0.01006,2.0
4,hit_rate@10,0.05,0.01835,0.00481,2.0
4,hit_rate@10_rand,0.0441,0.01998,0.00967,2.0
4,spearman,0.3835,0.37388,0.36976,2.0
4,pearson,0.40608,0.39085,0.38433,2.0
4,pairwise_acc,0.64963,0.63369,0.62686,2.0
,,,,,
avg,ndcg@k_e,0.34298,0.34578,0.35317,11.0
avg,ndcg@k_e_rand,0.17732,0.17163,0.16832,11.0
avg,ndcg_full,0.75628,0.76077,0.76492,11.0
avg,ndcg_full_rand,0.67938,0.68362,0.68515,11.0
avg,ndcg@3,0.33907,0.33615,0.34395,11.0
avg,ndcg@3_rand,0.12239,0.11426,0.11027,11.0
avg,ndcg@5,0.3204,0.32003,0.32878,11.0
avg,ndcg@5_rand,0.12283,0.11467,0.1107,11.0
avg,ndcg@10,0.29504,0.29412,0.30153,11.0
avg,ndcg@10_rand,0.12744,0.11782,0.11311,11.0
avg,hit_rate@3,0.15,0.14542,0.15173,11.0
avg,hit_rate@3_rand,0.02708,0.02297,0.02149,11.0
avg,hit_rate@5,0.14,0.14267,0.15181,11.0
avg,hit_rate@5_rand,0.02746,0.02338,0.02195,11.0
avg,hit_rate@10,0.1,0.10808,0.11856,11.0
avg,hit_rate@10_rand,0.02766,0.02359,0.02217,11.0
avg,spearman,0.24638,0.24107,0.23903,11.0
avg,pearson,0.27936,0.27922,0.28229,11.0
avg,pairwise_acc,0.59656,0.5933,0.59239,11.0
avg,gw_pair_acc,0.66311,,,5.0
avg,ef@3,6.18379,,,11.0
avg,ef@5,5.78035,,,11.0
avg,ef@10,4.14186,,,11.0
