fold,accuracy,kappa,log_loss,macro_f1,weighted_f1,macro_precision,macro_recall,n_vals,note
0,0.9166666666666666,0.75,0.48559340608965984,0.5824561403508772,0.9228070175438595,0.5555555555555555,0.6333333333333333,12,
1,0.875,0.698744769874477,0.6525562550608718,0.6077922077922078,0.8751082251082251,0.5915032679738562,0.6296296296296297,24,
2,0.8333333333333334,0.5752212389380531,0.6518906484082886,0.562962962962963,0.8333333333333334,0.562962962962963,0.562962962962963,24,
3,0.8125,0.4725274725274725,0.7207049204447946,0.5155555555555555,0.785,0.5042735042735043,0.5277777777777778,16,
4,0.9,0.7701149425287356,0.6528395618801616,0.6125541125541125,0.8772727272727273,0.5873015873015873,0.6428571428571429,20,
