feature,mean_gain
chemberta_256,281.24242248535154
mgk_1,268.2346923828125
chemberta_161,239.049267578125
chemberta_124,218.710595703125
mgk_40,216.51295852661133
chemberta_160,200.3317398071289
LogP,199.30447082519532
chemberta_288,188.0344009399414
Model_type_HepG2,181.83338012695313
mgk_12,176.54748611450196
mgk_24,175.17695083618165
chemberta_371,174.28872146606446
num_unsaturated_cc_bonds,165.0312744140625
chemberta_178,163.80382080078124
Dose_ug_nucleicacid,159.93482360839843
chemberta_229,159.74669036865234
Nitrogen.Count,159.10710639953612
chemberta_162,150.92843627929688
chemberta_190,146.78511962890624
PEG_molratio,143.80066528320313
chemberta_116,129.0268753051758
chemberta_150,127.72653656005859
mgk_22,126.66008224487305
mgk_19,125.53146018981934
chemberta_304,124.80026473999024
chemberta_39,124.78026885986328
Heavy.Atoms,122.23467483520508
chemberta_254,122.16608276367188
Model_type_A549,121.96348419189454
chemberta_120,120.555029296875
mgk_41,120.33927001953126
chemberta_248,112.6525894165039
mgk_39,112.04422302246094
chemberta_266,111.10881462097169
mgk_35,110.16405715942383
chemberta_189,109.13732833862305
mgk_36,108.19374904632568
Topological.Polar.Surface.Area,107.86741180419922
mgk_37,107.21397972106934
mgk_16,104.39537734985352
mgk_54,103.47066726684571
chemberta_123,102.92061462402344
chemberta_222,101.23022232055663
chemberta_347,100.0591365814209
chemberta_231,99.55941238403321
mgk_38,97.28875389099122
mgk_57,96.79535675048828
chemberta_176,95.06013717651368
chemberta_103,94.52936019897462
chemberta_334,90.47513961791992
mgk_11,90.12159461975098
mgk_61,89.96391258239746
mgk_10,89.39279632568359
mgk_4,89.38667907714844
chemberta_140,89.19303359985352
chemberta_66,88.98463592529296
chemberta_207,88.47525482177734
Model_type_HeLa,87.52320556640625
chemberta_58,87.50383377075195
chemberta_72,85.36107635498047
chemberta_286,84.78111572265625
chemberta_382,84.63767318725586
mgk_43,84.07268753051758
chemberta_354,81.13255767822265
chemberta_196,81.12872047424317
mgk_30,81.06357002258301
Model_type_BeWo_b30,80.92867679595948
chemberta_306,80.79414215087891
chemberta_272,80.56928901672363
mgk_29,80.55513916015624
chemberta_290,80.00047302246094
chemberta_144,79.83241424560546
chemberta_225,79.69445571899413
mgk_27,78.9772735595703
chemberta_89,77.9773178100586
chemberta_186,77.07851524353028
chemberta_202,76.96622695922852
chemberta_18,76.39361114501953
chemberta_215,76.37856903076172
Num_carbon_in_tail,76.04489097595214
chemberta_132,76.02163543701172
mgk_6,75.71821937561035
mgk_17,74.5504051208496
chemberta_372,74.36596221923828
chemberta_328,74.0239860534668
chemberta_230,74.00207710266113
chemberta_339,73.897700881958
CHL_molratio,73.81513214111328
chemberta_46,73.48417739868164
chemberta_366,73.2197868347168
chemberta_26,72.74240036010742
chemberta_320,72.30773849487305
chemberta_92,72.0475513458252
chemberta_137,72.01747360229493
chemberta_319,72.00014572143554
chemberta_249,71.72245025634766
mgk_15,71.45563659667968
chemberta_219,71.2015495300293
chemberta_14,71.1239616394043
chemberta_305,71.01351013183594
chemberta_329,70.82092819213867
chemberta_318,70.52610816955567
chemberta_316,70.34691276550294
mgk_34,70.07255058288574
mgk_44,69.60933990478516
mgk_56,68.83900527954101
chemberta_277,68.708447265625
mgk_60,68.55927639007568
chemberta_121,68.12919616699219
chemberta_330,67.74518051147462
chemberta_342,67.53676109313965
chemberta_12,66.78136940002442
chemberta_356,66.66985130310059
chemberta_106,66.59308052062988
chemberta_30,66.3752944946289
mgk_7,66.2957820892334
chemberta_67,66.11561508178711
mgk_59,65.9955924987793
chemberta_323,65.87754745483399
mgk_8,65.68507461547851
chemberta_60,65.33547515869141
chemberta_293,65.11724662780762
chemberta_192,65.09210052490235
mgk_62,65.03377380371094
mgk_58,65.03194961547851
chemberta_179,64.84115753173828
chemberta_268,64.79186325073242
chemberta_45,64.54541473388672
mgk_20,64.3956428527832
mgk_53,63.40823135375977
chemberta_53,63.3719596862793
mgk_21,63.01264572143555
chemberta_165,62.444461059570315
mgk_13,62.356315994262694
mgk_49,62.07063465118408
mgk_9,61.920261764526366
chemberta_336,61.73466453552246
mgk_31,61.70998649597168
chemberta_62,61.26463356018066
chemberta_208,61.08363227844238
mgk_47,60.92602195739746
mgk_3,60.68570823669434
chemberta_237,60.07038955688476
chemberta_350,60.01725273132324
mgk_63,59.88949127197266
chemberta_143,59.410438537597656
chemberta_50,59.1123649597168
chemberta_377,59.005744552612306
mgk_52,58.72640876770019
chemberta_374,58.59172134399414
chemberta_351,58.40843276977539
chemberta_211,58.02698669433594
chemberta_65,57.699153900146484
chemberta_194,57.68999900817871
chemberta_113,57.65104751586914
HL_name_DSPC,57.074212646484376
chemberta_245,56.89797515869141
chemberta_362,56.82979774475098
van.der.Waals.Molecular.Volume,56.67358627319336
chemberta_297,55.79461441040039
chemberta_114,55.63282775878906
mgk_23,55.59389762878418
mgk_26,55.52478942871094
mgk_33,55.29437446594238
mgk_28,55.29225234985351
mgk_18,55.28813247680664
chemberta_195,55.26794319152832
chemberta_181,55.04580841064453
chemberta_241,54.916653060913085
chemberta_335,54.8944808959961
chemberta_177,54.88880157470703
mgk_2,54.83430824279785
chemberta_122,54.60290298461914
chemberta_326,54.11112899780274
mgk_55,53.89607925415039
chemberta_74,53.88793258666992
chemberta_307,53.44008827209473
chemberta_180,52.95272598266602
chemberta_183,52.944779586791995
chemberta_363,52.92268447875976
chemberta_226,52.47228736877442
chemberta_199,52.387979888916014
chemberta_83,52.119509887695315
chemberta_349,51.95174865722656
chemberta_284,51.93473472595215
chemberta_145,51.855437469482425
chemberta_148,51.2220703125
chemberta_227,51.00489540100098
chemberta_259,50.8921630859375
chemberta_191,50.54325942993164
chemberta_345,50.34651336669922
chemberta_158,50.32201461791992
chemberta_102,50.264327430725096
chemberta_367,50.22595634460449
chemberta_265,50.14417762756348
mgk_25,50.105377197265625
mgk_51,49.63566589355469
chemberta_104,49.62216987609863
mgk_32,49.54383659362793
chemberta_221,49.470231246948245
chemberta_187,49.45363883972168
chemberta_279,49.40494956970215
chemberta_184,49.09865188598633
chemberta_79,49.097320556640625
chemberta_127,49.05979690551758
mgk_46,49.020408630371094
chemberta_217,48.82292251586914
chemberta_239,48.68363952636719
chemberta_262,48.5067741394043
chemberta_91,48.492818450927736
chemberta_264,48.44635696411133
chemberta_174,48.43540992736816
Hydrogen.Bond.Donors,48.432731246948244
chemberta_70,48.33198165893555
chemberta_381,48.17369346618652
chemberta_220,48.037649917602536
chemberta_77,47.94884414672852
chemberta_337,47.92466316223145
chemberta_344,47.66785736083985
chemberta_75,47.64140090942383
Rotatable.Bonds,47.61193962097168
chemberta_348,47.61098442077637
chemberta_376,47.42988739013672
chemberta_278,47.12788734436035
chemberta_292,47.10167236328125
chemberta_280,46.90673599243164
Molar.Refractivity,46.67361755371094
chemberta_167,46.527879333496095
mgk_0,46.27977066040039
chemberta_271,46.214717864990234
chemberta_281,46.08191356658936
chemberta_115,46.0111946105957
chemberta_359,46.00895805358887
chemberta_182,45.93313484191894
mgk_5,45.728567123413086
