fold,pearson,pearson_p_val,spearman,mse,mae,n_vals
0,0.980721,1e-06,0.972649,0.000684,0.02075,10.0
1,0.986072,1e-06,0.995825,0.000586,0.018773,9.0
2,,,,,,1.0
3,0.98854,0.0,0.984807,0.000473,0.017217,10.0
4,0.982606,0.0,0.984807,0.000637,0.019802,10.0
Mean,0.984485,0.0,0.984522,0.000595,0.019136,8.0
