fold,pearson,pearson_p_val,spearman,mse,mae,n_vals
0,0.494008,0.010317,0.462801,0.000678,0.023897,26.0
1,0.5007,0.007812,0.564361,0.000624,0.022893,27.0
2,0.89278,0.297503,0.5,7.1e-05,0.006956,3.0
3,0.577485,0.001292,0.656537,0.00055,0.021378,28.0
4,0.533861,0.003434,0.543737,0.000641,0.023394,28.0
Mean,0.599767,0.064072,0.545487,0.000513,0.019704,22.4
