fold,accuracy,kappa,log_loss,macro_f1,weighted_f1,macro_precision,macro_recall,n_vals,note
0,1.0,1.0,0.006679367033413178,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,58,
1,1.0,1.0,0.006419670843151064,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,64,
2,1.0,1.0,0.00710690023064075,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,61,
3,1.0,1.0,0.006265107025964557,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,66,
4,1.0,1.0,0.007185646601333257,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,67,
