model,condition,n_folds,pooled_pearson,pooled_spearman,pooled_r2,mean_fold_pearson,mean_fold_spearman,weighted_fold_pearson,weighted_fold_spearman,mean_fold_r2
ridge,tabular_only,7,0.26333685420610287,0.421810985877467,-0.14596388154709095,-0.004158693630985735,0.01124923895547218,0.04169710495638862,0.10217427123512503,-13.548547345070554
ridge,tabular_morgan_rdkit,7,0.05286513935578292,0.2547283855023688,-4.0401140906473614e+58,0.10970858403219338,0.09930965813861739,0.13369034567657095,0.12593957691619048,-1.6933172690783514e+59
ridge,tabular_morgan_rdkit_exp_zeroed,7,0.05286513935578292,0.24946439190331207,-4.141539876041321e+58,0.10718190559151272,0.09701714161779207,0.13166052413852017,0.1245800351712053,-1.735827463118418e+59
