epoch,step,train_loss_epoch,train_loss_step,val/mse,val_loss
0,1,,,0.252401739358902,0.252401739358902
0,1,0.28061482310295105,,,
1,3,,,0.08229544758796692,0.08229544758796692
1,3,0.1887526512145996,,,
2,5,,,0.0976380705833435,0.09763806313276291
2,5,0.1658676713705063,,,
3,7,,,0.0951715037226677,0.09517151117324829
3,7,0.06584012508392334,,,
4,9,,,0.12407265603542328,0.12407267093658447
4,9,0.08233767002820969,,,
5,11,,,0.11136241257190704,0.11136241257190704
5,11,0.09875566512346268,,,
6,13,,,0.08319257199764252,0.08319257199764252
6,13,0.08370091021060944,,,
7,15,,,0.06378193944692612,0.06378193199634552
7,15,0.05626900866627693,,,
8,17,,,0.06802907586097717,0.06802908331155777
8,17,0.04920050874352455,,,
9,19,,,0.06939230114221573,0.06939229369163513
9,19,0.05665787309408188,,,
10,21,,,0.06539064645767212,0.06539064645767212
10,21,0.05468026176095009,,,
11,23,,,0.0671079009771347,0.06710789352655411
11,23,0.04790553078055382,,,
12,25,,,0.06776411831378937,0.06776411831378937
12,25,0.049235351383686066,,,
13,27,,,0.06491532176733017,0.06491532176733017
13,27,0.04918036609888077,,,
14,29,,,0.0612933523952961,0.0612933449447155
14,29,0.047360025346279144,,,
15,31,,,0.058990560472011566,0.058990560472011566
15,31,0.046985261142253876,,,
16,33,,,0.05842552334070206,0.05842552334070206
16,33,0.04644789919257164,,,
17,35,,,0.06052388995885849,0.06052388623356819
17,35,0.045710016041994095,,,
18,37,,,0.06256235390901566,0.06256235390901566
18,37,0.04611286148428917,,,
19,39,,,0.06182503700256348,0.06182503700256348
19,39,0.045033812522888184,,,
20,41,,,0.05960359051823616,0.05960359051823616
20,41,0.045612625777721405,,,
21,43,,,0.058296870440244675,0.058296870440244675
21,43,0.04443402215838432,,,
22,45,,,0.05781898647546768,0.05781898647546768
22,45,0.0464647151529789,,,
23,47,,,0.05708801746368408,0.05708801746368408
23,47,0.04467106610536575,,,
24,49,,0.03831227496266365,,
24,49,,,0.05738323926925659,0.05738323926925659
24,49,0.04608188197016716,,,
25,51,,,0.05789260193705559,0.05789260193705559
25,51,0.04372518137097359,,,
26,53,,,0.058475010097026825,0.058475010097026825
26,53,0.04393395036458969,,,
27,55,,,0.05777081847190857,0.05777081847190857
27,55,0.04383636265993118,,,
28,57,,,0.056657660752534866,0.056657660752534866
28,57,0.04345414415001869,,,
29,59,,,0.05543704703450203,0.05543703958392143
29,59,0.04484618455171585,,,
30,61,,,0.055280644446611404,0.055280644446611404
30,61,0.04421710968017578,,,
31,63,,,0.05609540268778801,0.05609540268778801
