fold,pearson,r^2,pearson_p_val,spearman,kendall,rmse,n_vals,note
0,0.6225098982565598,0.38751857342739243,1.094237230911671e-07,0.5467580722322333,0.4143399619931949,0.024793062577878854,60,
1,0.19405476888560336,0.037657253327244934,0.00904785601260265,0.2120609702990372,0.18473492628062496,0.03665547076333369,180,
2,0.44272294752686564,0.19600360826687582,1.4046915340083337e-08,0.4350039609729799,0.31870650424547226,0.022801850182048364,150,
3,0.48781302820866235,0.2379615504901052,2.428193528430991e-10,0.42713526808019203,0.3116013863934313,0.023353085897471766,150,
4,0.5695735762342888,0.3244140587443172,7.198723209454431e-17,0.502820306816334,0.3684365269943005,0.021877256836492172,180,
