Lipid_name,Num_tails,MolWt,Num_carbon_in_tail,num_unsaturated_cc_bonds,num_protonatable_nitrogens
2H1-SC10,2,846.335,10,0,1
2H6-SC10,2,986.605,10,0,1
1A1-SC11,1,472.736,11,0,2
1A2-SC11,1,529.832,11,0,3
1A3-SC11,1,502.762,11,0,2
1A4-SC11,1,474.752,11,0,2
1A5-SC11,1,488.779,11,0,2
2A1-SC11,2,873.361,11,0,2
2A3-SC11,2,873.361,11,0,2
2A5-SC11,2,859.334,11,0,2
2A7-SC11,2,875.333,11,0,2
2A8-SC11,2,870.317,11,0,1
2A9-SC11,2,833.296,11,0,2
2A10-SC11,2,861.35,11,0,2
2A11-SC11,2,918.446,11,0,3
2A12-SC11,2,877.349,11,0,2
3A4-SC11,3,1235.893,11,0,2
4A2-SC11,4,1626.482,11,0,2
1H1-SC11,1,571.953,11,0,1
1H3-SC11,1,670.142,11,0,1
2H1-SC11,2,874.389,11,0,1
2H2-SC11,2,902.443,11,0,1
2H5-SC11,2,986.605,11,0,1
2H6-SC11,2,1014.659,11,0,1
1A1-SC12,1,486.763,12,0,2
1A3-SC12,1,516.789,12,0,2
1A4-SC12,1,488.779,12,0,2
1A5-SC12,1,502.806,12,0,2
2A1-SC12,2,901.415,12,0,2
2A3-SC12,2,901.415,12,0,2
2A7-SC12,2,903.387,12,0,2
2A8-SC12,2,898.371,12,0,1
2A9-SC12,2,861.35,12,0,2
2A10-SC12,2,889.404,12,0,2
2A11-SC12,2,946.5,12,0,3
2A12-SC12,2,905.403,12,0,2
3A1-SC12,3,1273.986,12,0,2
3A2-SC12,3,1288.013,12,0,2
3A4-SC12,3,1277.974,12,0,2
4A2-SC12,4,1682.59,12,0,2
1H1-SC12,1,585.98,12,0,1
2H5-SC12,2,1014.659,12,0,1
2H6-SC12,2,1042.713,12,0,1
1A1-SC14,1,514.817,14,0,2
1A2-SC14,1,571.913,14,0,3
1A3-SC14,1,544.843,14,0,2
1A4-SC14,1,516.833,14,0,2
1A5-SC14,1,530.86,14,0,2
2A4-SC14,2,951.475,14,0,1
2A7-SC14,2,959.495,14,0,2
2A8-SC14,2,954.479,14,0,1
2A10-SC14,2,945.512,14,0,2
2A11-SC14,2,1002.608,14,0,3
2A12-SC14,2,961.511,14,0,2
3A1-SC14,3,1358.148,14,0,2
3A2-SC14,3,1372.175,14,0,2
3A4-SC14,3,1362.136,14,0,2
4A1-SC14,4,1858.938,14,0,4
4A4-SC14,4,1806.814,14,0,2
5A1-SC14,5,2204.483,14,0,3
5A2-SC14,5,2262.567,14,0,5
5A3-SC14,5,2261.579,14,0,4
5A4-SC14,5,2219.498,14,0,4
6A3-SC14,6,2634.15,14,0,4
1H1-SC14,1,614.034,14,0,1
1H2-SC14,1,656.115,14,0,1
1H3-SC14,1,712.223,14,0,1
2H1-SC14,2,958.551,14,0,1
2H2-SC14,2,986.605,14,0,1
2H5-SC14,2,1070.767,14,0,1
2H6-SC14,2,1098.821,14,0,1
1A1-SC16,1,542.871,16,0,2
1A2-SC16,1,599.967,16,0,3
1A3-SC16,1,572.897,16,0,2
1A4-SC16,1,544.887,16,0,2
1A5-SC16,1,558.914,16,0,2
2A2-SC16,2,1042.673,16,0,3
2A4-SC16,2,1007.583,16,0,1
2A5-SC16,2,999.604,16,0,2
2A6-SC16,2,1013.631,16,0,2
2A7-SC16,2,1015.603,16,0,2
2A8-SC16,2,1010.587,16,0,1
2A10-SC16,2,1001.62,16,0,2
2A12-SC16,2,1017.619,16,0,2
3A1-SC16,3,1442.31,16,0,2
3A2-SC16,3,1456.337,16,0,2
3A3-SC16,3,1487.395,16,0,3
3A4-SC16,3,1446.298,16,0,2
4A1-SC16,4,1971.154,16,0,4
4A3-SC16,4,1916.074,16,0,3
4A4-SC16,4,1919.03,16,0,2
5A1-SC16,5,2344.753,16,0,3
5A2-SC16,5,2402.837,16,0,5
5A3-SC16,5,2401.849,16,0,4
6A1-SC16,6,2845.543,16,0,5
6A3-SC16,6,2802.474,16,0,4
1H1-SC16,1,642.088,16,0,1
1H2-SC16,1,684.169,16,0,1
1H3-SC16,1,740.277,16,0,1
2H1-SC16,2,1014.659,16,0,1
2H3-SC16,2,1070.767,16,0,1
2H5-SC16,2,1126.875,16,0,1
1A1-SC18,1,570.925,18,0,2
1A2-SC18,1,628.021,18,0,3
1A3-SC18,1,600.951,18,0,2
1A4-SC18,1,572.941,18,0,2
1A5-SC18,1,586.968,18,0,2
2A1-SC18,2,1069.739,18,0,2
2A2-SC18,2,1098.781,18,0,3
2A3-SC18,2,1069.739,18,0,2
2A4-SC18,2,1063.691,18,0,1
2A5-SC18,2,1055.712,18,0,2
2A6-SC18,2,1069.739,18,0,2
2A7-SC18,2,1071.711,18,0,2
2A8-SC18,2,1066.695,18,0,1
2A9-SC18,2,1029.674,18,0,2
2A10-SC18,2,1057.728,18,0,2
2A11-SC18,2,1114.824,18,0,3
2A12-SC18,2,1073.727,18,0,2
3A1-SC18,3,1526.472,18,0,2
3A2-SC18,3,1540.499,18,0,2
3A3-SC18,3,1571.557,18,0,3
3A4-SC18,3,1530.46,18,0,2
3A5-SC18,3,1600.599,18,0,4
4A1-SC18,4,2083.37,18,0,4
4A2-SC18,4,2019.238,18,0,2
4A3-SC18,4,2028.29,18,0,3
4A4-SC18,4,2031.246,18,0,2
5A1-SC18,5,2485.023,18,0,3
5A2-SC18,5,2543.107,18,0,5
5A3-SC18,5,2542.119,18,0,4
6A3-SC18,6,2970.798,18,0,4
1H1-SC18,1,670.142,18,0,1
1H2-SC18,1,712.223,18,0,1
1H3-SC18,1,768.331,18,0,1
2H1-SC18,2,1070.767,18,0,1
2H2-SC18,2,1098.821,18,0,1
2H3-SC18,2,1126.875,18,0,1
2H4-SC18,2,1154.929,18,0,1
2H5-SC18,2,1182.983,18,0,1
2H6-SC18,2,1211.037,18,0,1
1A1-SC19,1,422.591,19,0,2
1A2-SC19,1,479.687,19,0,3
1A3-SC19,1,452.617,19,0,2
1A4-SC19,1,424.607,19,0,2
1A5-SC19,1,438.634,19,0,2
2A1-SC19,2,773.071,19,0,2
2A2-SC19,2,802.113,19,0,3
2A3-SC19,2,773.071,19,0,2
2A5-SC19,2,759.044,19,0,2
2A6-SC19,2,773.071,19,0,2
2A7-SC19,2,775.043,19,0,2
2A8-SC19,2,770.027,19,0,1
2A9-SC19,2,733.006,19,0,2
3A1-SC19,3,1081.47,19,0,2
3A2-SC19,3,1095.497,19,0,2
3A3-SC19,3,1126.555,19,0,3
3A4-SC19,3,1085.458,19,0,2
3A5-SC19,3,1155.597,19,0,4
4A1-SC19,4,1490.034,19,0,4
4A4-SC19,4,1437.91,19,0,2
5A2-SC19,5,1801.437,19,0,5
5A3-SC19,5,1800.449,19,0,4
6A1-SC19,6,2123.863,19,0,5
6A2-SC19,6,2122.875,19,0,4
6A3-SC19,6,2080.794,19,0,4
1H1-SC19,1,521.808,19,0,1
1H2-SC19,1,563.889,19,0,1
1H3-SC19,1,619.997,19,0,1
2H1-SC19,2,774.099,19,0,1
2H2-SC19,2,802.153,19,0,1
2H3-SC19,2,830.207,19,0,1
2H4-SC19,2,858.261,19,0,1
1A1-SO1,1,390.502,0,0,2
1A2-SO1,1,447.598,0,0,3
1A3-SO1,1,420.528,0,0,2
1A4-SO1,1,392.518,0,0,2
1A5-SO1,1,406.545,0,0,2
2A1-SO1,2,708.893,0,0,2
2A2-SO1,2,737.935,0,0,3
2A3-SO1,2,708.893,0,0,2
2A4-SO1,2,702.845,0,0,1
2A5-SO1,2,694.866,0,0,2
2A6-SO1,2,708.893,0,0,2
2A7-SO1,2,710.865,0,0,2
2A8-SO1,2,705.849,0,0,1
2A9-SO1,2,668.828,0,0,2
2A10-SO1,2,696.882,0,0,2
2A11-SO1,2,753.978,0,0,3
2A12-SO1,2,712.881,0,0,2
3A1-SO1,3,985.203,0,0,2
3A2-SO1,3,999.23,0,0,2
3A3-SO1,3,1030.288,0,0,3
3A4-SO1,3,989.191,0,0,2
3A5-SO1,3,1059.33,0,0,4
4A1-SO1,4,1361.678,0,0,4
4A2-SO1,4,1297.546,0,0,2
4A3-SO1,4,1306.598,0,0,3
4A4-SO1,4,1309.554,0,0,2
5A1-SO1,5,1582.908,0,0,3
5A2-SO1,5,1640.992,0,0,5
5A3-SO1,5,1640.004,0,0,4
5A4-SO1,5,1597.923,0,0,4
6A1-SO1,6,1931.329,0,0,5
6A2-SO1,6,1930.341,0,0,4
6A3-SO1,6,1888.26,0,0,4
1H1-SO1,1,489.719,0,0,1
1H2-SO1,1,531.8,0,0,1
1H3-SO1,1,587.908,0,0,1
2H1-SO1,2,709.921,0,0,1
2H2-SO1,2,737.975,0,0,1
2H3-SO1,2,766.029,0,0,1
2H4-SO1,2,794.083,0,0,1
2H5-SO1,2,822.137,0,0,1
1A2-SO2,1,489.679,0,0,3
1A4-SO2,1,434.599,0,0,2
1A5-SO2,1,448.626,0,0,2
2A1-SO2,2,793.055,0,0,2
2A2-SO2,2,822.097,0,0,3
2A4-SO2,2,787.007,0,0,1
2A5-SO2,2,779.028,0,0,2
2A6-SO2,2,793.055,0,0,2
2A7-SO2,2,795.027,0,0,2
2A8-SO2,2,790.011,0,0,1
2A9-SO2,2,752.99,0,0,2
2A12-SO2,2,797.043,0,0,2
3A1-SO2,3,1111.446,0,0,2
3A2-SO2,3,1125.473,0,0,2
3A3-SO2,3,1156.531,0,0,3
3A4-SO2,3,1115.434,0,0,2
3A5-SO2,3,1185.573,0,0,4
4A1-SO2,4,1530.002,0,0,4
4A3-SO2,4,1474.922,0,0,3
4A4-SO2,4,1477.878,0,0,2
5A1-SO2,5,1793.313,0,0,3
5A2-SO2,5,1851.397,0,0,5
5A3-SO2,5,1850.409,0,0,4
5A4-SO2,5,1808.328,0,0,4
6A1-SO2,6,2183.815,0,0,5
6A2-SO2,6,2182.827,0,0,4
6A3-SO2,6,2140.746,0,0,4
1H1-SO2,1,531.8,0,0,1
1H2-SO2,1,573.881,0,0,1
1H3-SO2,1,629.989,0,0,1
2H1-SO2,2,794.083,0,0,1
2H2-SO2,2,822.137,0,0,1
2H3-SO2,2,850.191,0,0,1
2H4-SO2,2,878.245,0,0,1
2H5-SO2,2,906.299,0,0,1
1A1-SO3,1,502.718,0,0,2
1A2-SO3,1,559.814,0,0,3
1A3-SO3,1,532.744,0,0,2
1A4-SO3,1,504.734,0,0,2
1A5-SO3,1,518.761,0,0,2
2A1-SO3,2,933.325,0,0,2
2A2-SO3,2,962.367,0,0,3
2A3-SO3,2,933.325,0,0,2
2A4-SO3,2,927.277,0,0,1
2A5-SO3,2,919.298,0,0,2
2A6-SO3,2,933.325,0,0,2
2A8-SO3,2,930.281,0,0,1
2A10-SO3,2,921.314,0,0,2
2A12-SO3,2,937.313,0,0,2
3A1-SO3,3,1321.851,0,0,2
3A2-SO3,3,1335.878,0,0,2
3A3-SO3,3,1366.936,0,0,3
3A4-SO3,3,1325.839,0,0,2
3A5-SO3,3,1395.978,0,0,4
4A1-SO3,4,1810.542,0,0,4
4A3-SO3,4,1755.462,0,0,3
5A4-SO3,5,2159.003,0,0,4
6A1-SO3,6,2604.625,0,0,5
6A2-SO3,6,2603.637,0,0,4
6A3-SO3,6,2561.556,0,0,4
1H1-SO3,1,601.935,0,0,1
1H2-SO3,1,644.016,0,0,1
1H3-SO3,1,700.124,0,0,1
2H1-SO3,2,934.353,0,0,1
2H2-SO3,2,962.407,0,0,1
2H3-SO3,2,990.461,0,0,1
2H4-SO3,2,1018.515,0,0,1
2H5-SO3,2,1046.569,0,0,1
1A1-SO4,1,362.492,0,0,2
1A2-SO4,1,419.588,0,0,3
1A3-SO4,1,392.518,0,0,2
1A4-SO4,1,364.508,0,0,2
1A5-SO4,1,378.535,0,0,2
2A1-SO4,2,652.873,0,0,2
2A2-SO4,2,681.915,0,0,3
2A3-SO4,2,652.873,0,0,2
2A4-SO4,2,646.825,0,0,1
2A5-SO4,2,638.846,0,0,2
2A6-SO4,2,652.873,0,0,2
2A7-SO4,2,654.845,0,0,2
2A8-SO4,2,649.829,0,0,1
2A9-SO4,2,612.808,0,0,2
2A11-SO4,2,697.958,0,0,3
2A12-SO4,2,656.861,0,0,2
3A1-SO4,3,901.173,0,0,2
3A2-SO4,3,915.2,0,0,2
3A3-SO4,3,946.258,0,0,3
3A4-SO4,3,905.161,0,0,2
3A5-SO4,3,975.3,0,0,4
4A1-SO4,4,1249.638,0,0,4
4A2-SO4,4,1185.506,0,0,2
4A3-SO4,4,1194.558,0,0,3
4A4-SO4,4,1197.514,0,0,2
5A1-SO4,5,1442.858,0,0,3
5A2-SO4,5,1500.942,0,0,5
5A3-SO4,5,1499.954,0,0,4
5A4-SO4,5,1457.873,0,0,4
6A1-SO4,6,1763.269,0,0,5
6A2-SO4,6,1762.281,0,0,4
1H1-SO4,1,461.709,0,0,1
1H2-SO4,1,503.79,0,0,1
1H3-SO4,1,559.898,0,0,1
2H1-SO4,2,653.901,0,0,1
2H2-SO4,2,681.955,0,0,1
2H3-SO4,2,710.009,0,0,1
2H4-SO4,2,738.063,0,0,1
2H6-SO4,2,794.171,0,0,1
1A1-SO5,1,392.518,0,0,2
1A2-SO5,1,449.614,0,0,3
1A3-SO5,1,422.544,0,0,2
1A4-SO5,1,394.534,0,0,2
1A5-SO5,1,408.561,0,0,2
2A1-SO5,2,712.925,0,0,2
2A4-SO5,2,706.877,0,0,1
2A5-SO5,2,698.898,0,0,2
2A6-SO5,2,712.925,0,0,2
2A7-SO5,2,714.897,0,0,2
2A8-SO5,2,709.881,0,0,1
2A9-SO5,2,672.86,0,0,2
2A10-SO5,2,700.914,0,0,2
2A11-SO5,2,758.01,0,0,3
2A12-SO5,2,716.913,0,0,2
3A1-SO5,3,991.251,0,0,2
3A2-SO5,3,1005.278,0,0,2
3A3-SO5,3,1036.336,0,0,3
3A4-SO5,3,995.239,0,0,2
3A5-SO5,3,1065.378,0,0,4
4A3-SO5,4,1314.662,0,0,3
4A4-SO5,4,1317.618,0,0,2
5A1-SO5,5,1592.988,0,0,3
5A2-SO5,5,1651.072,0,0,5
5A3-SO5,5,1650.084,0,0,4
5A4-SO5,5,1608.003,0,0,4
6A1-SO5,6,1943.425,0,0,5
6A2-SO5,6,1942.437,0,0,4
6A3-SO5,6,1900.356,0,0,4
1H1-SO5,1,491.735,0,0,1
1H2-SO5,1,533.816,0,0,1
1H3-SO5,1,589.924,0,0,1
2H1-SO5,2,713.953,0,0,1
2H2-SO5,2,742.007,0,0,1
2H3-SO5,2,770.061,0,0,1
2H4-SO5,2,798.115,0,0,1
2H6-SO5,2,854.223,0,0,1
1A2-SO6,1,433.615,0,0,3
1A3-SO6,1,406.545,0,0,2
1A4-SO6,1,378.535,0,0,2
1A5-SO6,1,392.562,0,0,2
2A1-SO6,2,680.927,0,0,2
2A12-SO6,2,684.915,0,0,2
3A1-SO6,3,943.254,0,0,2
3A2-SO6,3,957.281,0,0,2
3A3-SO6,3,988.339,0,0,3
3A4-SO6,3,947.242,0,0,2
3A5-SO6,3,1017.381,0,0,4
1H1-SO6,1,475.736,0,0,1
1H2-SO6,1,517.817,0,0,1
1H3-SO6,1,573.925,0,0,1
2H1-SO6,2,681.955,0,0,1
2H2-SO6,2,710.009,0,0,1
2H5-SO6,2,794.171,0,0,1
2H6-SO6,2,822.225,0,0,1
1A1-SO7,1,390.546,0,0,2
1A2-SO7,1,447.642,0,0,3
1A3-SO7,1,420.572,0,0,2
1A4-SO7,1,392.562,0,0,2
1A5-SO7,1,406.589,0,0,2
2A2-SO7,2,738.023,0,0,3
2A4-SO7,2,702.933,0,0,1
2A6-SO7,2,708.981,0,0,2
2A7-SO7,2,710.953,0,0,2
2A8-SO7,2,705.937,0,0,1
2A10-SO7,2,696.97,0,0,2
2A12-SO7,2,712.969,0,0,2
3A1-SO7,3,985.335,0,0,2
3A2-SO7,3,999.362,0,0,2
3A3-SO7,3,1030.42,0,0,3
3A4-SO7,3,989.323,0,0,2
4A1-SO7,4,1361.854,0,0,4
4A3-SO7,4,1306.774,0,0,3
5A3-SO7,5,1640.224,0,0,4
1H1-SO7,1,489.763,0,0,1
1H2-SO7,1,531.844,0,0,1
1H3-SO7,1,587.952,0,0,1
2H1-SO7,2,710.009,0,0,1
2H3-SO7,2,766.117,0,0,1
2H5-SO7,2,822.225,0,0,1
2H6-SO7,2,850.279,0,0,1
1A1-SO8,1,418.6,0,0,2
1A2-SO8,1,475.696,0,0,3
1A3-SO8,1,448.626,0,0,2
1A4-SO8,1,420.616,0,0,2
1A5-SO8,1,434.643,0,0,2
2A1-SO8,2,765.089,0,0,2
2A2-SO8,2,794.131,0,0,3
2A3-SO8,2,765.089,0,0,2
2A4-SO8,2,759.041,0,0,1
2A5-SO8,2,751.062,0,0,2
2A6-SO8,2,765.089,0,0,2
2A7-SO8,2,767.061,0,0,2
2A8-SO8,2,762.045,0,0,1
2A9-SO8,2,725.024,0,0,2
2A10-SO8,2,753.078,0,0,2
2A11-SO8,2,810.174,0,0,3
2A12-SO8,2,769.077,0,0,2
3A1-SO8,3,1069.497,0,0,2
3A2-SO8,3,1083.524,0,0,2
3A3-SO8,3,1114.582,0,0,3
3A4-SO8,3,1073.485,0,0,2
3A5-SO8,3,1143.624,0,0,4
4A1-SO8,4,1474.07,0,0,4
4A2-SO8,4,1409.938,0,0,2
4A3-SO8,4,1418.99,0,0,3
4A4-SO8,4,1421.946,0,0,2
5A1-SO8,5,1723.398,0,0,3
5A2-SO8,5,1781.482,0,0,5
5A3-SO8,5,1780.494,0,0,4
5A4-SO8,5,1738.413,0,0,4
6A1-SO8,6,2099.917,0,0,5
6A2-SO8,6,2098.929,0,0,4
6A3-SO8,6,2056.848,0,0,4
1H1-SO8,1,517.817,0,0,1
1H2-SO8,1,559.898,0,0,1
1H3-SO8,1,616.006,0,0,1
2H1-SO8,2,766.117,0,0,1
2H2-SO8,2,794.171,0,0,1
2H3-SO8,2,822.225,0,0,1
2H4-SO8,2,850.279,0,0,1
2H5-SO8,2,878.333,0,0,1
2H6-SO8,2,906.387,0,0,1
1A1-SO9,1,488.735,0,0,2
1A2-SO9,1,545.831,0,0,3
1A3-SO9,1,518.761,0,0,2
1A4-SO9,1,490.751,0,0,2
1A5-SO9,1,504.778,0,0,2
2A1-SO9,2,905.359,0,0,2
2A4-SO9,2,899.311,0,0,1
2A6-SO9,2,905.359,0,0,2
2A7-SO9,2,907.331,0,0,2
2A8-SO9,2,902.315,0,0,1
2A9-SO9,2,865.294,0,0,2
2A10-SO9,2,893.348,0,0,2
2A11-SO9,2,950.444,0,0,3
2A12-SO9,2,909.347,0,0,2
3A1-SO9,3,1279.902,0,0,2
3A2-SO9,3,1293.929,0,0,2
3A4-SO9,3,1283.89,0,0,2
4A1-SO9,4,1754.61,0,0,4
4A2-SO9,4,1690.478,0,0,2
4A4-SO9,4,1702.486,0,0,2
5A1-SO9,5,2074.073,0,0,3
5A2-SO9,5,2132.157,0,0,5
5A4-SO9,5,2089.088,0,0,4
6A3-SO9,6,2477.658,0,0,4
1H1-SO9,1,587.952,0,0,1
1H2-SO9,1,630.033,0,0,1
1H3-SO9,1,686.141,0,0,1
2H1-SO9,2,906.387,0,0,1
2H2-SO9,2,934.441,0,0,1
2H3-SO9,2,962.495,0,0,1
2H4-SO9,2,990.549,0,0,1
2H5-SO9,2,1018.603,0,0,1
2H6-SO9,2,1046.657,0,0,1
1A2-SN1,1,446.658,0,0,4
1A3-SN1,1,419.588,0,0,3
1A4-SN1,1,391.578,0,0,3
1A5-SN1,1,405.605,0,0,3
2A1-SN1,2,707.013,0,0,4
2A2-SN1,2,736.055,0,0,5
2A3-SN1,2,707.013,0,0,4
2A4-SN1,2,700.965,0,0,3
2A5-SN1,2,692.986,0,0,4
2A6-SN1,2,707.013,0,0,4
2A7-SN1,2,708.985,0,0,4
2A8-SN1,2,703.969,0,0,3
2A9-SN1,2,666.948,0,0,4
2A10-SN1,2,695.002,0,0,4
3A1-SN1,3,982.383,0,0,5
3A2-SN1,3,996.41,0,0,5
3A3-SN1,3,1027.468,0,0,6
3A4-SN1,3,986.371,0,0,5
4A3-SN1,4,1302.838,0,0,7
4A4-SN1,4,1305.794,0,0,6
5A1-SN1,5,1578.208,0,0,8
5A2-SN1,5,1636.292,0,0,10
5A3-SN1,5,1635.304,0,0,9
5A4-SN1,5,1593.223,0,0,9
6A1-SN1,6,1925.689,0,0,11
6A2-SN1,6,1924.701,0,0,10
6A3-SN1,6,1882.62,0,0,10
1H1-SN1,1,488.779,0,0,2
1H2-SN1,1,530.86,0,0,2
1H3-SN1,1,586.968,0,0,2
2H1-SN1,2,708.041,0,0,3
2H2-SN1,2,736.095,0,0,3
2H3-SN1,2,764.149,0,0,3
2H6-SN1,2,848.311,0,0,3
1A1-SN2,1,417.616,0,0,3
1A2-SN2,1,474.712,0,0,4
1A3-SN2,1,447.642,0,0,3
1A4-SN2,1,419.632,0,0,3
1A5-SN2,1,433.659,0,0,3
2A2-SN2,2,792.163,0,0,5
2A4-SN2,2,757.073,0,0,3
2A5-SN2,2,749.094,0,0,4
2A6-SN2,2,763.121,0,0,4
2A7-SN2,2,765.093,0,0,4
2A8-SN2,2,760.077,0,0,3
2A10-SN2,2,751.11,0,0,4
3A1-SN2,3,1066.545,0,0,5
3A2-SN2,3,1080.572,0,0,5
3A3-SN2,3,1111.63,0,0,6
3A4-SN2,3,1070.533,0,0,5
4A1-SN2,4,1470.134,0,0,8
4A3-SN2,4,1415.054,0,0,7
4A4-SN2,4,1418.01,0,0,6
5A1-SN2,5,1718.478,0,0,8
5A2-SN2,5,1776.562,0,0,10
5A3-SN2,5,1775.574,0,0,9
6A1-SN2,6,2094.013,0,0,11
6A3-SN2,6,2050.944,0,0,10
1H1-SN2,1,516.833,0,0,2
1H2-SN2,1,558.914,0,0,2
1H3-SN2,1,615.022,0,0,2
2H1-SN2,2,764.149,0,0,3
2H3-SN2,2,820.257,0,0,3
1A1-SN3,1,417.616,0,0,3
1A2-SN3,1,474.712,0,0,4
1A3-SN3,1,447.642,0,0,3
1A4-SN3,1,419.632,0,0,3
1A5-SN3,1,433.659,0,0,3
2A1-SN3,2,763.121,0,0,4
2A2-SN3,2,792.163,0,0,5
2A3-SN3,2,763.121,0,0,4
2A5-SN3,2,749.094,0,0,4
2A6-SN3,2,763.121,0,0,4
2A7-SN3,2,765.093,0,0,4
2A8-SN3,2,760.077,0,0,3
2A9-SN3,2,723.056,0,0,4
2A10-SN3,2,751.11,0,0,4
2A11-SN3,2,808.206,0,0,5
3A1-SN3,3,1066.545,0,0,5
3A2-SN3,3,1080.572,0,0,5
3A3-SN3,3,1111.63,0,0,6
3A4-SN3,3,1070.533,0,0,5
4A2-SN3,4,1406.002,0,0,6
4A3-SN3,4,1415.054,0,0,7
4A4-SN3,4,1418.01,0,0,6
5A1-SN3,5,1718.478,0,0,8
5A2-SN3,5,1776.562,0,0,10
5A3-SN3,5,1775.574,0,0,9
5A4-SN3,5,1733.493,0,0,9
6A1-SN3,6,2094.013,0,0,11
6A2-SN3,6,2093.025,0,0,10
6A3-SN3,6,2050.944,0,0,10
1H1-SN3,1,516.833,0,0,2
1H2-SN3,1,558.914,0,0,2
1H3-SN3,1,615.022,0,0,2
2H1-SN3,2,764.149,0,0,3
2H2-SN3,2,792.203,0,0,3
2H3-SN3,2,820.257,0,0,3
2H4-SN3,2,848.311,0,0,3
2H6-SN3,2,904.419,0,0,3
1A1-SN4,1,415.6,0,0,3
1A2-SN4,1,472.696,0,0,4
1A3-SN4,1,445.626,0,0,3
1A4-SN4,1,417.616,0,0,3
1A5-SN4,1,431.643,0,0,3
2A1-SN4,2,759.089,0,0,4
2A2-SN4,2,788.131,0,0,5
2A4-SN4,2,753.041,0,0,3
2A5-SN4,2,745.062,0,0,4
2A6-SN4,2,759.089,0,0,4
2A7-SN4,2,761.061,0,0,4
2A8-SN4,2,756.045,0,0,3
2A9-SN4,2,719.024,0,0,4
2A10-SN4,2,747.078,0,0,4
2A11-SN4,2,804.174,0,0,5
3A1-SN4,3,1060.497,0,0,5
3A2-SN4,3,1074.524,0,0,5
3A3-SN4,3,1105.582,0,0,6
3A4-SN4,3,1064.485,0,0,5
3A5-SN4,3,1134.624,0,0,7
4A1-SN4,4,1462.07,0,0,8
4A3-SN4,4,1406.99,0,0,7
4A4-SN4,4,1409.946,0,0,6
5A1-SN4,5,1708.398,0,0,8
5A2-SN4,5,1766.482,0,0,10
5A4-SN4,5,1723.413,0,0,9
6A1-SN4,6,2081.917,0,0,11
6A2-SN4,6,2080.929,0,0,10
6A3-SN4,6,2038.848,0,0,10
1H1-SN4,1,514.817,0,0,2
1H2-SN4,1,556.898,0,0,2
1H3-SN4,1,613.006,0,0,2
2H1-SN4,2,760.117,0,0,3
2H4-SN4,2,844.279,0,0,3
2H6-SN4,2,900.387,0,0,3
1A1-SN5,1,429.627,0,0,3
1A2-SN5,1,486.723,0,0,4
1A3-SN5,1,459.653,0,0,3
1A4-SN5,1,431.643,0,0,3
1A5-SN5,1,445.67,0,0,3
2A1-SN5,2,787.143,0,0,4
2A2-SN5,2,816.185,0,0,5
2A3-SN5,2,787.143,0,0,4
2A6-SN5,2,787.143,0,0,4
2A7-SN5,2,789.115,0,0,4
2A8-SN5,2,784.099,0,0,3
2A9-SN5,2,747.078,0,0,4
2A10-SN5,2,775.132,0,0,4
3A1-SN5,3,1102.578,0,0,5
3A2-SN5,3,1116.605,0,0,5
3A3-SN5,3,1147.663,0,0,6
3A4-SN5,3,1106.566,0,0,5
4A3-SN5,4,1463.098,0,0,7
5A2-SN5,5,1836.617,0,0,10
5A3-SN5,5,1835.629,0,0,9
6A3-SN5,6,2123.01,0,0,10
1H1-SN5,1,528.844,0,0,2
1H2-SN5,1,570.925,0,0,2
1H3-SN5,1,627.033,0,0,2
2H1-SN5,2,788.171,0,0,3
2H5-SN5,2,900.387,0,0,3
2H6-SN5,2,928.441,0,0,3
1A1-SN6,1,443.654,0,0,3
1A2-SN6,1,500.75,0,0,4
1A3-SN6,1,473.68,0,0,3
1A4-SN6,1,445.67,0,0,3
1A5-SN6,1,459.697,0,0,3
2A2-SN6,2,844.239,0,0,5
2A4-SN6,2,809.149,0,0,3
2A5-SN6,2,801.17,0,0,4
2A6-SN6,2,815.197,0,0,4
2A7-SN6,2,817.169,0,0,4
2A8-SN6,2,812.153,0,0,3
2A10-SN6,2,803.186,0,0,4
3A1-SN6,3,1144.659,0,0,5
3A2-SN6,3,1158.686,0,0,5
3A3-SN6,3,1189.744,0,0,6
3A4-SN6,3,1148.647,0,0,5
4A1-SN6,4,1574.286,0,0,8
4A4-SN6,4,1522.162,0,0,6
5A1-SN6,5,1848.668,0,0,8
5A2-SN6,5,1906.752,0,0,10
5A3-SN6,5,1905.764,0,0,9
6A3-SN6,6,2207.172,0,0,10
1H1-SN6,1,542.871,0,0,2
1H2-SN6,1,584.952,0,0,2
1H3-SN6,1,641.06,0,0,2
2H1-SN6,2,816.225,0,0,3
2H3-SN6,2,872.333,0,0,3
1A1-SN7,1,445.67,0,0,3
1A2-SN7,1,502.766,0,0,4
1A3-SN7,1,475.696,0,0,3
1A4-SN7,1,447.686,0,0,3
1A5-SN7,1,461.713,0,0,3
2A1-SN7,2,819.229,0,0,4
2A2-SN7,2,848.271,0,0,5
2A3-SN7,2,819.229,0,0,4
2A4-SN7,2,813.181,0,0,3
2A5-SN7,2,805.202,0,0,4
2A6-SN7,2,819.229,0,0,4
2A7-SN7,2,821.201,0,0,4
2A8-SN7,2,816.185,0,0,3
2A9-SN7,2,779.164,0,0,4
2A10-SN7,2,807.218,0,0,4
2A11-SN7,2,864.314,0,0,5
2A12-SN7,2,823.217,0,0,4
3A1-SN7,3,1150.707,0,0,5
