Lipid_name,Num_tails,Num_carbon_in_tail,MolWt
A18C4B3,2,3.0,678.1439999999999
A18C1B3,2,3.0,593.9820000000002
A18C2B3,2,3.0,622.0360000000002
A18C3B3,2,3.0,650.0900000000001
A19C5B3,2,3.0,677.1159999999999
A19C4B3,2,3.0,679.1319999999998
A19C1B3,2,3.0,594.9700000000003
A19C2B3,2,3.0,623.0240000000001
A19C3B3,2,3.0,651.0780000000001
A20C5B3,2,3.0,648.074
A20C4B3,2,3.0,650.09
A20C1B3,2,3.0,565.9280000000003
A20C2B3,2,3.0,593.9820000000003
A20C3B3,2,3.0,622.0360000000003
A1C5B3,2,3.0,636.063
A1C4B3,2,3.0,638.0790000000001
A1C1B3,2,3.0,553.9170000000005
A1C2B3,2,3.0,581.9710000000003
A1C3B3,2,3.0,610.0250000000003
A6C5B3,2,3.0,650.09
A6C4B3,2,3.0,652.106
A6C1B3,2,3.0,567.9440000000004
A6C2B3,2,3.0,595.9980000000003
A6C3B3,2,3.0,624.0520000000002
A3C5B3,2,3.0,678.1439999999999
A3C4B3,2,3.0,680.1599999999999
A3C1B3,2,3.0,595.9980000000003
A3C2B3,2,3.0,624.0520000000001
A3C3B3,2,3.0,652.1060000000001
A8C5B3,2,3.0,734.2519999999996
A8C4B3,2,3.0,736.2679999999996
A8C1B3,2,3.0,652.106
A8C2B3,2,3.0,680.1599999999999
A8C3B3,2,3.0,708.2139999999998
A2C5B3,2,3.0,676.1279999999999
A2C4B3,2,3.0,678.1439999999998
A2C1B3,2,3.0,593.9820000000002
A2C2B3,2,3.0,622.0360000000001
A2C3B3,2,3.0,650.09
A7C5B3,2,3.0,692.1269999999998
A7C4B3,2,3.0,694.1429999999998
A7C1B3,2,3.0,609.9810000000002
A7C2B3,2,3.0,638.0350000000001
A7C3B3,2,3.0,666.089
A4C5B3,2,3.0,664.117
A4C4B3,2,3.0,666.1329999999999
A4C1B3,2,3.0,581.9710000000003
A4C2B3,2,3.0,610.0250000000002
A4C3B3,2,3.0,638.0790000000002
A11C5B3,2,3.0,650.046
A11C4B3,2,3.0,652.062
A11C1B3,2,3.0,567.9000000000004
