Formulation,Ionizable_Lipid_Mol_Ratio,Phospholipid_Mol_Ratio,Cholesterol_Mol_Ratio,PEG_Lipid_Mol_Ratio,Helper_lipid_ID,Ionizable_Lipid_to_mRNA_weight_ratio,Lipid/Cells,mRNA/Cells
Liu_iphos,25,30,30,1,MDOA,13.92940172,69.64700859999999,5.0
Liu_iphos,25,30,30,1,MDOA,14.42717819,72.13589095,5.0
Liu_iphos,25,30,30,1,MDOA,14.92495466,74.6247733,5.0
Liu_iphos,25,30,30,1,MDOA,9.715832308,48.57916154,5.0
Liu_iphos,25,30,30,1,MDOA,10.21360878,51.0680439,5.0
Liu_iphos,25,30,30,1,MDOA,10.71138525,53.55692625,5.0
Liu_iphos,25,30,30,1,MDOA,11.20916172,56.0458086,5.0
Liu_iphos,25,30,30,1,MDOA,11.70693819,58.534690950000005,5.0
Liu_iphos,25,30,30,1,MDOA,12.20471466,61.0235733,5.0
Liu_iphos,25,30,30,1,MDOA,12.70249113,63.51245565,5.0
Liu_iphos,25,30,30,1,MDOA,13.2002676,66.001338,5.0
Liu_iphos,25,30,30,1,MDOA,13.69804407,68.49022035,5.0
Liu_iphos,25,30,30,1,MDOA,14.19582054,70.9791027,5.0
Liu_iphos,25,30,30,1,MDOA,14.69359701,73.46798505,5.0
Liu_iphos,25,30,30,1,MDOA,15.19137348,75.9568674,5.0
Liu_iphos,25,30,30,1,MDOA,15.68914995,78.44574974999999,5.0
Liu_iphos,25,30,30,1,MDOA,11.82787796,59.1393898,5.0
Liu_iphos,25,30,30,1,MDOA,12.57454267,62.87271335,5.0
Liu_iphos,25,30,30,1,MDOA,13.32120737,66.60603685,5.0
Liu_iphos,25,30,30,1,MDOA,14.06787208,70.3393604,5.0
Liu_iphos,25,30,30,1,MDOA,14.81453678,74.0726839,5.0
Liu_iphos,25,30,30,1,MDOA,15.56120149,77.80600745,5.0
Liu_iphos,25,30,30,1,MDOA,16.3078662,81.539331,5.0
Liu_iphos,25,30,30,1,MDOA,17.0545309,85.2726545,5.0
Liu_iphos,25,30,30,1,MDOA,17.80119561,89.00597805000001,5.0
Liu_iphos,25,30,30,1,MDOA,18.54786031,92.73930155,5.0
Liu_iphos,25,30,30,1,MDOA,19.29452502,96.4726251,5.0
Liu_iphos,25,30,30,1,MDOA,20.04118972,100.2059486,5.0
Liu_iphos,25,30,30,1,MDOA,20.78785443,103.93927215,5.0
Liu_iphos,25,30,30,1,MDOA,12.36142535,61.807126749999995,5.0
Liu_iphos,25,30,30,1,MDOA,13.10809006,65.5404503,5.0
Liu_iphos,25,30,30,1,MDOA,13.85475476,69.2737738,5.0
Liu_iphos,25,30,30,1,MDOA,14.60141947,73.00709735,5.0
Liu_iphos,25,30,30,1,MDOA,15.34808417,76.74042084999999,5.0
Liu_iphos,25,30,30,1,MDOA,16.09474888,80.4737444,5.0
Liu_iphos,25,30,30,1,MDOA,16.84141358,84.2070679,5.0
Liu_iphos,25,30,30,1,MDOA,17.58807829,87.94039144999999,5.0
Liu_iphos,25,30,30,1,MDOA,18.334743,91.673715,5.0
Liu_iphos,25,30,30,1,MDOA,19.0814077,95.4070385,5.0
Liu_iphos,25,30,30,1,MDOA,19.82807241,99.14036205,5.0
Liu_iphos,25,30,30,1,MDOA,20.57473711,102.87368555,5.0
Liu_iphos,25,30,30,1,MDOA,21.32140182,106.6070091,5.0
Liu_iphos,25,30,30,1,MDOA,12.11253712,60.5626856,5.0
Liu_iphos,25,30,30,1,MDOA,12.85920182,64.29600909999999,5.0
Liu_iphos,25,30,30,1,MDOA,13.60586653,68.02933265,5.0
Liu_iphos,25,30,30,1,MDOA,14.35253123,71.76265615,5.0
Liu_iphos,25,30,30,1,MDOA,15.09919594,75.49597969999999,5.0
Liu_iphos,25,30,30,1,MDOA,15.84586064,79.2293032,5.0
Liu_iphos,25,30,30,1,MDOA,16.59252535,82.96262675,5.0
Liu_iphos,25,30,30,1,MDOA,17.33919005,86.69595025,5.0
Liu_iphos,25,30,30,1,MDOA,18.08585476,90.4292738,5.0
Liu_iphos,25,30,30,1,MDOA,18.83251947,94.16259735,5.0
Liu_iphos,25,30,30,1,MDOA,19.57918417,97.89592085,5.0
Liu_iphos,25,30,30,1,MDOA,20.32584888,101.6292444,5.0
Liu_iphos,25,30,30,1,MDOA,21.07251358,105.3625679,5.0
Liu_iphos,25,30,30,1,MDOA,13.08984973,65.44924865,5.0
Liu_iphos,25,30,30,1,MDOA,13.83651443,69.18257215,5.0
Liu_iphos,25,30,30,1,MDOA,14.58317914,72.91589570000001,5.0
Liu_iphos,25,30,30,1,MDOA,15.32984384,76.6492192,5.0
Liu_iphos,25,30,30,1,MDOA,16.07650855,80.38254275,5.0
Liu_iphos,25,30,30,1,MDOA,16.82317325,84.11586625,5.0
Liu_iphos,25,30,30,1,MDOA,17.56983796,87.8491898,5.0
Liu_iphos,25,30,30,1,MDOA,18.31650267,91.58251335,5.0
Liu_iphos,25,30,30,1,MDOA,19.06316737,95.31583685,5.0
Liu_iphos,25,30,30,1,MDOA,19.80983208,99.0491604,5.0
Liu_iphos,25,30,30,1,MDOA,20.55649678,102.7824839,5.0
Liu_iphos,25,30,30,1,MDOA,21.30316149,106.51580745,5.0
Liu_iphos,25,30,30,1,MDOA,22.04982619,110.24913095,5.0
Liu_iphos,25,30,30,1,MDOA,12.13006771,60.65033855,5.0
Liu_iphos,25,30,30,1,MDOA,12.87673241,64.38366205,5.0
Liu_iphos,25,30,30,1,MDOA,13.62339712,68.11698559999999,5.0
Liu_iphos,25,30,30,1,MDOA,14.37006182,71.8503091,5.0
Liu_iphos,25,30,30,1,MDOA,15.11672653,75.58363265,5.0
Liu_iphos,25,30,30,1,MDOA,15.86339123,79.31695615,5.0
Liu_iphos,25,30,30,1,MDOA,16.61005594,83.05027969999999,5.0
Liu_iphos,25,30,30,1,MDOA,17.35672064,86.78360319999999,5.0
Liu_iphos,25,30,30,1,MDOA,18.10338535,90.51692675,5.0
Liu_iphos,25,30,30,1,MDOA,18.85005005,94.25025025,5.0
Liu_iphos,25,30,30,1,MDOA,19.59671476,97.9835738,5.0
Liu_iphos,25,30,30,1,MDOA,20.34337947,101.71689735,5.0
Liu_iphos,25,30,30,1,MDOA,21.09004417,105.45022085,5.0
Liu_iphos,25,30,30,1,MDOA,13.12562065,65.62810325,5.0
Liu_iphos,25,30,30,1,MDOA,13.87228535,69.36142675,5.0
Liu_iphos,25,30,30,1,MDOA,14.61895006,73.0947503,5.0
Liu_iphos,25,30,30,1,MDOA,15.36561476,76.8280738,5.0
Liu_iphos,25,30,30,1,MDOA,16.11227947,80.56139735000001,5.0
Liu_iphos,25,30,30,1,MDOA,16.85894417,84.29472085,5.0
Liu_iphos,25,30,30,1,MDOA,17.60560888,88.0280444,5.0
Liu_iphos,25,30,30,1,MDOA,18.35227358,91.7613679,5.0
Liu_iphos,25,30,30,1,MDOA,19.09893829,95.49469145,5.0
Liu_iphos,25,30,30,1,MDOA,19.845603,99.228015,5.0
Liu_iphos,25,30,30,1,MDOA,20.5922677,102.9613385,5.0
Liu_iphos,25,30,30,1,MDOA,21.33893241,106.69466205,5.0
Liu_iphos,25,30,30,1,MDOA,22.08559711,110.42798555,5.0
Liu_iphos,25,30,30,1,MDOA,12.87673241,64.38366205,5.0
Liu_iphos,25,30,30,1,MDOA,13.62339712,68.11698559999999,5.0
Liu_iphos,25,30,30,1,MDOA,14.37006182,71.8503091,5.0
Liu_iphos,25,30,30,1,MDOA,15.11672653,75.58363265,5.0
Liu_iphos,25,30,30,1,MDOA,15.86339123,79.31695615,5.0
Liu_iphos,25,30,30,1,MDOA,16.61005594,83.05027969999999,5.0
Liu_iphos,25,30,30,1,MDOA,17.35672064,86.78360319999999,5.0
Liu_iphos,25,30,30,1,MDOA,18.10338535,90.51692675,5.0
Liu_iphos,25,30,30,1,MDOA,18.85005005,94.25025025,5.0
Liu_iphos,25,30,30,1,MDOA,19.59671476,97.9835738,5.0
Liu_iphos,25,30,30,1,MDOA,20.34337947,101.71689735,5.0
Liu_iphos,25,30,30,1,MDOA,21.09004417,105.45022085,5.0
Liu_iphos,25,30,30,1,MDOA,21.83670888,109.1835444,5.0
Liu_iphos,25,30,30,1,MDOA,12.13006771,60.65033855,5.0
Liu_iphos,25,30,30,1,MDOA,12.87673241,64.38366205,5.0
Liu_iphos,25,30,30,1,MDOA,13.62339712,68.11698559999999,5.0
Liu_iphos,25,30,30,1,MDOA,14.37006182,71.8503091,5.0
Liu_iphos,25,30,30,1,MDOA,15.11672653,75.58363265,5.0
Liu_iphos,25,30,30,1,MDOA,15.86339123,79.31695615,5.0
Liu_iphos,25,30,30,1,MDOA,16.61005594,83.05027969999999,5.0
Liu_iphos,25,30,30,1,MDOA,17.35672064,86.78360319999999,5.0
Liu_iphos,25,30,30,1,MDOA,18.10338535,90.51692675,5.0
Liu_iphos,25,30,30,1,MDOA,18.85005005,94.25025025,5.0
Liu_iphos,25,30,30,1,MDOA,19.59671476,97.9835738,5.0
Liu_iphos,25,30,30,1,MDOA,20.34337947,101.71689735,5.0
Liu_iphos,25,30,30,1,MDOA,21.09004417,105.45022085,5.0
Liu_iphos,25,30,30,1,MDOA,12.894263,64.471315,5.0
Liu_iphos,25,30,30,1,MDOA,13.64092771,68.20463855,5.0
Liu_iphos,25,30,30,1,MDOA,14.38759241,71.93796205,5.0
Liu_iphos,25,30,30,1,MDOA,15.13425712,75.67128559999999,5.0
Liu_iphos,25,30,30,1,MDOA,15.88092182,79.4046091,5.0
Liu_iphos,25,30,30,1,MDOA,16.62758653,83.13793265,5.0
Liu_iphos,25,30,30,1,MDOA,17.37425123,86.87125615,5.0
Liu_iphos,25,30,30,1,MDOA,18.12091594,90.6045797,5.0
Liu_iphos,25,30,30,1,MDOA,18.86758064,94.3379032,5.0
Liu_iphos,25,30,30,1,MDOA,19.61424535,98.07122675,5.0
Liu_iphos,25,30,30,1,MDOA,20.36091005,101.80455025,5.0
Liu_iphos,25,30,30,1,MDOA,21.10757476,105.5378738,5.0
Liu_iphos,25,30,30,1,MDOA,21.85423947,109.27119735,5.0
Liu_iphos,25,30,30,1,MDOA,16.26828042,81.3414021,5.0
Liu_iphos,25,30,30,1,MDOA,17.26383336,86.3191668,5.0
Liu_iphos,25,30,30,1,MDOA,18.2593863,91.2969315,5.0
Liu_iphos,25,30,30,1,MDOA,19.25493924,96.2746962,5.0
Liu_iphos,25,30,30,1,MDOA,20.25049218,101.2524609,5.0
Liu_iphos,25,30,30,1,MDOA,21.24604512,106.2302256,5.0
Liu_iphos,25,30,30,1,MDOA,22.24159806,111.2079903,5.0
Liu_iphos,25,30,30,1,MDOA,23.237151,116.185755,5.0
Liu_iphos,25,30,30,1,MDOA,24.23270395,121.16351975,5.0
Liu_iphos,25,30,30,1,MDOA,25.22825689,126.14128445,5.0
Liu_iphos,25,30,30,1,MDOA,26.22380983,131.11904915,5.0
Liu_iphos,25,30,30,1,MDOA,27.21936277,136.09681385,5.0
Liu_iphos,25,30,30,1,MDOA,28.21491571,141.07457855,5.0
Liu_iphos,25,30,30,1,MDOA,15.3084984,76.542492,5.0
Liu_iphos,25,30,30,1,MDOA,16.30405134,81.5202567,5.0
Liu_iphos,25,30,30,1,MDOA,17.29960428,86.4980214,5.0
Liu_iphos,25,30,30,1,MDOA,18.29515722,91.4757861,5.0
Liu_iphos,25,30,30,1,MDOA,19.29071016,96.4535508,5.0
Liu_iphos,25,30,30,1,MDOA,20.2862631,101.4313155,5.0
Liu_iphos,25,30,30,1,MDOA,21.28181604,106.4090802,5.0
Liu_iphos,25,30,30,1,MDOA,22.27736898,111.3868449,5.0
Liu_iphos,25,30,30,1,MDOA,23.27292192,116.3646096,5.0
Liu_iphos,25,30,30,1,MDOA,24.26847486,121.3423743,5.0
Liu_iphos,25,30,30,1,MDOA,25.2640278,126.320139,5.0
Liu_iphos,25,30,30,1,MDOA,26.25958075,131.29790375000002,5.0
Liu_iphos,25,30,30,1,MDOA,27.25513369,136.27566845,5.0
Liu_iphos,25,30,30,1,MDOA,16.30405134,81.5202567,5.0
Liu_iphos,25,30,30,1,MDOA,17.29960428,86.4980214,5.0
Liu_iphos,25,30,30,1,MDOA,18.29515722,91.4757861,5.0
Liu_iphos,25,30,30,1,MDOA,19.29071016,96.4535508,5.0
Liu_iphos,25,30,30,1,MDOA,20.2862631,101.4313155,5.0
Liu_iphos,25,30,30,1,MDOA,21.28181604,106.4090802,5.0
Liu_iphos,25,30,30,1,MDOA,22.27736898,111.3868449,5.0
Liu_iphos,25,30,30,1,MDOA,23.27292192,116.3646096,5.0
Liu_iphos,25,30,30,1,MDOA,24.26847486,121.3423743,5.0
Liu_iphos,25,30,30,1,MDOA,25.2640278,126.320139,5.0
Liu_iphos,25,30,30,1,MDOA,26.25958075,131.29790375000002,5.0
Liu_iphos,25,30,30,1,MDOA,27.25513369,136.27566845,5.0
Liu_iphos,25,30,30,1,MDOA,28.25068663,141.25343315,5.0
Liu_iphos,25,30,30,1,MDOA,16.07304856,80.3652428,5.0
Liu_iphos,25,30,30,1,MDOA,17.06860151,85.34300755000001,5.0
Liu_iphos,25,30,30,1,MDOA,18.06415445,90.32077225,5.0
Liu_iphos,25,30,30,1,MDOA,19.05970739,95.29853695,5.0
Liu_iphos,25,30,30,1,MDOA,20.05526033,100.27630165,5.0
Liu_iphos,25,30,30,1,MDOA,21.05081327,105.25406635,5.0
Liu_iphos,25,30,30,1,MDOA,22.04636621,110.23183105,5.0
Liu_iphos,25,30,30,1,MDOA,23.04191915,115.20959575,5.0
Liu_iphos,25,30,30,1,MDOA,24.03747209,120.18736045,5.0
Liu_iphos,25,30,30,1,MDOA,25.03302503,125.16512515,5.0
Liu_iphos,25,30,30,1,MDOA,26.02857797,130.14288985000002,5.0
Liu_iphos,25,30,30,1,MDOA,27.02413091,135.12065455,5.0
Liu_iphos,25,30,30,1,MDOA,28.01968385,140.09841925,5.0
Liu_iphos,25,30,30,1,MDOA,15.3084984,76.542492,5.0
Liu_iphos,25,30,30,1,MDOA,16.30405134,81.5202567,5.0
Liu_iphos,25,30,30,1,MDOA,17.29960428,86.4980214,5.0
Liu_iphos,25,30,30,1,MDOA,18.29515722,91.4757861,5.0
Liu_iphos,25,30,30,1,MDOA,19.29071016,96.4535508,5.0
Liu_iphos,25,30,30,1,MDOA,20.2862631,101.4313155,5.0
Liu_iphos,25,30,30,1,MDOA,21.28181604,106.4090802,5.0
Liu_iphos,25,30,30,1,MDOA,22.27736898,111.3868449,5.0
Liu_iphos,25,30,30,1,MDOA,23.27292192,116.3646096,5.0
Liu_iphos,25,30,30,1,MDOA,24.26847486,121.3423743,5.0
Liu_iphos,25,30,30,1,MDOA,25.2640278,126.320139,5.0
Liu_iphos,25,30,30,1,MDOA,26.25958075,131.29790375000002,5.0
Liu_iphos,25,30,30,1,MDOA,27.25513369,136.27566845,5.0
Liu_iphos,25,30,30,1,MDOA,16.07269369,80.36346845,5.0
Liu_iphos,25,30,30,1,MDOA,17.06824664,85.3412332,5.0
Liu_iphos,25,30,30,1,MDOA,18.06379958,90.3189979,5.0
Liu_iphos,25,30,30,1,MDOA,19.05935252,95.2967626,5.0
Liu_iphos,25,30,30,1,MDOA,20.05490546,100.2745273,5.0
Liu_iphos,25,30,30,1,MDOA,21.0504584,105.252292,5.0
Liu_iphos,25,30,30,1,MDOA,22.04601134,110.2300567,5.0
Liu_iphos,25,30,30,1,MDOA,23.04156428,115.2078214,5.0
Liu_iphos,25,30,30,1,MDOA,24.03711722,120.1855861,5.0
Liu_iphos,25,30,30,1,MDOA,25.03267016,125.1633508,5.0
Liu_iphos,25,30,30,1,MDOA,26.0282231,130.1411155,5.0
Liu_iphos,25,30,30,1,MDOA,27.02377604,135.1188802,5.0
Liu_iphos,25,30,30,1,MDOA,28.01932898,140.0966449,5.0
Liu_iphos,25,30,30,1,MDOA,19.25112439,96.25562195,5.0
Liu_iphos,25,30,30,1,MDOA,20.49556556,102.4778278,5.0
Liu_iphos,25,30,30,1,MDOA,21.74000674,108.7000337,5.0
Liu_iphos,25,30,30,1,MDOA,22.98444791,114.92223955,5.0
Liu_iphos,25,30,30,1,MDOA,24.22888909,121.14444545,5.0
Liu_iphos,25,30,30,1,MDOA,25.47333027,127.36665135,5.0
Liu_iphos,25,30,30,1,MDOA,26.71777144,133.5888572,5.0
Liu_iphos,25,30,30,1,MDOA,27.96221262,139.81106309999998,5.0
Liu_iphos,25,30,30,1,MDOA,29.20665379,146.03326895,5.0
Liu_iphos,25,30,30,1,MDOA,30.45109497,152.25547484999998,5.0
Liu_iphos,25,30,30,1,MDOA,31.69553614,158.4776807,5.0
Liu_iphos,25,30,30,1,MDOA,32.93997732,164.6998866,5.0
Liu_iphos,25,30,30,1,MDOA,34.18441849,170.92209244999998,5.0
