fold,metric,mean,sqrt_n_mean,n_weighted_mean,n_exp
0,spearman,0.25528893987351664,0.25528893987351664,0.25528893987351664,1.0
0,pearson,0.25039812734033323,0.25039812734033323,0.25039812734033323,1.0
0,pairwise_acc,0.5851845675409421,0.5851845675409421,0.5851845675409421,1.0
,,,,,
1,spearman,-0.1196890428270927,-0.11153064179560901,-0.10342053371710869,3.0
1,pearson,-0.10924743469279463,-0.1014381134112338,-0.09368618454347576,3.0
1,pairwise_acc,0.43791535476760896,0.44173986556359474,0.4455334221349643,3.0
,,,,,
2,spearman,0.08898913653266749,0.08966639864447598,0.09019691001842935,2.0
2,pearson,0.10111207334651415,0.10468673553501955,0.10748683156280277,2.0
2,pairwise_acc,0.5293112868308953,0.5296296537941161,0.5298790362593903,2.0
,,,,,
3,spearman,0.10707579613026572,0.12692584263279985,0.14491827428852833,2.0
3,pearson,0.16934816604006883,0.20514108403353812,0.2375844151196579,2.0
3,pairwise_acc,0.5368978561370732,0.5433541768048682,0.5492062995365674,2.0
,,,,,
4,spearman,0.4028847176232776,0.30632323196252037,0.26500037354869294,2.0
4,pearson,0.37522429739478086,0.28373703263891603,0.24458565398825224,2.0
4,pairwise_acc,0.6666748799437366,0.6152264139996685,0.5932093783330419,2.0
,,,,,
avg,spearman,0.14690990946652696,0.13333475426354074,0.13039679280241173,10.0
avg,pearson,0.1573670458857805,0.14850497322731462,0.14927376869351408,10.0
avg,pairwise_acc,0.5511967890440512,0.543026935540638,0.5406025407609812,10.0
