fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.762642,0.016355,2e-06,0.519567,0.437042,0.004799,0.05437,28.0
1,,0.778423,0.069567,1e-06,0.508913,0.41864,0.002436,0.040684,28.0
2,,0.730353,-0.612372,1e-06,0.475444,0.399448,0.008626,0.08224,34.0
3,,0.841677,0.454827,0.0,0.594391,0.491461,0.003332,0.043117,29.0
4,,0.788985,-0.034512,0.000167,0.688275,0.585491,0.008983,0.081111,17.0
Mean,,0.7804160000000001,-0.02122700000000002,3.42e-05,0.557318,0.46641639999999995,0.0056352,0.0603044,27.2
