fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.268432,-1.688594,0.0,0.257778,0.210766,0.001582,0.031697,446.0
1,,0.313174,-1.62051,0.0,0.294345,0.240662,0.001444,0.028566,393.0
2,,0.337021,-1.972503,0.0,0.272835,0.223892,0.001628,0.037155,430.0
3,,0.332177,-1.487879,0.0,0.300587,0.245701,0.001273,0.028928,499.0
4,,0.212282,-3.372002,3e-05,0.206273,0.168669,0.001011,0.025615,380.0
Mean,,0.2926172,-2.0282975999999997,6e-06,0.2663636,0.21793800000000002,0.0013876,0.0303922,429.6
