fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.551882,0.042588,2e-06,0.502046,0.350165,0.000848,0.02464,66.0
1,,0.466981,-0.059412,8.8e-05,0.390097,0.266829,0.000816,0.024063,65.0
2,,0.429557,-0.642693,0.000954,0.430817,0.305427,0.001425,0.031221,56.0
3,,0.565964,0.038973,2e-06,0.532018,0.376336,0.000709,0.022417,61.0
4,,0.565921,0.202777,5e-06,0.461581,0.327368,0.000684,0.021461,56.0
Mean,,0.516061,-0.08355339999999997,0.00021020000000000001,0.46331179999999994,0.325225,0.0008964,0.0247604,60.8
