IL_SMILES,Experiment_value,IL_molratio,HL_molratio,CHL_molratio,PEG_molratio,IL_to_nucleicacid_massratio,molwtlog1p,Nitrogen.Count,Rotatable.Bonds,LogP,Fraction.sp3.Carbons,Topological.Polar.Surface.Area,Hydrogen.Bond.Donors,Hydrogen.Bond.Acceptors,Heavy.Atoms,van.der.Waals.Molecular.Volume,Molar.Refractivity,has_ester,has_carbonate,has_disulfide,Cargo_type_FLuc,Cargo_type_GFP,Model_type_A549,Model_type_BeWo_b30,Model_type_DC2.4,Model_type_HEK293T,Model_type_HeLa,Model_type_HepG2,Model_type_IGROV1,Model_type_RAW264.7,HL_name_14PA,HL_name_18PG,HL_name_DDAB,HL_name_DOPE,HL_name_DOTAP,HL_name_DSPC,HL_name_MDOA,Dose_ug_nucleicacid,Sample_weight
CCCCCCCC/C=C\CCCCCCCC(CCCCCCC/C=C\CCCCCCCC)(C(=O)NCC(=O)OC(C)(C)C)N1CCN(C)CC1,0.226941316,35.0,16.0,46.5,2.5,10.0,6.613715707055278,3,34,12.5055,0.872340426,61.88,1,5,53,743.6903937,229.5597,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CCCCCCCC/C=C\CCCCCCCC(CCCCCCC/C=C\CCCCCCCC)(C(=O)NCS(=O)(=O)c1ccc(C)cc1)N(C)CCO,0.466904932,35.0,16.0,46.5,2.5,10.0,6.651915483799623,2,37,12.58032,0.765957447,86.71,2,5,54,772.6151802,232.7253,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CCCCCCCC/C=C\CCCCCCCC(CCCCCCC/C=C\CCCCCCCC)(C(=O)NCC(=O)OC(C)(C)C)N(C)CCO,0.27878529,35.0,16.0,46.5,2.5,10.0,6.579519231645185,2,36,12.1822,0.866666667,78.87,2,5,51,718.6587592,220.2055,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CCCCCCCC/C=C\CCCCCCCC(CCCCCCC/C=C\CCCCCCCC)(NCCN(CC)CC)C(=O)NC(C)(C)C,-0.177608588,35.0,16.0,46.5,2.5,10.0,6.555718135231501,3,37,13.6463,0.891304348,44.37,2,3,50,701.7162145,225.3214,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CCCCCCCC/C=C\CCCCCCCC(CCCCCCC/C=C\CCCCCCCC)(NCCN(CC)CC)C(=O)NCCCC,-0.488716131,35.0,16.0,46.5,2.5,10.0,6.5557181352315,3,40,13.6479,0.891304348,44.37,2,3,50,701.7162145,225.3434,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CCCCCCCC/C=C\CCCCCCCC(CCCCCCC/C=C\CCCCCCCC)(NCCN(CC)CC)C(=O)NCCCCC,-0.379821543,35.0,16.0,46.5,2.5,10.0,6.575467674561857,3,41,14.038,0.893617021,44.37,2,3,51,715.7318646,229.9604,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CCCCCCCC/C=C\CCCCCCCC1(CCCCCCC/C=C\CCCCCCCC)C=NC(C(=O)OC)N1CCN(CC)CC,0.749568192,35.0,16.0,46.5,2.5,10.0,6.55278459625063,3,36,13.0275,0.866666667,45.14,0,5,50,699.664179,220.425,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CCCCCCCC/C=C\CCCCCCCC1(CCCCCCC/C=C\CCCCCCCC)C=NC(C)(C(=O)OC(C)(C)C)N1CCN(CC)CC,1.480471016,35.0,16.0,46.5,2.5,10.0,6.6297621170775995,3,36,14.5863,0.87755102,45.14,0,5,54,755.7267792,238.871,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CCCCCCCC/C=C\CCCCCCCC1(CCCCCCC/C=C\CCCCCCCC)C=NC(CC(=O)OCC)N1CCN(CC)CC,0.177443084,35.0,16.0,46.5,2.5,10.0,6.592013866200361,3,38,13.8077,0.872340426,45.14,0,5,52,727.6954791,229.659,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CCCCCCCC/C=C\CCCCCCCC(CCCCCCC/C=C\CCCCCCCC)(NCCN(CC)CC)C(=O)NC1CCCCC1,-0.775166623,35.0,16.0,46.5,2.5,10.0,6.592074200507288,3,38,14.1805,0.895833333,44.37,2,3,52,727.7318646,232.4414,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CCCCCCCCCCC(CCCCCCCCCC)(NCCN(CC)CC)C(=O)NC(C)(C)C,1.474084304,35.0,16.0,46.5,2.5,10.0,6.236189534855771,3,25,8.6329,0.96875,44.37,2,3,36,509.5284138,160.8714,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CCCCCCCCCCC(CCCCCCCCCC)(NCCN(CC)CC)C(=O)NCCCC,1.336896756,35.0,16.0,46.5,2.5,10.0,6.236189534855771,3,28,8.6345,0.96875,44.37,2,3,36,509.5284138,160.8934,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CCCCCCCCCCC(CCCCCCCCCC)(NCCN(CC)CC)C(=O)NCCCCC,1.015041733,35.0,16.0,46.5,2.5,10.0,6.263274445402783,3,29,9.0246,0.96969697,44.37,2,3,37,523.5440638,165.5104,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CCCCCCCCCCC1(CCCCCCCCCC)C=NC(C(=O)OC)N1CCN(CC)CC,-0.389787299,35.0,16.0,46.5,2.5,10.0,6.2321493471988525,3,24,8.0141,0.935483871,45.14,0,5,36,507.4763782,155.975,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CCCCCCCCCCC1(CCCCCCCCCC)C=NC(C(=O)OCC)N1CCN(CC)CC,1.856763869,35.0,16.0,46.5,2.5,10.0,6.259342429762363,3,25,8.4042,0.9375,45.14,0,5,37,521.4920283,160.592,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CCCCCCCCCCC1(CCCCCCCCCC)C=NC(C(=O)OC(C)(C)C)N1CCN(CC)CC,3.323535609,35.0,16.0,46.5,2.5,10.0,6.311605944225867,3,24,9.1828,0.941176471,45.14,0,5,39,549.5233284,169.804,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CCCCCCCCCCC1(CCCCCCCCCC)C=NC(C)(C(=O)OC(C)(C)C)N1CCN(CC)CC,-0.93426936,35.0,16.0,46.5,2.5,10.0,6.336747852007745,3,24,9.5729,0.942857143,45.14,0,5,40,563.5389784,174.421,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CCCCCCCCCCC1(CCCCCCCCCC)C=NC(CC(=O)OCC)N1CCN(CC)CC,-0.650820343,35.0,16.0,46.5,2.5,10.0,6.2858155825100575,3,26,8.7943,0.939393939,45.14,0,5,38,535.5076783,165.209,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CCCCCCCCCCC(CCCCCCCCCC)(NCCN(CC)CC)C(=O)NCS(=O)(=O)c1ccc(C)cc1,3.159151031,35.0,16.0,46.5,2.5,10.0,6.434573805734583,3,28,8.57422,0.805555556,78.51,2,5,43,621.490314,184.3502,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CCCCCCCCCCC(CCCCCCCCCC)(NCCN(CC)CC)C(=O)NC1CCCCC1,0.348322866,35.0,16.0,46.5,2.5,10.0,6.285897530793286,3,26,9.1671,0.970588235,44.37,2,3,38,535.5440638,167.9914,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CCCCCCCCCC(CCCCCCCCC)(NCCN(CC)CC)C(=O)NC(C)(C)C,-1.250602574,35.0,16.0,46.5,2.5,10.0,6.179714330524829,3,23,7.8527,0.966666667,44.37,2,3,34,481.4971136,151.6374,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CCCCCCCCCC(CCCCCCCCC)(NCCN(CC)CC)C(=O)NCCCC,-1.300524633,35.0,16.0,46.5,2.5,10.0,6.179714330524829,3,26,7.8543,0.966666667,44.37,2,3,34,481.4971136,151.6594,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CCCCCCCCCC(CCCCCCCCC)(NCCN(CC)CC)C(=O)NCCCCC,-1.32722321,35.0,16.0,46.5,2.5,10.0,6.2083505608073875,3,27,8.2444,0.967741935,44.37,2,3,35,495.5127637,156.2764,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CCCCCCCCCC1(CCCCCCCCC)C=NC(C(=O)OC)N1CCN(CC)CC,1.80329897,35.0,16.0,46.5,2.5,10.0,6.175438903941801,3,22,7.2339,0.931034483,45.14,0,5,34,479.4450781,146.741,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CCCCCCCCCC1(CCCCCCCCC)C=NC(C(=O)OCC)N1CCN(CC)CC,1.429955949,35.0,16.0,46.5,2.5,10.0,6.204196081008184,3,23,7.624,0.933333333,45.14,0,5,35,493.4607281,151.358,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CCCCCCCCCC1(CCCCCCCCC)C=NC(C(=O)OC(C)(C)C)N1CCN(CC)CC,-0.355911315,35.0,16.0,46.5,2.5,10.0,6.259342429762363,3,22,8.4026,0.9375,45.14,0,5,37,521.4920283,160.57,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CCCCCCCCCC1(CCCCCCCCC)C=NC(C)(C(=O)OC(C)(C)C)N1CCN(CC)CC,-0.742906755,35.0,16.0,46.5,2.5,10.0,6.2858155825100575,3,22,8.7927,0.939393939,45.14,0,5,38,535.5076783,165.187,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CCCCCCCCCC1(CCCCCCCCC)C=NC(CC(=O)OCC)N1CCN(CC)CC,-0.647189246,35.0,16.0,46.5,2.5,10.0,6.2321493471988525,3,24,8.0141,0.935483871,45.14,0,5,36,507.4763782,155.975,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CCCCCCCCCC(CCCCCCCCC)(NCCN(CC)CC)C(=O)NCS(=O)(=O)c1ccc(C)cc1,-0.306168408,35.0,16.0,46.5,2.5,10.0,6.388499218738121,3,26,7.79402,0.794117647,78.51,2,5,41,593.4590139,175.1162,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CCCCCCCCCC(CCCCCCCCC)(NCCN(CC)CC)C(=O)NC1CCCCC1,-1.091537082,35.0,16.0,46.5,2.5,10.0,6.232235813290442,3,24,8.3869,0.96875,44.37,2,3,36,507.5127637,158.7574,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CCCCCCCCC(CCCCCCCC)(NCCN(CC)CC)C(=O)NC(C)(C)C,-0.978701031,35.0,16.0,46.5,2.5,10.0,6.119857761876381,3,21,7.0725,0.964285714,44.37,2,3,32,453.4658135,142.4034,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CCCCCCCCC(CCCCCCCC)(NCCN(CC)CC)C(=O)NCCCC,-1.326804479,35.0,16.0,46.5,2.5,10.0,6.119857761876382,3,24,7.0741,0.964285714,44.37,2,3,32,453.4658135,142.4254,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CCCCCCCCC(CCCCCCCC)(NCCN(CC)CC)C(=O)NCCCCC,-0.409947695,35.0,16.0,46.5,2.5,10.0,6.150233830460997,3,25,7.4642,0.965517241,44.37,2,3,33,467.4814636,147.0424,False,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CCCCCCCCC1(CCCCCCCC)C=NC(C(=O)OC)N1CCN(CC)CC,0.0274427,35.0,16.0,46.5,2.5,10.0,6.11531800927498,3,20,6.4537,0.925925926,45.14,0,5,32,451.4137779,137.507,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CCCCCCCCC1(CCCCCCCC)C=NC(C(=O)OCC)N1CCN(CC)CC,1.619136637,35.0,16.0,46.5,2.5,10.0,6.145830203826053,3,21,6.8438,0.928571429,45.14,0,5,33,465.429428,142.124,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CCCCCCCCC1(CCCCCCCC)C=NC(C(=O)OC(C)(C)C)N1CCN(CC)CC,1.409193479,35.0,16.0,46.5,2.5,10.0,6.204196081008184,3,20,7.6224,0.933333333,45.14,0,5,35,493.4607281,151.336,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CCCCCCCCC1(CCCCCCCC)C=NC(C)(C(=O)OC(C)(C)C)N1CCN(CC)CC,-0.711599526,35.0,16.0,46.5,2.5,10.0,6.2321493471988525,3,20,8.0125,0.935483871,45.14,0,5,36,507.4763782,155.953,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.1,1.0
CCCCCCCCC1(CCCCCCCC)C=NC(CC(=O)OCC)N1CCN(CC)CC,-0.826712884,35.0,16.0,46.5,2.5,10.0,6.175438903941801,3,22,7.2339,0.931034483,45.14,0,5,34,479.4450781,146.741,True,False,False,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.1,1.0
