fold,pearson,r2,spearman,mse,mae,n_vals,note
0,0.8238185261279432,0.660713691367566,0.817250420921376,0.005181271074202835,0.04717930631520467,57.0,
1,0.8736462427666474,0.7279654304918215,0.8711855433701278,0.00511470996827716,0.05301745976725146,57.0,
2,0.8444314923001129,0.6982675083326106,0.8511675509940692,0.005423559770534245,0.05236322959646464,66.0,
3,0.8559449458363031,0.6602325577760453,0.8427258906497166,0.0057122521498902,0.05969900833444445,60.0,
4,0.8684511396847638,0.6468065011016578,0.8565671057996256,0.005567429184562734,0.060248587613333314,60.0,
Mean,0.8532584693431542,0.6787971378139404,0.8477793023469828,0.005399844429493435,0.054501518325339705,60.0,
