fold,pearson,r2,spearman,mse,mae,n_vals,note
0,0.8344136520387017,0.30831098882969643,0.7750093570800715,0.025332767686841073,0.09685034339166666,24.0,
1,0.9055143776645448,0.3681905244513777,0.8762734407744568,0.02789481914884286,0.10540290623333333,24.0,
2,0.926711091333245,0.662667760594554,0.8730819430895662,0.010381060670195886,0.06587056580624998,16.0,
3,0.8856916614664936,0.44129663595585533,0.8637353935559509,0.02328767788659263,0.10169618489583333,24.0,
4,0.8603599016689583,0.39669678611229786,0.7797223919259969,0.02663881805350608,0.10539015650833333,24.0,
Mean,0.8825381368343888,0.43543253918875624,0.8335645052852085,0.022707028689195705,0.09504203136708332,22.4,
