fold,pearson,r2,spearman,mse,mae,n_vals,note
0,0.45695564557091917,0.09477831578268259,0.38054257785779183,0.0033209232573826585,0.04271317751612904,31.0,
1,0.5733549168645152,0.28690995053846957,0.45557132247741156,0.00420593920795964,0.042280943442857155,28.0,
2,0.5993171420899838,0.31103294245341195,0.49143142507185333,0.004831474471234039,0.05559697888400002,25.0,
3,0.4973542136046725,-0.043186973962445085,0.4146377997125865,0.006451480774683923,0.07312124201724139,29.0,
4,0.4926454865005577,0.19754462499879777,0.4443748714191427,0.0031162746849718844,0.04391304180740741,27.0,
Mean,0.5239254809261297,0.16941577196218335,0.43731159930775715,0.004385218479246429,0.051525076733527006,28.0,
