fold,pearson,r2,spearman,mse,mae,n_vals,note
0,0.3973230807722708,0.10035586512478323,0.36780342568976376,0.046204179880911266,0.17538327908125004,48.0,
1,0.538868281767237,0.13881296632928664,0.5153144883527927,0.048571731887002416,0.19190114864666666,45.0,
2,0.5337109619609307,0.06446302877012566,0.5147504960437586,0.048755431919500165,0.18462185714000004,50.0,
3,0.4985136382346936,0.09051462533560584,0.42030765035538264,0.050758711085486664,0.18954322817708336,48.0,
4,0.5187975729693459,0.05521399172958852,0.3847331330611962,0.04057179225539281,0.17722172069555556,45.0,
Mean,0.49744270714089556,0.08987209545787797,0.44058183870057877,0.046972369405658666,0.18373424674811112,47.2,
