fold,pearson,r2,spearman,mse,mae,n_vals,note
0,0.7628776228970344,-0.02010143081091642,0.8655104356759199,0.019056799630477836,0.11260904716666666,24.0,
1,0.8128622036281332,0.07900975308179659,0.899285206759761,0.020776017301514595,0.11868293723333334,24.0,
2,0.9102165228848298,0.49096370435737247,0.9184137999258055,0.01292317108062828,0.09164655913125001,16.0,
3,0.7194042014161847,0.21744929531283297,0.8833459903831681,0.016594316219540328,0.10782622824166666,24.0,
4,0.781367064281178,0.12033630923435545,0.8288288632254773,0.019942579820491985,0.1158468820375,24.0,
Mean,0.7973455230214721,0.17753152623508822,0.8790768591940263,0.017858576810530605,0.10932233076208334,22.4,
