fold,pearson,r2,spearman,mse,mae,n_vals,note
0,0.24059167279234542,-0.00802426197633932,0.18693495686595443,0.0016130078411495455,0.031144615348214277,56.0,
1,0.024034249192543947,-0.15360184045869119,0.0001405240248643047,0.0014117804667481677,0.030469066223214287,56.0,
2,0.19234712497902415,0.01757921403196927,0.2272998629544059,0.001507201429579989,0.03014488957222221,54.0,
3,0.11623081228641882,-0.2691519092198267,0.1395580677840894,0.0021042059074514,0.039327699507407415,54.0,
4,-0.07616651459730527,-0.12458859927586086,0.057830857011156186,0.0019113167301865173,0.03545254692166666,60.0,
Mean,0.09940746893060541,-0.10755747937974976,0.12235285372809405,0.0017095024750231238,0.033307763514544966,56.0,
