IL_SMILES,Experiment_value,rel,IL_molratio,HL_molratio,CHL_molratio,PEG_molratio,IL_to_nucleicacid_massratio,molwtlog1p,Nitrogen.Count,Rotatable.Bonds,LogP,Fraction.sp3.Carbons,Topological.Polar.Surface.Area,Hydrogen.Bond.Donors,Hydrogen.Bond.Acceptors,Heavy.Atoms,van.der.Waals.Molecular.Volume,Molar.Refractivity,has_ester,has_carbonate,has_disulfide,Cargo_type_FLuc,Cargo_type_GFP,Model_type_A549,Model_type_BeWo_b30,Model_type_DC2.4,Model_type_HEK293T,Model_type_HeLa,Model_type_HepG2,Model_type_IGROV1,Model_type_RAW264.7,HL_name_14PA,HL_name_18PG,HL_name_DDAB,HL_name_DOPE,HL_name_DOTAP,HL_name_DSPC,HL_name_MDOA,num_protonatable_nitrogens,num_unsaturated_cc_bonds,Num_carbon_in_tail,Dose_ug_nucleicacid,Sample_weight
CCCCCCCC/C=C\CCCCCCCCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCCCCCCC/C=C\CCCCCCCC)CCCCCC,2.015563649,2,35.0,16.0,46.5,2.5,10.0,7.2219840977141025,2,76,25.52010000000004,0.8588235294117647,130.14,0,12,97,1367.191649256,411.7790000000019,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4,18,0.05,1.0
CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN1CCC(CCCC2CCN(CCO)CC2)CC1)CCCCCC,2.007198727,2,35.0,16.0,46.5,2.5,10.0,6.787182981950455,2,41,14.48899999999997,0.8545454545454545,88.54,1,8,63,884.75813892,265.2547999999989,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,18,0.05,1.0
CCCCCCCCCCCCCCCCCCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCCCCCCCCCCCCCCCCC)CCCCCC,1.99066982,2,35.0,16.0,46.5,2.5,10.0,7.224924549170173,2,78,25.96810000000005,0.9058823529411764,130.14,0,12,97,1371.222949384,411.96700000000175,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,18,0.05,1.0
CCCCCCCC/C=C\CCCCCCCCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCCCCCCC/C=C\CCCCCCCC)CCN(C)C)CCCCCC,1.968753678,2,35.0,16.0,46.5,2.5,10.0,7.211686614177809,2,75,25.13000000000004,0.8571428571428571,130.14,0,12,96,1353.1759991920003,407.1620000000018,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4,18,0.05,1.0
CCCCC#CCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCC#CCCCC)CCN(C)CCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCC#CCCCC)CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCC#CCCCC)CCCCCC,1.920741817,2,35.0,16.0,46.5,2.5,10.0,7.613319053597155,3,98,30.70660000000009,0.8016528925619835,257.03999999999996,0,23,144,2022.5272960239995,586.1090000000025,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,8,12,0.05,1.0
CCCCCCC#CCCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(C)CCN(CCN(C)CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCC#CCCCCCC)CCN(C)CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCC#CCCCCCC)CCCCCC,1.909499462,2,35.0,16.0,46.5,2.5,10.0,7.4648856952241776,4,87,26.483000000000057,0.8285714285714286,198.44999999999996,0,19,124,1743.3914712519995,512.2830000000023,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,6,12,0.05,1.0
CCCCCCCC/C=C\CCCCCCCCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCCCCCCC/C=C\CCCCCCCC)CCN(CC)CC)CCCCCC,1.904280719,2,35.0,16.0,46.5,2.5,10.0,7.232176622971359,2,77,25.91020000000004,0.8604651162790697,130.14,0,12,98,1381.2072993200002,416.39600000000195,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4,18,0.05,1.0
CCCCCCCC/C=C\CCCCCCCCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCCCCCCC/C=C\CCCCCCCC)CCc1ccccn1)CCCCCC,1.896378149,2,35.0,16.0,46.5,2.5,10.0,7.236478281985931,2,75,26.206100000000045,0.8045977011494253,139.79000000000002,0,12,99,1387.1603491280002,416.5490000000021,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4,18,0.05,1.0
CCCCCCCC/C=C\CCCCCCCCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN1CCC(N2CCN(CC)CC2)CC1)CCCCCC,1.891845891,2,35.0,16.0,46.5,2.5,10.0,6.723035248147549,3,38,13.22829999999998,0.8823529411764706,71.55,0,8,59,829.72717314,249.23299999999873,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,18,0.05,1.0
CCCCCCC#CCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN1CCN(c2ccncc2)CC1)CCCCCC,1.867163245,2,35.0,16.0,46.5,2.5,10.0,6.505748185045263,3,26,9.279900000000003,0.725,81.2,0,8,48,667.49242218,196.0569999999992,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,12,0.05,1.0
CCCCCCCCCCCCCCCCCCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCCN(CC)CC)CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCCCCCCCCCCCCCCCCC)CCCCCC,1.847910163,2,35.0,16.0,46.5,2.5,10.0,7.245147806291654,2,80,26.74830000000005,0.9080459770114944,130.14,0,12,99,1399.254249512,421.2010000000019,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,18,0.05,1.0
CCCCCCCC/C=C\CCCCCCCCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCCN1CCCCC1)CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCCCCCCC/C=C\CCCCCCCC)CCCCCC,1.809339902,2,35.0,16.0,46.5,2.5,10.0,7.250825699631576,2,76,26.444400000000048,0.8636363636363636,130.14,0,12,100,1407.222949384,423.5160000000021,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4,18,0.05,1.0
CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)CCN(CC)CC)CCCCCC,1.794006285,2,35.0,16.0,46.5,2.5,10.0,7.229257449792367,2,75,25.46220000000004,0.813953488372093,130.14,0,12,98,1377.1759991920003,416.208000000002,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,6,18,0.05,1.0
CCCC#CCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCC#CCCC)CCN(C)CCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCC#CCCC)CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCC#CCCC)CCCCCC,1.789031042,2,35.0,16.0,46.5,2.5,10.0,7.585220132139975,3,94,29.14620000000008,0.7948717948717948,257.03999999999996,0,23,140,1966.4646957679995,567.6410000000025,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,8,12,0.05,1.0
CCCCCCCCCCCCCCCCCCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCCN1CCCCC1)CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCCCCCCCCCCCCCCCCC)CCCCCC,1.786994725,2,35.0,16.0,46.5,2.5,10.0,7.253682674374104,2,78,26.892400000000052,0.9090909090909092,130.14,0,12,100,1411.254249512,423.704000000002,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,18,0.05,1.0
CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCCN1CCCCC1)CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)CCCCCC,1.758669202,2,35.0,16.0,46.5,2.5,10.0,7.247960539192457,2,74,25.996400000000044,0.8181818181818182,130.14,0,12,100,1403.191649256,423.3280000000022,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,6,18,0.05,1.0
CCCCCCCCCCCCCCCCCCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(C)CCCN(C)CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCCCCCCCCCCCCCCCCC)CCCCCC,1.757412383,2,35.0,16.0,46.5,2.5,10.0,7.224924549170173,2,78,25.96810000000005,0.9058823529411764,130.14,0,12,97,1371.222949384,411.96700000000175,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,18,0.05,1.0
CCCCCCCC/C=C\CCCCCCCCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCN(CC)CC)CCN(CC)CC)CCCCCC,1.755394642,2,35.0,16.0,46.5,2.5,10.0,6.7445255086615825,3,46,14.111999999999975,0.8846153846153846,71.55,0,8,60,847.7741233319999,258.0999999999987,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,18,0.05,1.0
CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN1CCC(CO)CC1)CCCCCC,1.750151915,2,35.0,16.0,46.5,2.5,10.0,6.616294074598275,1,36,12.60669999999998,0.8260869565217391,85.30000000000001,1,7,53,745.6220393760001,222.239799999999,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,18,0.05,1.0
CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN1CCC(N2CCN(CC)CC2)CC1)CCCCCC,1.746457478,2,35.0,16.0,46.5,2.5,10.0,6.720607293697743,3,37,13.00429999999998,0.8431372549019608,71.55,0,8,59,827.7115230759999,249.1389999999988,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,18,0.05,1.0
CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(C)CCO)CCCCCC,1.741560748,2,35.0,16.0,46.5,2.5,10.0,6.5611805839369435,1,37,11.826499999999983,0.813953488372093,85.30000000000001,1,7,50,705.5907392480001,210.5727999999991,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,18,0.05,1.0
CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCCN1CCN(CCCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)CC1)CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)CCCCCC,1.727784758,2,35.0,16.0,46.5,2.5,10.0,7.910337462094889,4,148,49.65219999999976,0.8117647058823529,260.2799999999999,0,24,194,2722.289398127999,818.9540000000032,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,12,18,0.05,1.0
CCCCC#CCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCC#CCCCC)CCN1CCCCN(C)CC1)CCCCCC,1.72183057,2,35.0,16.0,46.5,2.5,10.0,7.026146129881404,3,49,15.908199999999963,0.8208955223880597,133.38000000000002,0,13,80,1123.873896944,327.47700000000026,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4,12,0.05,1.0
CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)CCc1cn(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)cn1)CCCCCC,1.717655214,2,35.0,16.0,46.5,2.5,10.0,7.603465671705245,3,108,37.4756,0.784,206.54999999999995,0,18,143,2002.646623308,600.3410000000026,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,9,18,0.05,1.0
CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCCN(C)C)CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)CCCCCC,1.710497801,2,35.0,16.0,46.5,2.5,10.0,7.219034974498111,2,74,25.07210000000003,0.8117647058823529,130.14,0,12,97,1363.160349128,411.59100000000194,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,6,18,0.05,1.0
CCCC#CCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN1CCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCC#CCCC)CCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCC#CCCC)CC1)CCCCCC,1.705588284,2,35.0,16.0,46.5,2.5,10.0,7.325293874990826,3,66,21.624000000000013,0.8,195.20999999999995,0,18,108,1516.1301711959998,437.26800000000213,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,6,12,0.05,1.0
CCCCCCC#CCCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(C)CCCN(C)CCCN(C)CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCC#CCCCCCC)CCCCCC,1.703501087,2,35.0,16.0,46.5,2.5,10.0,7.099913298760421,3,60,18.494799999999987,0.8356164383561644,133.38,0,13,86,1209.9834473920002,357.2930000000008,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4,12,0.05,1.0
CCCCCCCC/C=C\CCCCCCCCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCCN1CCN(CCCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCCCCCCC/C=C\CCCCCCCC)CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCCCCCCC/C=C\CCCCCCCC)CC1)CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCCCCCCC/C=C\CCCCCCCC)CCCCCC,1.680235662,2,35.0,16.0,46.5,2.5,10.0,7.913292022522338,4,152,50.548199999999746,0.8588235294117647,260.2799999999999,0,24,194,2730.3519983839997,819.3300000000035,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,8,18,0.05,1.0
CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCCN(CC)CC)CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCCCCCCC/C=C\C/C=C\CCCCC)CCCCCC,1.670481961,2,35.0,16.0,46.5,2.5,10.0,7.239376482631738,2,76,25.85230000000004,0.8160919540229885,130.14,0,12,99,1391.191649256,420.82500000000215,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,6,18,0.05,1.0
CCCCCCC#CCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN1CCN=C1C)CCCCCC,1.666422216,2,35.0,16.0,46.5,2.5,10.0,6.379908954770692,2,25,8.796700000000007,0.8,77.43,0,7,42,588.45022302,172.71599999999953,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,12,0.05,1.0
CCCC#CCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCC#CCCC)CCN(C)C)CCCCCC,1.665309499,2,35.0,16.0,46.5,2.5,10.0,6.922147216429115,2,47,14.661999999999972,0.8,130.14,0,12,72,1012.769097528,293.62599999999964,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4,12,0.05,1.0
CCCCCCC#CCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCC#CCCCCCC)CCN(C)CCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCC#CCCCCCC)CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCC#CCCCCCC)CCCCCC,1.660721888,2,35.0,16.0,46.5,2.5,10.0,7.667253711689576,3,106,33.82740000000006,0.813953488372093,257.03999999999996,0,23,152,2134.6524965359995,623.0450000000026,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,8,12,0.05,1.0
CCC#CCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCC#CCC)CCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCC#CCC)CCN1CCN(CCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCC#CCC)CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCC#CCC)CC1)CCCCCC,1.658262899,2,35.0,16.0,46.5,2.5,10.0,7.807739784021977,5,114,34.089500000000065,0.7931034482758621,325.35,0,30,175,2456.8053683399985,705.6950000000027,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,10,12,0.05,1.0
CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN1CCN(CCN(C)C)CC1)CCCCCC,1.622829222,2,35.0,16.0,46.5,2.5,10.0,6.671090729563147,3,38,12.081599999999986,0.8333333333333334,71.55,0,8,56,787.6802229479999,237.42399999999887,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,18,0.05,1.0
CCCCCCCC/C=C\CCCCCCCCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCCN(CC)CC)CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCCCCCCC/C=C\CCCCCCCC)CCCCCC,1.612662532,2,35.0,16.0,46.5,2.5,10.0,7.242266307978016,2,78,26.30030000000005,0.8620689655172413,130.14,0,12,99,1395.222949384,421.013000000002,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,4,18,0.05,1.0
CCCCCCCCCCCCCCCCCCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCC(=O)OCCCCCCCC/C=C\CC(CCCCCC)OC(=O)OCCCCCCCCCCCCCCCCCC)CCN(CC)CC)CCCCCC,1.608986834,2,35.0,16.0,46.5,2.5,10.0,7.2350872993758415,2,79,26.358200000000046,0.9069767441860463,130.14,0,12,98,1385.2385994480003,416.5840000000019,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,18,0.05,1.0
CCCCC/C=C\C/C=C\CCCCCCCCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN(CCN(CC)CC)CCN(CC)CC)CCCCCC,1.603898281,2,35.0,16.0,46.5,2.5,10.0,6.742149236309026,3,45,13.887999999999977,0.8461538461538461,71.55,0,8,60,845.758473268,258.0059999999987,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,18,0.05,1.0
CCCCCCCC/C=C\CCCCCCCCOC(=O)OC(C/C=C\CCCCCCCCOC(=O)CCN1CCN(c2cccnc2)CC1)CCCCCC,1.585372247,2,35.0,16.0,46.5,2.5,10.0,6.681149491037721,3,37,13.343599999999975,0.7755102040816326,81.2,0,8,57,795.6489228199999,238.97399999999888,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,18,0.05,1.0
