Lipid_name,Num_carbon_in_tail,Num_tails,MolWt,num_unsaturated_cc_bonds,num_protonatable_nitrogens
A1Iso8CC7,7,2,449.7240000000004,0,3
A1Iso9CC7,7,2,535.8390000000005,0,2
A1Iso10CC7,7,2,449.7680000000004,0,2
A1Iso1CC6,6,2,381.6490000000001,0,2
A1Iso2CC6,6,2,381.6490000000001,0,2
A1Iso3CC6,6,2,395.67600000000016,0,2
A1Iso4CC6,6,2,379.58900000000017,0,3
A1Iso5CC6,6,2,393.6160000000002,0,3
A1Iso6CC6,6,2,421.6700000000003,0,3
A1Iso7CC6,6,2,435.69700000000034,0,3
A1Iso8CC6,6,2,407.64300000000026,0,3
A1Iso9CC6,6,2,493.75800000000055,0,2
A1Iso10CC6,6,2,407.68700000000024,0,2
A1Iso1C6,6,2,369.6380000000001,0,2
A1Iso2C6,6,2,369.6380000000001,0,2
A1Iso3C6,6,2,383.66500000000013,0,2
A1Iso4C6,6,2,367.57800000000015,0,3
A1Iso5C6,6,2,381.60500000000013,0,3
A1Iso6C6,6,2,409.6590000000002,0,3
A1Iso7C6,6,2,423.6860000000003,0,3
A1Iso8C6,6,2,395.6320000000002,0,3
A1Iso9C6,6,2,481.74700000000047,0,2
A1Iso10C6,6,2,395.67600000000016,0,2
A2Iso12DC18,18,2,714.2649999999996,2,2
A2Iso22DC18,18,2,714.2649999999996,2,2
A2Iso32DC18,18,2,728.2919999999996,2,2
A2Iso42DC18,18,2,712.2049999999997,2,3
A2Iso72DC18,18,2,768.3129999999995,2,3
A2Iso82DC18,18,2,740.2589999999994,2,3
A2Iso102DC18,18,2,740.3029999999995,2,2
A2Iso1C11,11,2,521.9190000000006,0,2
A2Iso2C11,11,2,521.9190000000006,0,2
A2Iso3C11,11,2,535.9460000000004,0,2
A2Iso4C11,11,2,519.8590000000005,0,3
A2Iso5C11,11,2,533.8860000000004,0,3
A2Iso6C11,11,2,561.9400000000003,0,3
A2Iso7C11,11,2,575.9670000000003,0,3
A2Iso8C11,11,2,547.9130000000004,0,3
A2Iso9C11,11,2,634.0280000000001,0,2
A2Iso10C11,11,2,547.9570000000003,0,2
A2Iso1C10,10,2,493.8650000000005,0,2
A2Iso2C10,10,2,493.8650000000005,0,2
A2Iso3C10,10,2,507.89200000000056,0,2
A2Iso4C10,10,2,491.8050000000005,0,3
A2Iso5C10,10,2,505.83200000000056,0,3
A2Iso6C10,10,2,533.8860000000004,0,3
A2Iso7C10,10,2,547.9130000000004,0,3
A2Iso8C10,10,2,519.8590000000005,0,3
A2Iso9C10,10,2,605.9740000000002,0,2
A2Iso10C10,10,2,519.9030000000005,0,2
A2Iso1C9,9,2,465.8110000000004,0,2
A2Iso2C9,9,2,465.8110000000004,0,2
A2Iso3C9,9,2,479.8380000000005,0,2
A2Iso4C9,9,2,463.7510000000004,0,3
A2Iso5C9,9,2,477.7780000000005,0,3
A2Iso6C9,9,2,505.83200000000056,0,3
A2Iso7C9,9,2,519.8590000000005,0,3
A2Iso8C9,9,2,491.8050000000005,0,3
A2Iso9C9,9,2,577.9200000000003,0,2
A2Iso10C9,9,2,491.8490000000005,0,2
A2Iso1C8,8,2,437.75700000000035,0,2
A2Iso2C8,8,2,437.75700000000035,0,2
A2Iso3C8,8,2,451.7840000000004,0,2
A2Iso4C8,8,2,435.69700000000034,0,3
A2Iso5C8,8,2,449.7240000000004,0,3
A2Iso6C8,8,2,477.7780000000005,0,3
A2Iso7C8,8,2,491.8050000000005,0,3
A2Iso8C8,8,2,463.7510000000004,0,3
A2Iso9C8,8,2,549.8660000000004,0,2
A2Iso10C8,8,2,463.7950000000004,0,2
A2Iso1C7,7,2,409.70300000000026,0,2
A2Iso2C7,7,2,409.70300000000026,0,2
A2Iso3C7,7,2,423.7300000000003,0,2
A2Iso4C7,7,2,407.64300000000026,0,3
A2Iso5C7,7,2,421.6700000000003,0,3
A2Iso6C7,7,2,449.7240000000004,0,3
A2Iso7C7,7,2,463.7510000000005,0,3
A2Iso8C7,7,2,435.69700000000034,0,3
A2Iso9C7,7,2,521.8120000000006,0,2
A2Iso10C7,7,2,435.7410000000003,0,2
A2Iso1CC7,7,2,435.7410000000003,0,2
A2Iso2CC7,7,2,435.7410000000003,0,2
A2Iso3CC7,7,2,449.7680000000004,0,2
A2Iso4CC7,7,2,433.6810000000004,0,3
A2Iso5CC7,7,2,447.7080000000004,0,3
A2Iso6CC7,7,2,475.7620000000005,0,3
A2Iso7CC7,7,2,489.78900000000056,0,3
A2Iso8CC7,7,2,461.73500000000047,0,3
A2Iso9CC7,7,2,547.8500000000005,0,2
A2Iso10CC7,7,2,461.7790000000005,0,2
A2Iso1CC6,6,2,393.6600000000002,0,2
A2Iso2CC6,6,2,393.6600000000002,0,2
A2Iso3CC6,6,2,407.68700000000024,0,2
A2Iso4CC6,6,2,391.60000000000025,0,3
A2Iso5CC6,6,2,405.6270000000003,0,3
A2Iso6CC6,6,2,433.6810000000004,0,3
A2Iso7CC6,6,2,447.7080000000004,0,3
A2Iso8CC6,6,2,419.65400000000034,0,3
A2Iso9CC6,6,2,505.76900000000063,0,2
A2Iso10CC6,6,2,419.6980000000003,0,2
A2Iso1C6,6,2,381.64900000000017,0,2
A2Iso2C6,6,2,381.64900000000017,0,2
A2Iso3C6,6,2,395.6760000000002,0,2
A2Iso4C6,6,2,379.5890000000002,0,3
A2Iso5C6,6,2,393.6160000000002,0,3
A2Iso6C6,6,2,421.6700000000003,0,3
A2Iso7C6,6,2,435.6970000000004,0,3
A2Iso8C6,6,2,407.64300000000026,0,3
A2Iso9C6,6,2,493.75800000000055,0,2
A2Iso10C6,6,2,407.68700000000024,0,2
A3Iso12DC18,18,2,716.2809999999997,2,2
A3Iso22DC18,18,2,716.2809999999997,2,2
A3Iso32DC18,18,2,730.3079999999997,2,2
A3Iso42DC18,18,2,732.2359999999996,2,2
A3Iso72DC18,18,2,788.3439999999995,2,2
A3Iso82DC18,18,2,760.2899999999995,2,2
A3Iso102DC18,18,2,742.3189999999996,2,2
A3Iso1C11,11,2,523.9350000000005,0,2
A3Iso2C11,11,2,523.9350000000005,0,2
A3Iso3C11,11,2,537.9620000000004,0,2
A3Iso4C11,11,2,539.8900000000004,0,2
A3Iso5C11,11,2,553.9170000000005,0,2
A3Iso6C11,11,2,581.9710000000003,0,2
A3Iso7C11,11,2,595.9980000000003,0,2
A3Iso8C11,11,2,567.9440000000004,0,2
A3Iso9C11,11,2,636.0440000000002,0,2
A3Iso10C11,11,2,549.9730000000005,0,2
A3Iso1C10,10,2,495.8810000000005,0,2
A3Iso2C10,10,2,495.8810000000005,0,2
A3Iso3C10,10,2,509.9080000000005,0,2
A3Iso4C10,10,2,511.8360000000005,0,2
A3Iso5C10,10,2,525.8630000000005,0,2
A3Iso6C10,10,2,553.9170000000005,0,2
A3Iso7C10,10,2,567.9440000000004,0,2
A3Iso8C10,10,2,539.8900000000004,0,2
A3Iso9C10,10,2,607.9900000000004,0,2
A3Iso10C10,10,2,521.9190000000006,0,2
A3Iso1C9,9,2,467.8270000000004,0,2
A3Iso2C9,9,2,467.8270000000004,0,2
A3Iso3C9,9,2,481.8540000000005,0,2
A3Iso4C9,9,2,483.7820000000005,0,2
A3Iso5C9,9,2,497.8090000000005,0,2
A3Iso6C9,9,2,525.8630000000005,0,2
A3Iso7C9,9,2,539.8900000000004,0,2
A3Iso8C9,9,2,511.83600000000047,0,2
A3Iso9C9,9,2,579.9360000000004,0,2
A3Iso10C9,9,2,493.86500000000046,0,2
A3Iso1C8,8,2,439.7730000000003,0,2
A3Iso2C8,8,2,439.7730000000003,0,2
A3Iso3C8,8,2,453.8000000000003,0,2
A3Iso4C8,8,2,455.7280000000003,0,2
A3Iso5C8,8,2,469.7550000000004,0,2
A3Iso6C8,8,2,497.8090000000004,0,2
A3Iso7C8,8,2,511.83600000000047,0,2
A3Iso8C8,8,2,483.7820000000005,0,2
A3Iso9C8,8,2,551.8820000000005,0,2
A3Iso10C8,8,2,465.8110000000004,0,2
A3Iso1C7,7,2,411.7190000000002,0,2
A3Iso2C7,7,2,411.7190000000002,0,2
A3Iso3C7,7,2,425.74600000000027,0,2
A3Iso4C7,7,2,427.67400000000026,0,2
A3Iso5C7,7,2,441.7010000000003,0,2
A3Iso6C7,7,2,469.7550000000004,0,2
A3Iso7C7,7,2,483.7820000000004,0,2
A3Iso8C7,7,2,455.7280000000003,0,2
A3Iso9C7,7,2,523.8280000000005,0,2
A3Iso10C7,7,2,437.7570000000003,0,2
A3Iso1CC7,7,2,437.7570000000003,0,2
A3Iso2CC7,7,2,437.7570000000003,0,2
A3Iso3CC7,7,2,451.78400000000033,0,2
A3Iso4CC7,7,2,453.71200000000033,0,2
A3Iso5CC7,7,2,467.7390000000004,0,2
A3Iso6CC7,7,2,495.79300000000046,0,2
A3Iso7CC7,7,2,509.8200000000005,0,2
A3Iso8CC7,7,2,481.7660000000004,0,2
A3Iso9CC7,7,2,549.8660000000006,0,2
A3Iso10CC7,7,2,463.7950000000004,0,2
A3Iso1CC6,6,2,395.67600000000016,0,2
A3Iso2CC6,6,2,395.67600000000016,0,2
A3Iso3CC6,6,2,409.7030000000002,0,2
A3Iso4CC6,6,2,411.6310000000002,0,2
A3Iso5CC6,6,2,425.65800000000024,0,2
A3Iso6CC6,6,2,453.71200000000033,0,2
A3Iso7CC6,6,2,467.7390000000004,0,2
A3Iso8CC6,6,2,439.6850000000003,0,2
A3Iso9CC6,6,2,507.7850000000006,0,2
A3Iso10CC6,6,2,421.7140000000003,0,2
A3Iso1C6,6,2,383.66500000000013,0,2
A3Iso2C6,6,2,383.66500000000013,0,2
A3Iso3C6,6,2,397.6920000000002,0,2
A3Iso4C6,6,2,399.6200000000002,0,2
A3Iso5C6,6,2,413.6470000000002,0,2
A3Iso6C6,6,2,441.7010000000003,0,2
A3Iso7C6,6,2,455.7280000000003,0,2
A3Iso8C6,6,2,427.67400000000026,0,2
A3Iso9C6,6,2,495.7740000000005,0,2
A3Iso10C6,6,2,409.7030000000002,0,2
A4Iso12DC18,18,2,688.2269999999999,2,2
A4Iso22DC18,18,2,688.2269999999999,2,2
A4Iso32DC18,18,2,702.2539999999998,2,2
A4Iso42DC18,18,2,704.1819999999998,2,2
A4Iso72DC18,18,2,760.2899999999996,2,2
A4Iso82DC18,18,2,732.2359999999996,2,2
A4Iso102DC18,18,2,714.2649999999998,2,2
A4Iso1C11,11,2,495.8810000000005,0,2
A4Iso2C11,11,2,495.8810000000005,0,2
A4Iso3C11,11,2,509.90800000000047,0,2
A4Iso4C11,11,2,511.83600000000047,0,2
A4Iso5C11,11,2,525.8630000000005,0,2
A4Iso6C11,11,2,553.9170000000005,0,2
A4Iso7C11,11,2,567.9440000000004,0,2
A4Iso8C11,11,2,539.8900000000004,0,2
A4Iso9C11,11,2,607.9900000000004,0,2
A4Iso10C11,11,2,521.9190000000006,0,2
A4Iso1C10,10,2,467.8270000000004,0,2
A4Iso2C10,10,2,467.8270000000004,0,2
A4Iso3C10,10,2,481.8540000000005,0,2
A4Iso4C10,10,2,483.7820000000005,0,2
A4Iso5C10,10,2,497.8090000000004,0,2
A4Iso6C10,10,2,525.8630000000005,0,2
A4Iso7C10,10,2,539.8900000000004,0,2
A4Iso8C10,10,2,511.83600000000047,0,2
A4Iso9C10,10,2,579.9360000000004,0,2
A4Iso10C10,10,2,493.86500000000046,0,2
A4Iso1C9,9,2,439.7730000000003,0,2
A4Iso2C9,9,2,439.7730000000003,0,2
A4Iso3C9,9,2,453.8000000000003,0,2
A4Iso4C9,9,2,455.7280000000003,0,2
A4Iso5C9,9,2,469.7550000000004,0,2
A4Iso6C9,9,2,497.8090000000004,0,2
A4Iso7C9,9,2,511.83600000000047,0,2
A4Iso8C9,9,2,483.7820000000004,0,2
A4Iso9C9,9,2,551.8820000000005,0,2
A4Iso10C9,9,2,465.8110000000004,0,2
A4Iso1C8,8,2,411.7190000000002,0,2
A4Iso2C8,8,2,411.7190000000002,0,2
A4Iso3C8,8,2,425.74600000000027,0,2
A4Iso4C8,8,2,427.67400000000026,0,2
A4Iso5C8,8,2,441.7010000000003,0,2
A4Iso6C8,8,2,469.75500000000034,0,2
A4Iso7C8,8,2,483.7820000000004,0,2
A4Iso8C8,8,2,455.7280000000003,0,2
A4Iso9C8,8,2,523.8280000000005,0,2
A4Iso10C8,8,2,437.7570000000003,0,2
A4Iso1C7,7,2,383.66500000000013,0,2
A4Iso2C7,7,2,383.66500000000013,0,2
A4Iso3C7,7,2,397.6920000000002,0,2
A4Iso4C7,7,2,399.6200000000002,0,2
A4Iso5C7,7,2,413.6470000000002,0,2
A4Iso6C7,7,2,441.7010000000003,0,2
A4Iso7C7,7,2,455.7280000000003,0,2
A4Iso8C7,7,2,427.67400000000026,0,2
A4Iso9C7,7,2,495.7740000000005,0,2
A4Iso10C7,7,2,409.7030000000002,0,2
A4Iso1CC7,7,2,409.7030000000002,0,2
A4Iso2CC7,7,2,409.7030000000002,0,2
A4Iso3CC7,7,2,423.73000000000025,0,2
A4Iso4CC7,7,2,425.65800000000024,0,2
A4Iso5CC7,7,2,439.6850000000003,0,2
A4Iso6CC7,7,2,467.7390000000004,0,2
A4Iso7CC7,7,2,481.7660000000004,0,2
A4Iso8CC7,7,2,453.71200000000033,0,2
A4Iso9CC7,7,2,521.8120000000006,0,2
A4Iso10CC7,7,2,435.7410000000003,0,2
A4Iso1CC6,6,2,367.62200000000007,0,2
A4Iso2CC6,6,2,367.62200000000007,0,2
A4Iso3CC6,6,2,381.6490000000001,0,2
A4Iso4CC6,6,2,383.5770000000001,0,2
A4Iso5CC6,6,2,397.60400000000016,0,2
A4Iso6CC6,6,2,425.65800000000024,0,2
A4Iso7CC6,6,2,439.6850000000003,0,2
A4Iso8CC6,6,2,411.6310000000002,0,2
A4Iso9CC6,6,2,479.7310000000005,0,2
A4Iso10CC6,6,2,393.6600000000002,0,2
A4Iso1C6,6,2,355.61100000000005,0,2
A4Iso2C6,6,2,355.61100000000005,0,2
A4Iso3C6,6,2,369.6380000000001,0,2
A4Iso4C6,6,2,371.5660000000001,0,2
A4Iso5C6,6,2,385.5930000000002,0,2
A4Iso6C6,6,2,413.6470000000002,0,2
A4Iso7C6,6,2,427.67400000000026,0,2
A4Iso8C6,6,2,399.6200000000002,0,2
A4Iso9C6,6,2,467.7200000000004,0,2
A4Iso10C6,6,2,381.6490000000001,0,2
A5Iso12DC18,18,2,674.1999999999999,2,2
A5Iso22DC18,18,2,674.1999999999999,2,2
A5Iso32DC18,18,2,688.2269999999999,2,2
A5Iso42DC18,18,2,672.14,2,3
A5Iso72DC18,18,2,728.2479999999998,2,3
A5Iso82DC18,18,2,700.1939999999997,2,3
A5Iso102DC18,18,2,700.2379999999998,2,2
A5Iso1C11,11,2,481.8540000000005,0,2
A5Iso2C11,11,2,481.8540000000005,0,2
A5Iso3C11,11,2,495.8810000000004,0,2
A5Iso4C11,11,2,479.7940000000005,0,3
A5Iso5C11,11,2,493.8210000000005,0,3
A5Iso6C11,11,2,521.8750000000006,0,3
A5Iso7C11,11,2,535.9020000000005,0,3
A5Iso8C11,11,2,507.8480000000005,0,3
A5Iso9C11,11,2,593.9630000000004,0,2
A5Iso10C11,11,2,507.8920000000005,0,2
A5Iso1C10,10,2,453.8000000000003,0,2
A5Iso2C10,10,2,453.8000000000003,0,2
A5Iso3C10,10,2,467.8270000000004,0,2
A5Iso4C10,10,2,451.7400000000003,0,3
A5Iso5C10,10,2,465.7670000000004,0,3
A5Iso6C10,10,2,493.8210000000005,0,3
A5Iso7C10,10,2,507.8480000000005,0,3
A5Iso8C10,10,2,479.7940000000005,0,3
A5Iso9C10,10,2,565.9090000000004,0,2
A5Iso10C10,10,2,479.8380000000004,0,2
A5Iso1C9,9,2,425.74600000000027,0,2
A5Iso2C9,9,2,425.74600000000027,0,2
A5Iso3C9,9,2,439.7730000000003,0,2
A5Iso4C9,9,2,423.68600000000026,0,3
A5Iso5C9,9,2,437.7130000000003,0,3
A5Iso6C9,9,2,465.7670000000004,0,3
A5Iso7C9,9,2,479.7940000000005,0,3
A5Iso8C9,9,2,451.7400000000003,0,3
A5Iso9C9,9,2,537.8550000000006,0,2
A5Iso10C9,9,2,451.78400000000033,0,2
A5Iso1C8,8,2,397.6920000000002,0,2
A5Iso2C8,8,2,397.6920000000002,0,2
A5Iso3C8,8,2,411.7190000000002,0,2
A5Iso4C8,8,2,395.6320000000002,0,3
A5Iso5C8,8,2,409.6590000000002,0,3
A5Iso6C8,8,2,437.7130000000003,0,3
A5Iso7C8,8,2,451.7400000000003,0,3
A5Iso8C8,8,2,423.68600000000026,0,3
A5Iso9C8,8,2,509.80100000000056,0,2
A5Iso10C8,8,2,423.73000000000025,0,2
A5Iso1C7,7,2,369.6380000000001,0,2
A5Iso2C7,7,2,369.6380000000001,0,2
A5Iso3C7,7,2,383.66500000000013,0,2
A5Iso4C7,7,2,367.5780000000001,0,3
A5Iso5C7,7,2,381.60500000000013,0,3
A5Iso6C7,7,2,409.6590000000002,0,3
A5Iso7C7,7,2,423.6860000000003,0,3
A5Iso8C7,7,2,395.6320000000002,0,3
A5Iso9C7,7,2,481.74700000000047,0,2
A5Iso10C7,7,2,395.67600000000016,0,2
A5Iso1CC7,7,2,395.67600000000016,0,2
A5Iso2CC7,7,2,395.67600000000016,0,2
A5Iso3CC7,7,2,409.7030000000002,0,2
A5Iso4CC7,7,2,393.6160000000002,0,3
A5Iso5CC7,7,2,407.64300000000026,0,3
A5Iso6CC7,7,2,435.69700000000034,0,3
A5Iso7CC7,7,2,449.7240000000004,0,3
A5Iso8CC7,7,2,421.6700000000003,0,3
A5Iso9CC7,7,2,507.7850000000006,0,2
A5Iso10CC7,7,2,421.7140000000003,0,2
A5Iso1CC6,6,2,353.595,0,2
A5Iso2CC6,6,2,353.595,0,2
A5Iso3CC6,6,2,367.62200000000007,0,2
A5Iso4CC6,6,2,351.5350000000001,0,3
A5Iso5CC6,6,2,365.5620000000001,0,3
A5Iso6CC6,6,2,393.6160000000002,0,3
A5Iso7CC6,6,2,407.64300000000026,0,3
A5Iso8CC6,6,2,379.58900000000017,0,3
A5Iso9CC6,6,2,465.70400000000046,0,2
A5Iso10CC6,6,2,379.63300000000015,0,2
A5Iso1C6,6,2,341.584,0,2
A5Iso2C6,6,2,341.584,0,2
A5Iso3C6,6,2,355.61100000000005,0,2
A5Iso4C6,6,2,339.52400000000006,0,3
A5Iso5C6,6,2,353.55100000000004,0,3
A5Iso6C6,6,2,381.60500000000013,0,3
A5Iso7C6,6,2,395.63200000000023,0,3
A5Iso8C6,6,2,367.5780000000001,0,3
A5Iso9C6,6,2,453.6930000000004,0,2
A5Iso10C6,6,2,367.62200000000007,0,2
A6Iso12DC18,18,2,702.2539999999998,2,2
A6Iso22DC18,18,2,702.2539999999998,2,2
A6Iso32DC18,18,2,716.2809999999997,2,2
A6Iso42DC18,18,2,718.2089999999997,2,2
A6Iso72DC18,18,2,774.3169999999996,2,2
A6Iso82DC18,18,2,746.2629999999996,2,2
A6Iso102DC18,18,2,728.2919999999997,2,2
A6Iso1C11,11,2,509.9080000000005,0,2
A6Iso2C11,11,2,509.9080000000005,0,2
A6Iso3C11,11,2,523.9350000000005,0,2
A6Iso4C11,11,2,525.8630000000005,0,2
A6Iso5C11,11,2,539.8900000000004,0,2
A6Iso6C11,11,2,567.9440000000004,0,2
A6Iso7C11,11,2,581.9710000000003,0,2
A6Iso8C11,11,2,553.9170000000005,0,2
A6Iso9C11,11,2,622.0170000000003,0,2
A6Iso10C11,11,2,535.9460000000005,0,2
A6Iso1C10,10,2,481.8540000000005,0,2
A6Iso2C10,10,2,481.8540000000005,0,2
A6Iso3C10,10,2,495.8810000000005,0,2
A6Iso4C10,10,2,497.8090000000005,0,2
A6Iso5C10,10,2,511.83600000000047,0,2
A6Iso6C10,10,2,539.8900000000004,0,2
A6Iso7C10,10,2,553.9170000000005,0,2
A6Iso8C10,10,2,525.8630000000005,0,2
A6Iso9C10,10,2,593.9630000000003,0,2
A6Iso10C10,10,2,507.8920000000005,0,2
A6Iso1C9,9,2,453.8000000000003,0,2
A6Iso2C9,9,2,453.8000000000003,0,2
A6Iso3C9,9,2,467.8270000000004,0,2
A6Iso4C9,9,2,469.7550000000004,0,2
A6Iso5C9,9,2,483.7820000000005,0,2
A6Iso6C9,9,2,511.83600000000047,0,2
A6Iso7C9,9,2,525.8630000000005,0,2
A6Iso8C9,9,2,497.8090000000004,0,2
A6Iso9C9,9,2,565.9090000000004,0,2
A6Iso10C9,9,2,479.8380000000004,0,2
A6Iso1C8,8,2,425.74600000000027,0,2
A6Iso2C8,8,2,425.74600000000027,0,2
A6Iso3C8,8,2,439.7730000000003,0,2
A6Iso4C8,8,2,441.7010000000003,0,2
A6Iso5C8,8,2,455.7280000000003,0,2
A6Iso6C8,8,2,483.7820000000004,0,2
A6Iso7C8,8,2,497.8090000000004,0,2
A6Iso8C8,8,2,469.7550000000004,0,2
A6Iso9C8,8,2,537.8550000000006,0,2
A6Iso10C8,8,2,451.78400000000033,0,2
A6Iso1C7,7,2,397.6920000000002,0,2
A6Iso2C7,7,2,397.6920000000002,0,2
A6Iso3C7,7,2,411.7190000000002,0,2
A6Iso4C7,7,2,413.6470000000002,0,2
A6Iso5C7,7,2,427.67400000000026,0,2
A6Iso6C7,7,2,455.7280000000003,0,2
A6Iso7C7,7,2,469.75500000000034,0,2
A6Iso8C7,7,2,441.7010000000003,0,2
A6Iso9C7,7,2,509.80100000000056,0,2
A6Iso10C7,7,2,423.73000000000025,0,2
A6Iso1CC7,7,2,423.73000000000025,0,2
A6Iso2CC7,7,2,423.73000000000025,0,2
A6Iso3CC7,7,2,437.7570000000003,0,2
A6Iso4CC7,7,2,439.6850000000003,0,2
A6Iso5CC7,7,2,453.71200000000033,0,2
A6Iso6CC7,7,2,481.7660000000004,0,2
A6Iso7CC7,7,2,495.79300000000046,0,2
A6Iso8CC7,7,2,467.7390000000004,0,2
A6Iso9CC7,7,2,535.8390000000006,0,2
A6Iso10CC7,7,2,449.7680000000004,0,2
A6Iso1CC6,6,2,381.6490000000001,0,2
A6Iso2CC6,6,2,381.6490000000001,0,2
A6Iso3CC6,6,2,395.67600000000016,0,2
A6Iso4CC6,6,2,397.60400000000016,0,2
A6Iso5CC6,6,2,411.6310000000002,0,2
A6Iso6CC6,6,2,439.6850000000003,0,2
A6Iso7CC6,6,2,453.71200000000033,0,2
A6Iso8CC6,6,2,425.65800000000024,0,2
A6Iso9CC6,6,2,493.75800000000055,0,2
A6Iso10CC6,6,2,407.68700000000024,0,2
A6Iso1C6,6,2,369.6380000000001,0,2
A6Iso2C6,6,2,369.6380000000001,0,2
A6Iso3C6,6,2,383.66500000000013,0,2
A6Iso4C6,6,2,385.5930000000002,0,2
A6Iso5C6,6,2,399.6200000000002,0,2
A6Iso6C6,6,2,427.67400000000026,0,2
A6Iso7C6,6,2,441.7010000000003,0,2
A6Iso8C6,6,2,413.6470000000002,0,2
A6Iso9C6,6,2,481.74700000000047,0,2
A6Iso10C6,6,2,395.67600000000016,0,2
A7Iso12DC18,18,2,702.2539999999998,2,2
A7Iso22DC18,18,2,702.2539999999998,2,2
A7Iso32DC18,18,2,716.2809999999997,2,2
A7Iso42DC18,18,2,718.2089999999997,2,2
A7Iso72DC18,18,2,774.3169999999996,2,2
A7Iso82DC18,18,2,746.2629999999996,2,2
A7Iso102DC18,18,2,728.2919999999997,2,2
A7Iso1C11,11,2,509.9080000000005,0,2
A7Iso2C11,11,2,509.9080000000005,0,2
A7Iso3C11,11,2,523.9350000000005,0,2
A7Iso4C11,11,2,525.8630000000005,0,2
A7Iso5C11,11,2,539.8900000000004,0,2
A7Iso6C11,11,2,567.9440000000004,0,2
A7Iso7C11,11,2,581.9710000000003,0,2
A7Iso8C11,11,2,553.9170000000005,0,2
A7Iso9C11,11,2,622.0170000000003,0,2
A7Iso10C11,11,2,535.9460000000005,0,2
A7Iso1C10,10,2,481.8540000000005,0,2
A7Iso2C10,10,2,481.8540000000005,0,2
A7Iso3C10,10,2,495.8810000000005,0,2
A7Iso4C10,10,2,497.8090000000005,0,2
A7Iso5C10,10,2,511.83600000000047,0,2
A7Iso6C10,10,2,539.8900000000004,0,2
A7Iso7C10,10,2,553.9170000000005,0,2
A7Iso8C10,10,2,525.8630000000005,0,2
A7Iso9C10,10,2,593.9630000000004,0,2
A7Iso10C10,10,2,507.8920000000005,0,2
