fold,pearson,pearson_p_val,spearman,kendall,rmse,n_vals
0,0.9972772945962266,0.0,0.9554165695337551,0.8796510237762519,0.0065245644338901,394
1,0.9939104154111775,0.0,0.9322137460095709,0.8473866695098418,0.009600031520241763,394
2,0.9948101954298351,0.0,0.9408724746219166,0.8553136284817163,0.008323295197880274,395
3,0.996748325850473,0.0,0.9449536255472163,0.8654172426934128,0.007064854386492022,395
4,0.9948529833674208,0.0,0.9370627476325359,0.8597436994119411,0.008962218803978256,395
