Experiment_ID,IL_SMILES,Index,LNP_ID,Formulation_ID,IL_name,IL_molratio,IL_to_nucleicacid_massratio,IL_to_nucleicacid_chargeratio,HL_name,HL_SMILES,HL_molratio,CHL_name,CHL_SMILES,CHL_molratio,PEG_name,PEG_SMILES,PEG_molratio,Aqueous_buffer,Dialysis_buffer,Mixing_method,Model_type,Model_target,Cargo,Cargo_type,Dose_ug_nucleicacid,Experiment_method,Experiment_value,Publication_link,Publication_PMID,Heavy.Atoms,Rings,Aromatic.Rings,Rotatable.Bonds,van.der.Waals.Molecular.Volume,Topological.Polar.Surface.Area,Hydrogen.Bond.Donors,Hydrogen.Bond.Acceptors,LogP,Molar.Refractivity,Fraction.sp3.Carbons,sp3.Carbons,Nitrogen.Count,lnMolWt,has_ester,has_carbonate,has_disulfide,molwtlog1p,Cargo_type_FLuc,Cargo_type_GFP,Model_type_A549,Model_type_BeWo_b30,Model_type_DC2.4,Model_type_HEK293T,Model_type_HeLa,Model_type_HepG2,Model_type_IGROV1,Model_type_RAW264.7,HL_name_14PA,HL_name_18PG,HL_name_DDAB,HL_name_DOPE,HL_name_DOTAP,HL_name_DSPC,HL_name_MDOA,Cargo_mRNA,Cargo_pDNA,Cargo_siRNA,num_protonatable_nitrogens,Num_carbon_in_tail,num_unsaturated_cc_bonds,num_permanent_cationic_N,formal_net_charge,rel
LM_2019,CCCCCC(CCCCC)(C(=O)NC(C)(C)C)N(C)CCN(CC)CC,4690,LNP_0004690,LM_2019_F810,A9Iso1C6,35.0,10.0,,DOPE,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C\CCCCCCCC,16.0,Cholesterol,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,46.5,DMPE-PEG2000,CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)OC(=O)CCCCCCCCCCCCC,2.5,citrate,,handmixed,HeLa,in_vitro,mRNA,FLuc,0.1,luminescence_normalized,0.494540472,https://www.nature.com/articles/s41587-019-0247-3,31570898.0,27,0,0,15,383.387563188,35.580000000000005,1,3,5.074100000000005,119.32870000000011,0.9565217391304348,22,3,5.9497697759956845,0,0,0,5.952372825634916,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,6,0,0,0,1
LM_2019,CCCCCC(CCCCC)(C(=O)NCCCC)N(C)CCN(CC)CC,4691,LNP_0004691,LM_2019_F811,A9Iso2C6,35.0,10.0,,DOPE,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C\CCCCCCCC,16.0,Cholesterol,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,46.5,DMPE-PEG2000,CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)OC(=O)CCCCCCCCCCCCC,2.5,citrate,,handmixed,HeLa,in_vitro,mRNA,FLuc,0.1,luminescence_normalized,0.889863561,https://www.nature.com/articles/s41587-019-0247-3,31570898.0,27,0,0,18,383.387563188,35.580000000000005,1,3,5.075700000000006,119.3507000000001,0.9565217391304348,22,3,5.9497697759956845,0,0,0,5.952372825634916,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,6,0,0,0,1
LM_2019,CCCCCNC(=O)C(CCCCC)(CCCCC)N(C)CCN(CC)CC,4692,LNP_0004692,LM_2019_F812,A9Iso3C6,35.0,10.0,,DOPE,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C\CCCCCCCC,16.0,Cholesterol,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,46.5,DMPE-PEG2000,CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)OC(=O)CCCCCCCCCCCCC,2.5,citrate,,handmixed,HeLa,in_vitro,mRNA,FLuc,0.1,luminescence_normalized,-0.453692375,https://www.nature.com/articles/s41587-019-0247-3,31570898.0,28,0,0,19,397.403213252,35.580000000000005,1,3,5.465800000000006,123.96770000000011,0.9583333333333334,23,3,5.985677836346248,0,0,0,5.9881891889740615,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,6,0,0,0,0
LM_2019,CCCCCC(CCCCC)(C(=O)NCC(=O)OC)N(C)CCN(CC)CC,4693,LNP_0004693,LM_2019_F813,A9Iso4C6,35.0,10.0,,DOPE,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C\CCCCCCCC,16.0,Cholesterol,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,46.5,DMPE-PEG2000,CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)OC(=O)CCCCCCCCCCCCC,2.5,citrate,,handmixed,HeLa,in_vitro,mRNA,FLuc,0.1,luminescence_normalized,-1.021598551,https://www.nature.com/articles/s41587-019-0247-3,31570898.0,28,0,0,17,399.34609230000007,61.88000000000001,1,5,3.4486000000000017,116.45870000000009,0.9090909090909091,20,3,5.990514095571987,1,0,0,5.993013347097833,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,6,0,0,0,0
LM_2019,CCCCCC(CCCCC)(C(=O)NCC(=O)OCC)N(C)CCN(CC)CC,4694,LNP_0004694,LM_2019_F814,A9Iso5C6,35.0,10.0,,DOPE,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C\CCCCCCCC,16.0,Cholesterol,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,46.5,DMPE-PEG2000,CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)OC(=O)CCCCCCCCCCCCC,2.5,citrate,,handmixed,HeLa,in_vitro,mRNA,FLuc,0.1,luminescence_normalized,0.137799545,https://www.nature.com/articles/s41587-019-0247-3,31570898.0,29,0,0,18,413.36174236400007,61.88000000000001,1,5,3.838700000000003,121.0757000000001,0.9130434782608695,21,3,6.025012953101734,1,0,0,6.0274275558535555,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,6,0,0,0,1
LM_2019,CCCCCC(CCCCC)(C(=O)NCC(=O)OC(C)(C)C)N(C)CCN(CC)CC,4695,LNP_0004695,LM_2019_F815,A9Iso6C6,35.0,10.0,,DOPE,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C\CCCCCCCC,16.0,Cholesterol,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,46.5,DMPE-PEG2000,CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)OC(=O)CCCCCCCCCCCCC,2.5,citrate,,handmixed,HeLa,in_vitro,mRNA,FLuc,0.1,luminescence_normalized,-1.098504442,https://www.nature.com/articles/s41587-019-0247-3,31570898.0,31,0,0,17,441.39304249200006,61.88000000000001,1,5,4.617300000000005,130.28770000000006,0.92,23,3,6.090633182579996,1,0,0,6.092894598601594,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,6,0,0,0,0
LM_2019,CCCCCC(CCCCC)(C(=O)NC(C)C(=O)OC(C)(C)C)N(C)CCN(CC)CC,4696,LNP_0004696,LM_2019_F816,A9Iso7C6,35.0,10.0,,DOPE,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C\CCCCCCCC,16.0,Cholesterol,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,46.5,DMPE-PEG2000,CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)OC(=O)CCCCCCCCCCCCC,2.5,citrate,,handmixed,HeLa,in_vitro,mRNA,FLuc,0.1,luminescence_normalized,-1.136180435,https://www.nature.com/articles/s41587-019-0247-3,31570898.0,32,0,0,17,455.40869255600006,61.88000000000001,1,5,5.005800000000005,134.88270000000003,0.9230769230769231,24,3,6.121896140314648,1,0,0,6.124088027705085,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,6,0,0,0,0
LM_2019,CCCCCC(CCCCC)(C(=O)NCCC(=O)OCC)N(C)CCN(CC)CC,4697,LNP_0004697,LM_2019_F817,A9Iso8C6,35.0,10.0,,DOPE,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C\CCCCCCCC,16.0,Cholesterol,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,46.5,DMPE-PEG2000,CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)OC(=O)CCCCCCCCCCCCC,2.5,citrate,,handmixed,HeLa,in_vitro,mRNA,FLuc,0.1,luminescence_normalized,-1.168321089,https://www.nature.com/articles/s41587-019-0247-3,31570898.0,30,0,0,19,427.37739242800006,61.88000000000001,1,5,4.228800000000003,125.6927000000001,0.9166666666666666,22,3,6.058361223111504,1,0,0,6.060696723292614,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,6,0,0,0,0
LM_2019,CCCCCC(CCCCC)(C(=O)NCS(=O)(=O)c1ccc(C)cc1)N(C)CCN(CC)CC,4698,LNP_0004698,LM_2019_F818,A9Iso9C6,35.0,10.0,,DOPE,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C\CCCCCCCC,16.0,Cholesterol,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,46.5,DMPE-PEG2000,CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)OC(=O)CCCCCCCCCCCCC,2.5,citrate,,handmixed,HeLa,in_vitro,mRNA,FLuc,0.1,luminescence_normalized,-0.695128227,https://www.nature.com/articles/s41587-019-0247-3,31570898.0,34,1,1,18,495.34946342800004,69.72,1,5,5.015420000000005,142.8074999999999,0.7407407407407407,20,3,6.206120177725838,0,0,0,6.208135194306109,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,6,0,0,0,0
LM_2019,CCCCCC(CCCCC)(C(=O)NC1CCCCC1)N(C)CCN(CC)CC,4699,LNP_0004699,LM_2019_F819,A9Iso10C6,35.0,10.0,,DOPE,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C\CCCCCCCC,16.0,Cholesterol,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,46.5,DMPE-PEG2000,CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)OC(=O)CCCCCCCCCCCCC,2.5,citrate,,handmixed,HeLa,in_vitro,mRNA,FLuc,0.1,luminescence_normalized,0.847947964,https://www.nature.com/articles/s41587-019-0247-3,31570898.0,29,1,0,16,409.40321325200006,35.580000000000005,1,3,5.608300000000006,126.44870000000012,0.96,24,3,6.015432506957064,0,0,0,6.017870325537735,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,6,0,0,0,1
LM_2019,CCCCCCCC/C=C\CCCCCCCC(CCCCCCC/C=C\CCCCCCCC)(C(=O)NC(C)(C)C)N(C)CCO,4700,LNP_0004700,LM_2019_F820,A10Iso12DC18,35.0,10.0,,DOPE,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C\CCCCCCCC,16.0,Cholesterol,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,46.5,DMPE-PEG2000,CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)OC(=O)CCCCCCCCCCCCC,2.5,citrate,,handmixed,HeLa,in_vitro,mRNA,FLuc,0.1,luminescence_normalized,-0.882946291,https://www.nature.com/articles/s41587-019-0247-3,31570898.0,47,0,0,34,660.653279928,52.57000000000001,2,3,12.638999999999983,209.24649999999917,0.8837209302325582,38,2,6.493991330559277,0,0,0,6.4955026879398385,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,18,2,0,0,0
LM_2019,CCCCCCCC/C=C\CCCCCCCC(CCCCCCC/C=C\CCCCCCCC)(C(=O)NCCCC)N(C)CCO,4701,LNP_0004701,LM_2019_F821,A10Iso22DC18,35.0,10.0,,DOPE,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C\CCCCCCCC,16.0,Cholesterol,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,46.5,DMPE-PEG2000,CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)OC(=O)CCCCCCCCCCCCC,2.5,citrate,,handmixed,HeLa,in_vitro,mRNA,FLuc,0.1,luminescence_normalized,-0.585363102,https://www.nature.com/articles/s41587-019-0247-3,31570898.0,47,0,0,37,660.653279928,52.57000000000001,2,3,12.640599999999983,209.26849999999916,0.8837209302325582,38,2,6.493991330559277,0,0,0,6.4955026879398385,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,18,2,0,0,0
LM_2019,CCCCCCCC/C=C\CCCCCCCC(CCCCCCC/C=C\CCCCCCCC)(C(=O)NCCCCC)N(C)CCO,4702,LNP_0004702,LM_2019_F822,A10Iso32DC18,35.0,10.0,,DOPE,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C\CCCCCCCC,16.0,Cholesterol,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,46.5,DMPE-PEG2000,CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)OC(=O)CCCCCCCCCCCCC,2.5,citrate,,handmixed,HeLa,in_vitro,mRNA,FLuc,0.1,luminescence_normalized,0.522009206,https://www.nature.com/articles/s41587-019-0247-3,31570898.0,48,0,0,38,674.668929992,52.57000000000001,2,3,13.03069999999998,213.8854999999991,0.8863636363636364,39,2,6.5149852463185125,0,0,0,6.516465228355276,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,18,2,0,0,1
LM_2019,CCCCCCCC/C=C\CCCCCCCC(CCCCCCC/C=C\CCCCCCCC)(C(=O)NCC(=O)OC)N(C)CCO,4703,LNP_0004703,LM_2019_F823,A10Iso42DC18,35.0,10.0,,DOPE,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C\CCCCCCCC,16.0,Cholesterol,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,46.5,DMPE-PEG2000,CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)OC(=O)CCCCCCCCCCCCC,2.5,citrate,,handmixed,HeLa,in_vitro,mRNA,FLuc,0.1,luminescence_normalized,-0.447481803,https://www.nature.com/articles/s41587-019-0247-3,31570898.0,48,0,0,36,676.6118090399999,78.87,2,5,11.013499999999993,206.3764999999992,0.8571428571428571,36,2,6.517836694975229,1,0,0,6.519312466038156,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,18,2,0,0,0
LM_2019,CCCCCCCC/C=C\CCCCCCCC(CCCCCCC/C=C\CCCCCCCC)(C(=O)NC(C)C(=O)OC(C)(C)C)N(C)CCO,4704,LNP_0004704,LM_2019_F824,A10Iso72DC18,35.0,10.0,,DOPE,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C\CCCCCCCC,16.0,Cholesterol,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,46.5,DMPE-PEG2000,CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)OC(=O)CCCCCCCCCCCCC,2.5,citrate,,handmixed,HeLa,in_vitro,mRNA,FLuc,0.1,luminescence_normalized,-0.420087963,https://www.nature.com/articles/s41587-019-0247-3,31570898.0,52,0,0,36,732.674409296,78.87,2,5,12.570699999999984,224.800499999999,0.8695652173913043,40,2,6.597445793280373,1,0,0,6.598808711225632,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,18,2,0,0,0
LM_2019,CCCCCCCC/C=C\CCCCCCCC(CCCCCCC/C=C\CCCCCCCC)(C(=O)NCCC(=O)OCC)N(C)CCO,4705,LNP_0004705,LM_2019_F825,A10Iso82DC18,35.0,10.0,,DOPE,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C\CCCCCCCC,16.0,Cholesterol,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,46.5,DMPE-PEG2000,CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)OC(=O)CCCCCCCCCCCCC,2.5,citrate,,handmixed,HeLa,in_vitro,mRNA,FLuc,0.1,luminescence_normalized,0.227779753,https://www.nature.com/articles/s41587-019-0247-3,31570898.0,50,0,0,38,704.643109168,78.87,2,5,11.793699999999989,215.6104999999991,0.8636363636363636,38,2,6.558433236088588,1,0,0,6.559850337333862,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,18,2,0,0,1
LM_2019,CCCCCCCC/C=C\CCCCCCCC(CCCCCCC/C=C\CCCCCCCC)(C(=O)NC1CCCCC1)N(C)CCO,4706,LNP_0004706,LM_2019_F826,A10Iso102DC18,35.0,10.0,,DOPE,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C\CCCCCCCC,16.0,Cholesterol,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,46.5,DMPE-PEG2000,CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)OC(=O)CCCCCCCCCCCCC,2.5,citrate,,handmixed,HeLa,in_vitro,mRNA,FLuc,0.1,luminescence_normalized,-1.173871104,https://www.nature.com/articles/s41587-019-0247-3,31570898.0,49,1,0,35,686.668929992,52.57000000000001,2,3,13.17319999999998,216.36649999999906,0.8888888888888888,40,2,6.532618094741364,0,0,0,6.534072228007141,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,18,2,0,0,0
LM_2019,CCCCCCCCCCC(CCCCCCCCCC)(C(=O)NC(C)(C)C)N(C)CCO,4707,LNP_0004707,LM_2019_F827,A10Iso1C11,35.0,10.0,,DOPE,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C\CCCCCCCC,16.0,Cholesterol,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,46.5,DMPE-PEG2000,CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)OC(=O)CCCCCCCCCCCCC,2.5,citrate,,handmixed,HeLa,in_vitro,mRNA,FLuc,0.1,luminescence_normalized,-1.140263842,https://www.nature.com/articles/s41587-019-0247-3,31570898.0,33,0,0,22,468.46547916,52.57000000000001,2,3,7.625600000000009,144.79649999999995,0.9655172413793104,28,2,6.150199702151347,0,0,0,6.152330486169521,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,11,0,0,0,0
LM_2019,CCCCCCCCCCC(CCCCCCCCCC)(C(=O)NCCCC)N(C)CCO,4708,LNP_0004708,LM_2019_F828,A10Iso2C11,35.0,10.0,,DOPE,CCCCCCCC/C=C\CCCCCCCC(=O)OC[C@H](COP(=O)([O-])OCC[NH3+])OC(=O)CCCCCCC/C=C\CCCCCCCC,16.0,Cholesterol,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C,46.5,DMPE-PEG2000,CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCNCC(=O)OCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOCCOC)OC(=O)CCCCCCCCCCCCC,2.5,citrate,,handmixed,HeLa,in_vitro,mRNA,FLuc,0.1,luminescence_normalized,-0.156035652,https://www.nature.com/articles/s41587-019-0247-3,31570898.0,33,0,0,25,468.46547916,52.57000000000001,2,3,7.627200000000009,144.81849999999994,0.9655172413793104,28,2,6.150199702151347,0,0,0,6.152330486169521,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,11,0,0,0,0
