fold,split_name,target,pearson,r^2,pearson_p_val,spearman,kendall,rmse,n_vals,note
1,Xue_CAD_LNP_Xue_CAD_LNP_nan_in_vitro,toxicity,0.9989537034468755,0.997908501630228,1.6397508760265199e-142,0.9494496252941149,0.8775206972237791,0.0013503065722954921,107,
1,Han_amidine_Han_amidine_nan_in_vitro,toxicity,0.9989105808009924,0.9978223484361759,6.504909147272252e-87,0.9832239664573351,0.9352219339902891,0.0022235464102045087,66,
1,Lee_unsat_Lee_unsat_dendrimer_nan_in_vitro,toxicity,0.8761200207171933,0.7675862907014952,1.133044748816805e-20,0.8533223046921061,0.7449783957097498,0.02000465224952663,62,
1,Miller_Zwitter_Miller_ZAL_nan_in_vitro,toxicity,0.9999615549744134,0.9999231114268469,3.687414507098488e-92,0.8948077501866301,0.8168622305628076,0.0010185974357647353,46,
1,Yu_Aminoglycoside_Siegwart_Amino_nan_in_vitro,toxicity,0.9999233856038284,0.9998467770774225,9.54027545948737e-82,0.7012615145249718,0.6056563856819575,0.0009081905452069214,44,
1,Zhang_Aminoglycoside_Zhang_Aminoglycoside_nan_in_vitro,toxicity,0.9999907444664533,0.9999814890185715,1.9612777584573094e-65,0.972402438532038,0.9284766908852591,0.0009299909163988949,29,
1,Han_branched_Han_branched_nan_in_vitro,toxicity,0.9739941526507223,0.9486646093977985,2.1608592423787934e-40,0.9479516980050169,0.8473610592548098,0.015395772026469632,62,
