fold,pearson,r2,spearman,mse,mae,n_vals,note
0,0.11761600953763277,0.013615566686179026,0.10993076277129488,0.0017069760777816986,0.031856344696969706,66.0,
1,-0.021746014700152035,-0.05394178412003736,0.16651064737710536,0.001722486945688718,0.030426856268656717,67.0,
2,0.046885719506622396,-0.027866222025099363,0.20463824509932071,0.0016621855421846301,0.03143910728571428,70.0,
3,0.20519852375860342,-0.4446899509022004,0.2269681923543483,0.0015383468923346533,0.03328328707692308,65.0,
4,0.11651253963697894,-0.0072286761407835964,0.2602288977939882,0.001636370848411658,0.02977443867647059,68.0,
Mean,0.0928933555479371,-0.10402221330038834,0.1936553490792115,0.0016532732612802715,0.03135600680094687,67.2,
