fold,pearson,r2,spearman,mse,mae,n_vals,note
0,0.40944182986826616,0.0817949837782479,0.3068015699574312,0.003368554296236006,0.04170277880645161,31.0,
1,0.4971877881638378,0.14949411745229213,0.40809618421640165,0.005016443632482214,0.03746556701428568,28.0,
2,0.541433042012009,0.1994322903546114,0.43559274822373634,0.005614089105246444,0.064078945284,25.0,
3,0.4562711195508244,-0.013102685124895208,0.3696666870774475,0.006265427635697472,0.07099292766551725,29.0,
4,0.2742428756137505,-0.16953622780302213,0.12159042426409897,0.004541805380585317,0.039253117733333315,27.0,
Mean,0.43571533104173754,0.049616495731446816,0.32834952274782314,0.004961264010049491,0.05069866730071757,28.0,
