fold,pearson,r2,spearman,mse,mae,n_vals,note
0,-0.4497108700099824,-0.12175132864123128,-0.41771547198882536,0.020955749751419204,0.12388371796666664,24.0,
1,-0.07990709737460432,-0.2690871390218734,-0.18053804297822115,0.028628507680374834,0.13650955148333332,24.0,
2,0.25987168872335914,-0.05588342864313467,0.13521679662509478,0.026806265695315794,0.13373432815624997,16.0,
3,0.3661056714356035,-0.06049976044367078,0.3773253263615837,0.022488342634084182,0.1263924977583333,24.0,
4,-0.12519912526154423,-0.08561912240221492,-0.08849904067559859,0.024611730858545264,0.13240824965416667,24.0,
Mean,-0.005767946497433646,-0.11856815583042501,-0.03484208653119332,0.024698119323947856,0.13058566900374996,22.4,
