fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.861718,0.628447,0.0,0.910926,0.797184,0.006941,0.06724,24.0
1,,0.88025,0.70106,0.0,0.904812,0.767658,0.006744,0.066616,24.0
2,,0.878197,0.585687,8e-06,0.802985,0.683986,0.010518,0.079601,16.0
3,,0.879038,0.674672,0.0,0.891032,0.776448,0.006899,0.067788,24.0
4,,0.896255,0.728386,0.0,0.920533,0.797184,0.006158,0.063821,24.0
Mean,,0.8790916,0.6636504000000001,1.6e-06,0.8860576,0.764492,0.007452,0.0690132,22.4
