fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.2167,-1.942369,2.9e-05,0.262255,0.214439,0.001376,0.02758,366.0
1,,0.222611,-1.948709,1.6e-05,0.282424,0.230938,0.001515,0.028924,368.0
2,,0.229642,-1.65324,9e-06,0.271539,0.22203,0.001306,0.028068,366.0
3,,0.20892,-2.260938,5.6e-05,0.273711,0.223801,0.001444,0.025733,366.0
4,,0.172133,-2.657699,0.000945,0.235587,0.192636,0.00171,0.029249,366.0
Mean,,0.2100012,-2.092591,0.00021099999999999998,0.2651032,0.2167688,0.0014702,0.027910799999999996,366.4
