fold,note,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,,0.470754,-0.26212,6.6e-05,0.300761,0.218021,0.002184,0.041356,66.0
1,,0.528431,-0.06446,4e-06,0.334625,0.24127,0.00174,0.034461,67.0
2,,0.570085,0.059354,0.0,0.441378,0.324545,0.001521,0.032,70.0
3,,0.312793,-0.180261,0.011184,0.068993,0.038494,0.001257,0.030541,65.0
4,,0.596683,0.072957,0.0,0.399258,0.309593,0.001506,0.032266,68.0
Mean,,0.4957492,-0.074906,0.0022508,0.309003,0.2263846,0.0016416,0.0341248,67.2
