fold,accuracy,kappa,log_loss,macro_f1,weighted_f1,macro_precision,macro_recall,n_vals,note
0,0.96,0.7787610619469026,0.2110708196367701,0.5925925925925926,0.9635555555555555,0.5555555555555555,0.6521739130434783,25,
1,0.9629629629629629,0.7857142857142857,0.24230768033289005,0.8820861678004536,0.9687578735197783,0.8333333333333334,0.9866666666666667,27,
2,0.8928571428571429,0.6266666666666666,0.29123310699604116,0.7453900709219857,0.9108662613981764,0.6666666666666666,0.96,28,
3,1.0,1.0,0.18146571316507032,1.0,1.0,1.0,1.0,30,
4,0.9666666666666667,0.84375,0.23723391589863863,0.8825995807127883,0.9719077568134172,0.8333333333333334,0.9876543209876543,30,
