fold,accuracy,kappa,log_loss,macro_f1,weighted_f1,macro_precision,macro_recall,n_vals,note
0,1.0,1.0,0.005961655769364373,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,125,
1,1.0,1.0,0.09564141572006178,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,123,
2,1.0,1.0,0.07701398294853086,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,123,
3,1.0,1.0,0.09505830580137174,0.6666666666666666,1.0,0.6666666666666666,0.6666666666666666,115,
4,0.9920634920634921,0.7961165048543689,0.0813858790804076,0.5986504723346829,0.9928410770516033,0.5555555555555555,0.6639784946236559,126,
