fold,accuracy,kappa,log_loss,macro_f1,macro_precision,macro_recall,n_vals,note
0,0.6212121212121212,0.4760241346459193,0.9634497004971059,0.6059147374364765,0.773478835978836,0.617094017094017,66,
1,0.6031746031746031,0.4552058111380145,0.8969356882712283,0.6024449564772145,0.7676651305683564,0.6052104899930987,63,
2,0.6507936507936508,0.5259917920656634,0.8567243074690943,0.6510544915640675,0.7966300940438871,0.6653968253968254,63,
3,0.5396825396825397,0.3758114110010249,1.0104664253845645,0.5262613730355665,0.7459239130434783,0.5495833333333333,63,
4,0.6666666666666666,0.5390243902439025,0.8761238692712959,0.7155678405678406,0.7777777777777778,0.7208455882352942,63,
