fold,accuracy,kappa,log_loss,macro_f1,macro_precision,macro_recall,n_vals,note
0,0.9649122807017544,0.732394366197183,0.1617871269385776,0.43278301886792453,0.4,0.4907407407407407,57,
1,0.9821428571428571,0.6585365853658536,0.16573907890630366,0.4143730886850153,0.4954545454545455,0.375,56,
2,0.9821428571428571,0.8793103448275862,0.17034059330251297,0.4697950377562028,0.45,0.4951923076923077,56,
3,0.9846153846153847,0.8807339449541285,0.267736017077264,0.4701561065197429,0.45,0.4959016393442623,65,
4,1.0,1.0,0.14197586346287736,0.5,0.5,0.5,54,
