fold,accuracy,kappa,log_loss,macro_f1,macro_precision,macro_recall,n_vals,note
0,0.6666666666666666,0.5443037974683544,0.8937676434334771,0.7413419913419914,0.7678571428571428,0.85,18,
1,0.5714285714285714,0.3942307692307693,0.7368904941616461,0.44539473684210523,0.5153846153846154,0.5625,21,
2,0.7333333333333333,0.6178343949044585,0.6698246358964787,0.7923076923076924,0.8229166666666666,0.8571428571428572,15,
3,0.631578947368421,0.4722222222222222,0.8733944530731024,0.732051282051282,0.7916666666666666,0.825,19,
4,0.8947368421052632,0.81,0.5262962158225698,0.8958333333333333,0.875,0.9615384615384616,19,
