fold,accuracy,kappa,log_loss,macro_f1,macro_precision,macro_recall,n_vals,note
0,0.75,0.6521739130434783,0.8404847973347168,0.7186147186147186,0.7083333333333334,0.8095238095238095,16,
1,0.75,0.6376811594202898,0.8576642483993149,0.643859649122807,0.675,0.7651515151515151,20,
2,0.7,0.5714285714285714,0.878025379336011,0.6050505050505051,0.6041666666666666,0.7424242424242424,20,
3,0.85,0.7580645161290323,0.809550924228574,0.6461038961038961,0.6428571428571428,0.6875,20,
4,0.7,0.5804195804195804,0.8102327615181126,0.6537433155080214,0.6416666666666666,0.803030303030303,20,
