Lipid_name,Num_tails,Num_carbon_in_tail,MolWt,num_unsaturated_cc_bonds,num_protonatable_nitrogens
A90_C13,2,13,639.0190000000001,0,2
A75_C13,2,13,625.0360000000002,0,2
A168_C13,2,13,567.9400000000004,0,1
A173_C13,3,13,879.449999999999,0,2
A169_C13,2,13,581.9670000000003,0,1
A320_C13,2,13,644.0379999999998,0,1
A170_C13,2,13,595.9940000000003,0,1
A321_C13,2,13,658.0649999999997,0,1
A171_C13,2,13,610.0210000000002,0,1
A157_C13,4,13,1161.917999999999,0,2
A175_C13,5,13,1487.4549999999992,0,3
A36_C13,2,13,626.02,0,1
A32_C13,2,13,611.993,0,1
A220_C13,2,13,701.1339999999994,0,2
A221_C13,2,13,680.1159999999998,0,3
A28_C13,2,13,597.9660000000001,0,1
A80_C13,2,13,611.0090000000001,0,2
A303_C13,3,13,922.5189999999988,0,3
A306_C13,4,13,1162.9059999999988,0,3
A81_C13,2,13,639.063,0,2
A100_C13,4,13,1091.7829999999988,0,2
A174_C13,5,13,1403.2929999999994,0,3
A112_C13,5,13,1389.2659999999994,0,3
A121_C13,6,13,1686.749,0,4
A176_C13,6,13,1714.803,0,4
A237_C13,2,13,694.1429999999996,0,3
A313_C13,4,13,1217.9859999999987,0,4
A93_C13,2,13,634.0029999999998,0,1
A91_C13,2,13,653.0459999999999,0,2
A20_C13,2,13,583.9390000000002,0,1
A198_C13,2,13,626.02,0,1
A1_C13,2,13,597.9660000000001,0,1
A162_C13,4,13,1221.969999999999,0,2
A161_C13,4,13,1237.968999999999,0,2
A199_C13,2,13,681.1440000000001,0,2
A62_C13,2,13,653.0900000000003,0,2
A166_C13,2,13,569.9120000000003,0,1
A109_C13,3,13,867.3949999999991,0,2
A103_C13,2,13,657.0339999999998,0,2
A10_C13,2,13,583.9390000000002,0,1
A11_C13,2,13,597.9660000000001,0,1
A229_C13,2,13,667.0729999999999,0,2
A31_C13,2,13,613.965,0,1
A159_C13,4,13,1165.8619999999987,0,2
A160_C13,4,13,1209.9149999999988,0,2
A152_C13,3,13,892.4489999999992,0,3
A126_C13,3,13,849.3799999999992,0,2
A128_C13,3,13,863.4069999999991,0,2
A139_C13,2,13,751.2389999999995,0,4
A135_C13,3,13,934.5299999999988,0,3
A140_C13,4,13,1232.0129999999992,0,4
A138_C13,4,13,1217.9859999999992,0,4
A137_C13,4,13,1203.9589999999992,0,4
A130_C13,2,13,608.9930000000003,0,2
A133_C13,2,13,671.0640000000003,0,2
A366_C13,4,13,1159.8619999999992,0,4
A129_C13,2,13,594.9660000000002,0,2
A136_C13,4,13,1189.931999999999,0,4
A141_C13,3,13,936.5019999999988,0,3
A115_C10,4,10,1120.824999999999,0,3
A115_C11,4,11,1176.932999999999,0,3
A383_C12,3,12,933.4569999999989,0,2
A342_C12,3,12,843.3319999999991,0,2
A172_C12,2,12,625.0360000000001,0,2
A218_C12,2,12,668.1049999999998,0,3
A96_C12,3,12,809.3149999999995,0,2
A60_C12,2,12,568.9280000000003,0,2
A95_C12,3,12,795.2879999999996,0,2
