fold,pearson,pearson_p_val,spearman,kendall,rmse,n_vals
0,0.802728990708954,2.397735599722002e-71,0.7061682789143653,0.5513052799644235,0.05895120666414621,311
1,0.8198650999334967,6.428221457929778e-82,0.7247854939932458,0.5720104530929332,0.054509828273652985,332
2,0.8043231204083976,1.3554833569436352e-76,0.7005432278835,0.5452379894712241,0.05715234503723257,332
3,0.768070175495062,7.538842966649474e-66,0.6832104832596201,0.5292009240470509,0.06479070909426123,332
4,0.696269874998321,1.885220524387549e-49,0.6545078859836563,0.5220923073756222,0.08332860180417236,332
