fold,pearson,r^2,pearson_p_val,spearman,kendall,rmse,n_vals,note
0,0.7828468530348213,0.612849195306523,3.41587155800862e-10,0.527133058352114,0.4325733816960239,0.05348049138270206,44,
1,0.824182481847478,0.6792767633842685,6.2502729119078565e-12,0.5424928682367404,0.4459991149577738,0.04543453444214498,44,
2,0.7311268906145815,0.5345465301797462,1.7414705321248107e-08,0.5138521227458321,0.4169715445336037,0.057880412874964544,44,
3,0.5868497194123673,0.3443925931743742,2.828551329734215e-05,0.5140851086287672,0.43338611229545027,0.0643479441157651,44,
4,0.7665033923835433,0.5875274505354801,1.317734886481283e-09,0.49875424139743135,0.40325390371821074,0.05724850388568513,44,
