fold,pearson,pearson_p_val,spearman,kendall,rmse,n_vals
0,0.8053253314327294,1.0742662488108426e-76,0.7075319198809621,0.5522441909437411,0.056447930484207265,331
1,0.5294570519734388,1.4127891703659662e-31,0.5784067859753202,0.4949704120200549,0.08077485083794848,418
2,0.7706531835035124,1.9898474807244765e-83,0.6422769202167082,0.49120653215936155,0.057325538263934765,418
3,0.7663053862567816,5.965109283422893e-82,0.6493217963060122,0.4963242336068759,0.05844993916492213,418
4,0.8189521604320664,2.1989073794884242e-102,0.6642125830362641,0.5146716259077557,0.04960649185679647,418
