fold,pearson,pearson_p_val,spearman,kendall,rmse,n_vals
0,0.8168782608030268,1.9362830650189616e-90,0.7024363036815578,0.5497549780470059,0.053147612312124545,372
1,0.8256046755253019,5.551645008532981e-94,0.7033592691750365,0.5512672271509363,0.051830656150862776,372
2,0.7953899352835686,1.0942558518668393e-82,0.6717087715922437,0.5223440203628059,0.057052719950972774,373
3,0.8285289476901723,1.8214184946986538e-95,0.7053455826260393,0.5509047201656939,0.050740602403605575,373
4,0.8305919106235314,2.3717296195958227e-96,0.7164111619599755,0.5624787428271136,0.050632951708788405,373
