fold,accuracy,kappa,macro_f1,weighted_f1,macro_precision,macro_recall,roc_auc_macro,roc_auc_weighted,pr_auc_macro,pr_auc_weighted,log_loss,total_samples
0,0.9310344827586207,0.7337225284457228,0.8231927336070672,0.9376332736953658,0.7640277543075662,0.924273445287938,0.9931037555196802,0.9931310872483436,0.9344173159130621,0.9882802036665536,0.19624831269227525,522
1,0.9348230912476723,0.7541980539861896,0.8309865351440844,0.9396122197559799,0.7787844289173936,0.9112739112739113,0.991056218627972,0.9926397789397687,0.9050836552658942,0.983120422865834,0.20952636781949,537
2,0.9388888888888889,0.7695322098782995,0.8482421740020083,0.9422331900649236,0.8060400755522706,0.9126935985396291,0.9885970576825999,0.9904827738203277,0.860885033332459,0.9752494272283312,0.2086024887724862,540
3,0.9320754716981132,0.7412846275881706,0.8316639353217524,0.9366130374822977,0.7795084554437436,0.9122735153964451,0.9900059845575754,0.9912197385421613,0.9027113235059021,0.9819090755864522,0.21711758685947613,530
4,0.9327102803738317,0.732217340526111,0.8223474682411881,0.9368518267692045,0.7772392100242356,0.8861987057195226,0.9888561865050381,0.9900519261825851,0.8707532722537067,0.9774208688455287,0.21590018524334553,535
