fold,pearson,r2,pearson_p_val,spearman,kendall,mse,mae,n_vals
0,0.6515417002010354,0.424129566774312,6.280453634644521e-105,0.543979738468209,0.41561720850875444,0.0062254056693099745,0.03946447908762126,859
1,0.6921215529789834,0.4770219801990193,1.77026926013456e-123,0.5436700777481668,0.4136184333862581,0.006613553056894231,0.04191769299646877,859
2,0.7094517983646436,0.48510156943439653,2.615622970637238e-131,0.530014033835306,0.4065237213237959,0.005834451690067883,0.04051708375516431,852
3,0.6761431649314049,0.4242060268667355,2.3801633184231436e-116,0.4814264411331865,0.3698855687193706,0.007004668159840213,0.051214653982657385,863
4,0.6695124351194793,0.43418304575399647,2.6857453156524343e-113,0.5236233477896056,0.4015436278349037,0.0058227962432271865,0.04356981397180377,863
