Formulation,Ionizable_Lipid_Mol_Ratio,Phospholipid_Mol_Ratio,Cholesterol_Mol_Ratio,PEG_Lipid_Mol_Ratio,Helper_lipid_ID,Ionizable_Lipid_to_mRNA_weight_ratio,Lipid/Cells,mRNA/Cells
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,14.826353691613562,118.6108295329085,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,16.217386229394176,129.7390898351534,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,17.46273874353365,139.7019099482692,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,18.58415766540049,148.67326132320392,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,19.59926631223578,156.79413049788624,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,20.52249784108952,164.17998272871617,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,21.365785846568414,170.92628677254731,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,18.314397234029645,146.51517787223716,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,18.03775413846915,144.3020331077532,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,17.75396156871659,142.03169254973272,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,18.1162491771477,144.9299934171816,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,19.175103449968475,153.4008275997478,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,20.13622057686398,161.08976461491184,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,20.552113027071147,164.41690421656918,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,21.011222072425294,168.08977657940235,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,20.770025894616925,166.1602071569354,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,22.34744750563535,178.7795800450828,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,23.6856984897457,189.4855879179656,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,24.83534074031804,198.6827259225443,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,25.83362229912433,206.66897839299463,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,26.70858891396786,213.66871131174287,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,27.481760561417317,219.85408449133857,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,24.563392596141927,196.50714076913545,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,24.281512641357622,194.25210113086095,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,23.989146676953386,191.91317341562709,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,24.361804420957924,194.8944353676634,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,25.421226920087857,203.3698153607029,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,26.34621395346355,210.7697116277084,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,26.736155265927263,213.8892421274181,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,27.15962610278927,217.27700882231417,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,24.443114323261696,195.54491458609357,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,25.965018595584567,207.72014876467657,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,27.215686718154117,217.72549374523297,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,28.261696118168203,226.0935689453456,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,29.14948279408737,233.19586235269895,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,29.91242240379319,239.29937923034552,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,30.575120223771904,244.60096179017523,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,28.01657590778882,224.13260726231056,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,27.761000123174476,222.0880009853958,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,27.49428521397938,219.95428171183505,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,27.83395599735849,222.67164797886792,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,28.78500178458136,230.2800142766509,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,29.598137699434027,236.7851015954722,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,29.93623339533402,239.48986716267217,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,30.30030459066003,242.40243672528024,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,26.938056503159235,215.50445202527388,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,28.35205423152378,226.81643385219024,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,29.489815749100355,235.91852599280284,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,30.42508533691247,243.40068269529976,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,31.207503108761173,249.6600248700894,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,31.87170944469232,254.97367555753857,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,32.44261263975222,259.54090111801776,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,30.20722802854763,241.65782422838103,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,29.979226119159467,239.83380895327576,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,29.740354137548486,237.9228331003879,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,30.0443998223049,240.3551985784392,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,30.887530880184364,247.10024704147492,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,31.599003882084236,252.7920310566739,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,31.892318811798333,255.13855049438664,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,32.206538546782404,257.65230837425923,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,28.743347027782026,229.9467762222562,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,30.04515085701844,240.36120685614753,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,31.077065919409176,248.6165273552734,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,31.915138886696393,255.32111109357115,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,32.60929918287242,260.87439346297936,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,33.19368448379286,265.54947587034286,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,33.69242652647712,269.53941221181697,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,31.720734543190137,253.7658763455211,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,31.516750767243742,252.1340061379499,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,31.30246162177743,250.41969297421943,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,31.575114083001612,252.6009126640129,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,32.32617868692398,258.60942949539185,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,32.954291878242515,263.6343350259401,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,33.211745781922716,265.6939662553817,8.0
Lin_peptide,46.3,9.4,42.7,1.6,DSPC,33.486587769041506,267.89270215233205,8.0
