fold,accuracy,kappa,log_loss,macro_f1,weighted_f1,macro_precision,macro_recall,n_vals,note
0,1.0,1.0,0.03287319480203305,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,52,
1,1.0,1.0,0.036768907993271906,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,46,
2,1.0,1.0,0.04035118739251777,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,46,
3,1.0,1.0,0.03770672599842524,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,42,
4,1.0,1.0,0.046097466716232306,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,42,
