fold,pearson,pearson_p_val,spearman,mse,mae,n_vals
0,0.980802,0.0,0.97054,0.000869,0.019648,33.0
1,0.976161,0.0,0.962831,0.000911,0.0213,42.0
2,0.984373,0.0,0.975457,0.000714,0.019507,34.0
3,0.976908,0.0,0.97223,0.000987,0.022367,37.0
4,0.967871,0.0,0.948655,0.001081,0.023038,34.0
Mean,0.977223,0.0,0.965943,0.000912,0.021172,36.0
