fold,pearson,pearson_p_val,spearman,kendall,rmse,n_vals
0,0.7411390953348818,1.27627373653357e-85,0.585958319356702,0.4434501561877437,0.05890229355386618,485
1,0.7799557600807326,2.2755532099618804e-100,0.6329356463504918,0.4868856223093615,0.054186987022063614,485
2,0.7162927083323635,1.6820678664144858e-77,0.573040134190736,0.43357778569247596,0.06311758170711898,485
3,0.7012842151915026,3.7407722884928e-73,0.5834460993909495,0.449484567576946,0.06621920489102483,486
4,0.7127308269102755,1.4595394377509846e-76,0.5845732580284073,0.4404725733762897,0.06306360039732635,486
