fold,pearson,r^2,pearson_p_val,spearman,kendall,rmse,n_vals,note
0,0.8612112996184623,0.7416849025905209,2.741772752272127e-19,0.833675828770632,0.6576101808976932,0.03815591051346733,62,
1,0.8641473444975167,0.7467506330021099,1.5085967403307198e-19,0.8177993832047252,0.6309211036636486,0.037756773689356316,62,
2,0.8420109537195603,0.7089824461837234,1.0011104748475657e-17,0.818792351121417,0.6349608130094226,0.04242218545834183,62,
3,0.8592522880750371,0.7383144945621865,4.0539169890494574e-19,0.820005812466269,0.6441534013730852,0.037008530703624476,62,
4,0.857697089602283,0.7356442975122266,5.506790379205716e-19,0.8136040542269217,0.6330796322703047,0.03719504737552244,62,
