fold,pearson,r^2,pearson_p_val,spearman,kendall,rmse,n_vals,note
0,0.8166824636324799,0.6669702464048168,1.3900131314382792e-11,0.5292074089555884,0.4367423951892116,0.04564243200366837,44,
1,0.8274099919516423,0.6846072947814168,4.379807366035536e-12,0.5345016986231649,0.44069098536421364,0.044486753571909086,44,
2,0.8315037239719053,0.6913984429791465,2.760085610149812e-12,0.5423311283197774,0.44994580666373574,0.04884983103439479,44,
3,0.8377405058773206,0.7018091551875891,1.3332135673337805e-12,0.5548904199620178,0.45641154565717706,0.04309302380108795,44,
4,0.8360837032440611,0.6990359588303032,1.6223049407838358e-12,0.5505106868859914,0.45665296939564554,0.04208449880992325,44,
